code,iso,country,WASTE.1990,WASTE.1991,WASTE.1992,WASTE.1993,WASTE.1994,WASTE.1995,WASTE.1996,WASTE.1997,WASTE.1998,WASTE.1999,WASTE.2000,WASTE.2001,WASTE.2002,WASTE.2003,WASTE.2004,WASTE.2005,WASTE.2006,WASTE.2007,WASTE.2008,WASTE.2009,WASTE.2010,WASTE.2011,WASTE.2012,WASTE.2013,WASTE.2014*
64,BTN,Bhutan,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
68,BOL,Bolivia,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30
70,BIH,Bosnia and Herzegovina,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.264705882,-9999,-9999,-9999,3.993855607,-9999,-9999,4.129280745
72,BWA,Botswana,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,5
76,BRA,Brazil,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,-9999,-9999,-9999,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23
92,VGB,British Virgin Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.5
96,BRN,Brunei Darussalam,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,86,-9999,-9999,-9999,86
100,BGR,Bulgaria,43,-9999,-9999,-9999,-9999,36,36,36,36,36,37,38,39,40,40,41,41,42,44,45,-9999,-9999,-9999,-9999,40.7
854,BFA,Burkina Faso,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.5
108,BDI,Burundi,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
116,KHM,Cambodia,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
120,CMR,Cameroon,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
124,CAN,Canada,-9999,89.3,-9999,-9999,94.6,-9999,95.7,-9999,-9999,97.4,-9999,-9999,-9999,-9999,97.12,-9999,98.6,-9999,-9999,84.31,-9999,-9999,-9999,-9999,93.34333333
132,CPV,Cape Verde,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,-9999,-9999,100
136,CYM,Cayman Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
140,CAF,Central African Republic,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
148,TCD,Chad,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
152,CHL,Chile,-9999,-9999,-9999,-9999,-9999,25,-9999,-9999,-9999,-9999,17,-9999,-9999,-9999,-9999,78.32,86.72,87.1,87.3,87.7,-9999,-9999,-9999,-9999,74.02333333
156,CHN,China,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.8,24.3,27.5,32.5,-9999,60.31692515,-9999,-9999,-9999,67.51666667,-9999,-9999,-9999,38.8222653
170,COL,Colombia,28,-9999,-9999,-9999,-9999,-9999,6.781279847,-9999,-9999,-9999,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5
174,COM,Comoros,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
178,COG,Congo,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2
184,COK,Cook Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
188,CRI,Costa Rica,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,3.5,-9999,-9999,-9999,-9999,-9999,-9999,3.75
384,CIV,Cote d'Ivoire,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,5
191,HRV,Croatia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.8,-9999,-9999,-9999,14.6,28.2,28.4,28.1,27.3,-9999,-9999,61.11111111,-9999,-9999,28.07301587
192,CUB,Cuba,23.1,-9999,-9999,-9999,-9999,23.2,23.3,23.4,23.4,23.4,19,24,24,24,24,24,24,24,24,24,-9999,-9999,-9999,-9999,23.5
196,CYP,Cyprus,50,-9999,-9999,-9999,-9999,8,11,12,13,13,14,16,18,23,28,30,-9999,100,-9999,-9999,-9999,-9999,-9999,-9999,32.71428571
203,CZE,Czech Republic,79.1,79.7,79.7,80.2,84.1,85.2,87.1,88.1,89.6,90.2,91.6,92.6,94.5,95.4,95.6,96.28,94.6131,94.6251,94.4325,94.7157,94.6693,94.7825,-9999,-9999,94.48485
180,COD,Dem. Rep. Congo,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
208,DNK,Denmark,99.3,99.3,99.1,99.3,99.5,99.7,99.97,99.96,99.98,100,100,100,100,-9999,-9999,-9999,-9999,-9999,-9999,100,100,-9999,-9999,-9999,100
262,DJI,Djibouti,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
212,DMA,Dominica,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13
214,DOM,Dominican Republic,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,49,-9999,-9999,-9999,-9999,12,-9999,-9999,-9999,-9999,-9999,19.51219512,-9999,-9999,26.83739837
218,ECU,Ecuador,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10
818,EGY,Egypt,70,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,49.89919355,-9999,73.84615385,-9999,-9999,61.8726737
222,SLV,El Salvador,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
226,GNQ,Equatorial Guinea,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5
232,ERI,Eritrea,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
233,EST,Estonia,91,-9999,-9999,-9999,-9999,95,-9999,-9999,-9999,-9999,99,99,99,99,100,100,100,100,100,100,-9999,100,-9999,-9999,99.63636364
231,ETH,Ethiopia,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
234,FRO,Faeroe Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
238,FLK,Falkland Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
242,FJI,Fiji,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10
246,FIN,Finland,100,100,100,100,100,100,100,100,100,100,100,100,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,100,-9999,-9999,100
250,FRA,France,-9999,-9999,-9999,-9999,-9999,98,-9999,-9999,97.78,-9999,-9999,97.94,-9999,-9999,97.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,97.82
254,GUF,French Guiana,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,27.8,-9999,-9999,44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.9
258,PYF,French Polynesia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,GAB,Gabon,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,0
270,GMB,Gambia,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5
268,GEO,Georgia,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
276,DEU,Germany,-9999,95.4329,-9999,-9999,-9999,96.4409,-9999,-9999,97.3341,-9999,-9999,98.3,-9999,-9999,98.6,-9999,-9999,98.91,-9999,-9999,99.13,-9999,-9999,-9999,98.735
288,GHA,Ghana,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,80,-9999,-9999,-9999,-9999,33.87096774,-9999,0,37.95698925
292,GIB,Gibraltar,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
300,GRC,Greece,-9999,-9999,60.8,-9999,-9999,-9999,-9999,88.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,100,100,100,-9999,-9999,100
304,GRL,Greenland,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
308,GRD,Grenada,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312,GLP,Guadeloupe,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40.1,-9999,-9999,38.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,39.5
316,GUM,Guam,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
320,GTM,Guatemala,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9
324,GIN,Guinea,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,10,10,11,11,-9999,0,-9999,-9999,8.666666667
624,GNB,Guinea-Bissau,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
328,GUY,Guyana,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,0,0
332,HTI,Haiti,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0
336,VAT,Holy See,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
340,HND,Honduras,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,-9999,-9999,-9999,26
344,HKG,Hong Kong,95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,91.3,92.7,94.8,94.2,94.6,92.3,92.9,93.2,93.2,93.3,93.2,-9999,-9999,-9999,-9999,93.44
348,HUN,Hungary,77.5,-9999,81.3,77.6,77.4,76.3,76.9,77.5,77.9,79.5,95.0871,96.0288,95.9426,95.7857,95.9028,95.756,95.9162,96.6054,96.6851,96.7385,99.4266,99.6252,-9999,-9999,96.625
352,ISL,Iceland,12,12,12,12,14,14,14,14,18.4,26.4,43,43,61,61,61,68,-9999,-9999,67,-9999,-9999,-9999,-9999,-9999,57.71428571
356,IND,India,18.7122449,-9999,-9999,-9999,-9999,22.3818073,-9999,-9999,-9999,-9999,-9999,16.31,-9999,-9999,20,-9999,-9999,-9999,-9999,30.81246406,-9999,-9999,60,-9999,31.78061602
360,IDN,Indonesia,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
364,IRN,Iran,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.247251198,-9999,-9999,-9999,9.247251198
368,IRQ,Iraq,27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.7,-9999,-9999,-9999,-9999,30.6511421,-9999,-9999,-9999,28.17557105
372,IRL,Ireland,78,78,-9999,80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,77,-9999,-9999,-9999,-9999,-9999,97.5,-9999,98.12,-9999,-9999,-9999,-9999,90.87333333
833,IMN,Isle of Man,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
376,ISR,Israel,88.2,-9999,-9999,-9999,-9999,88.3,-9999,-9999,-9999,-9999,92.3,93,93.9,94.7,95.6,95.9,96.2,96.5,96.8,97,97.4,97.8,-9999,-9999,95.59166667
380,ITA,Italy,61,-9999,-9999,-9999,-9999,63,-9999,-9999,-9999,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,99.38869078,-9999,-9999,-9999,-9999,-9999,-9999,99.38869078
388,JAM,Jamaica,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40,-9999,-9999,-9999,40
392,JPN,Japan,100,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,-9999,100,100,100,100,100,100,100,100,100,100,100,100,-9999,-9999,100
400,JOR,Jordan,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.474576271,-9999,-9999,-9999,61,87.5,-9999,-9999,-9999,-9999,-9999,-9999,52.32485876
398,KAZ,Kazakhstan,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50
404,KEN,Kenya,4.9,-9999,-9999,-9999,-9999,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,10,0,-9999,5,21,-9999,-9999,6.390909091
296,KIR,Kiribati,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
414,KWT,Kuwait,43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,43
417,KGZ,Kyrgyzstan,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10
418,LAO,Laos,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
428,LVA,Latvia,91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65,70,66,66,65,65,-9999,-9999,-9999,-9999,-9999,-9999,66.16666667
422,LBN,Lebanon,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.36986301,-9999,-9999,-9999,-9999,-9999,26.36986301
426,LSO,Lesotho,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,5
430,LBR,Liberia,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,0
434,LBY,Libya,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.95209581,-9999,-9999,-9999,-9999,23.95209581
438,LIE,Liechtenstein,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
440,LTU,Lithuania,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57,59,-9999,69,69,69,70,71,-9999,-9999,-9999,-9999,66.28571429
442,LUX,Luxembourg,100,-9999,-9999,-9999,100,100,-9999,-9999,-9999,100,-9999,-9999,-9999,100,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,100
446,MAC,Macao,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
807,MKD,Macedonia,5,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,5,5,6,6,6,6,6.5,7,7,7,-9999,-9999,-9999,-9999,-9999,6.277777778
450,MDG,Madagascar,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,0,0,0,0,0,0,0,-9999,-9999,-9999,85,-9999,0,-9999,-9999,10.625
454,MWI,Malawi,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
458,MYS,Malaysia,16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16
462,MDV,Maldives,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,5
466,MLI,Mali,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
470,MLT,Malta,13,-9999,-9999,-9999,-9999,13,13,13,13,13,36,36,36,36,36,36,36,35,42,48,-9999,-9999,-9999,-9999,37.7
584,MHL,Marshall Islands,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,0
474,MTQ,Martinique,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44.3,-9999,-9999,48.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46.25
