rgn_id,rgn_name,sciname,iucn_sid,cat,cat_score,mean_cat,st_2016,n_spp,ico_trend,,rgn_id,sciname,cat,popn_trend
208,Singapore,Cheilinus undulatus,4592,EN,0.6,0.22857,0.77143,7,-0.02258,,208,Cheilinus undulatus,EN,decreasing
208,Singapore,Isurus oxyrinchus,39341,VU,0.4,0.22857,0.77143,7,-0.02258,,208,Isurus oxyrinchus,VU,decreasing
208,Singapore,Orcaella brevirostris,15419,VU,0.4,0.22857,0.77143,7,-0.02258,,208,Orcaella brevirostris,VU,decreasing
208,Singapore,Prionace glauca,39381,NT,0.2,0.22857,0.77143,7,-0.02258,,208,Prionace glauca,NT,unknown
208,Singapore,Steno bredanensis,20738,LC,0,0.22857,0.77143,7,-0.02258,,,,,
208,Singapore,Steno bredanensis,20738,LC,0,0.22857,0.77143,7,-0.02258,,,,,
208,Singapore,Steno bredanensis,20738,LC,0,0.22857,0.77143,7,-0.02258,,,,,
,,,,,,,,,,,,,,
210,Japan,Alopias vulpinus,39339,VU,0.4,0.36667,0.63333,30,0.0201,,210,Alopias vulpinus,VU,decreasing
210,Japan,Balaenoptera acutorostrata,2474,LC,0,0.36667,0.63333,30,0.0201,,210,Balaenoptera acutorostrata,LC,stable
210,Japan,Balaenoptera borealis,2475,EN,0.6,0.36667,0.63333,30,0.0201,,210,Balaenoptera borealis,EN,unknown
210,Japan,Balaenoptera musculus,2477,EN,0.6,0.36667,0.63333,30,0.0201,,210,Balaenoptera musculus,EN,increasing
210,Japan,Balaenoptera physalus,2478,EN,0.6,0.36667,0.63333,30,0.0201,,210,Balaenoptera physalus,EN,unknown
210,Japan,Carcharhinus melanopterus,39375,NT,0.2,0.36667,0.63333,30,0.0201,,210,Carcharhinus melanopterus,NT,decreasing
210,Japan,Carcharodon carcharias,3855,VU,0.4,0.36667,0.63333,30,0.0201,,210,Carcharodon carcharias,VU,unknown
210,Japan,Caretta caretta,3897,VU,0.4,0.36667,0.63333,30,0.0201,,210,Caretta caretta,EN,NA
210,Japan,Caretta caretta,83652278,LC,0,0.36667,0.63333,30,0.0201,,210,Cetorhinus maximus,VU,decreasing
210,Japan,Cetorhinus maximus,4292,VU,0.4,0.36667,0.63333,30,0.0201,,210,Cetorhinus maximus,VU,decreasing
210,Japan,Cetorhinus maximus,39545,EN,0.6,0.36667,0.63333,30,0.0201,,210,Cetorhinus maximus,EN,decreasing
210,Japan,Cheilinus undulatus,4592,EN,0.6,0.36667,0.63333,30,0.0201,,210,Cetorhinus maximus,EN,decreasing
210,Japan,Chelonia mydas,4615,EN,0.6,0.36667,0.63333,30,0.0201,,210,Cheilinus undulatus,EN,decreasing
210,Japan,Dermochelys coriacea,6494,VU,0.4,0.36667,0.63333,30,0.0201,,210,Chelonia mydas,EN,decreasing
210,Japan,Dermochelys coriacea,46967817,CR,0.8,0.36667,0.63333,30,0.0201,,210,Dermochelys coriacea,VU,decreasing
210,Japan,Eretmochelys imbricata,8005,CR,0.8,0.36667,0.63333,30,0.0201,,210,Dermochelys coriacea,VU,decreasing
210,Japan,Eschrichtius robustus,8097,LC,0,0.36667,0.63333,30,0.0201,,210,Dermochelys coriacea,CR,decreasing
210,Japan,Eschrichtius robustus,8099,CR,0.8,0.36667,0.63333,30,0.0201,,210,Dermochelys coriacea,CR,decreasing
210,Japan,Eubalaena japonica,41711,EN,0.6,0.36667,0.63333,30,0.0201,,210,Eretmochelys imbricata,CR,decreasing
210,Japan,Isurus oxyrinchus,39341,VU,0.4,0.36667,0.63333,30,0.0201,,210,Eschrichtius robustus,CR,increasing
210,Japan,Isurus oxyrinchus,161750,VU,0.4,0.36667,0.63333,30,0.0201,,210,Eubalaena japonica,EN,unknown
210,Japan,Isurus paucus,60225,VU,0.4,0.36667,0.63333,30,0.0201,,210,Isurus oxyrinchus,VU,decreasing
210,Japan,Lepidochelys olivacea,11534,VU,0.4,0.36667,0.63333,30,0.0201,,210,Isurus oxyrinchus,VU,decreasing
210,Japan,Megachasma pelagios,39338,LC,0,0.36667,0.63333,30,0.0201,,210,Isurus oxyrinchus,VU,decreasing
210,Japan,Megaptera novaeangliae,13006,LC,0,0.36667,0.63333,30,0.0201,,210,Isurus oxyrinchus,VU,decreasing
210,Japan,Prionace glauca,39381,NT,0.2,0.36667,0.63333,30,0.0201,,210,Isurus paucus,VU,decreasing
210,Japan,Rhincodon typus,19488,VU,0.4,0.36667,0.63333,30,0.0201,,210,Lepidochelys olivacea,VU,decreasing
210,Japan,Steno bredanensis,20738,LC,0,0.36667,0.63333,30,0.0201,,210,Megaptera novaeangliae,LC,increasing
210,Japan,Steno bredanensis,20738,LC,0,0.36667,0.63333,30,0.0201,,210,Prionace glauca,NT,unknown
210,Japan,Steno bredanensis,20738,LC,0,0.36667,0.63333,30,0.0201,,210,Rhincodon typus,VU,decreasing
