record_id,year,Site_Name,Total
895,2009,Jenny Island,52
896,2009,John Beach,88
897,2009,Jougla Point,11221
898,2009,Jubany,0
899,2009,King Sejong Station,204
900,2009,Kinnes Cove/Madder Cliffs,105
901,2009,Lavoisier,28
902,2009,Leith Cove,55
903,2009,Lemaire Channel,34236
904,2009,Lemaire Island,34
905,2009,Liard Island,20
906,2009,Lindblad Cove,133
907,2009,Lister Cove,16
908,2009,Livingston Island,102
909,2009,"Marguerite Bay, The Gullet",1011
910,2009,"Maxwell Bay, King George",1154
911,2009,McFarlane Strait,334
912,2009,McMurdo Ice Channel,134
913,2009,McMurdo Station,764
914,2009,Melchior Islands,4095
915,2009,Mertz Glacier Tongue,1096
916,2009,Mikkelsen Harbor,3560
917,2009,Monroe Island,519
918,2009,Mount Demaria,9
919,2009,Mount Double,350
920,2009,Mount Mill,9
921,2009,Mount Scott,3
922,2009,Murray Island,13
923,2009,Mutton Cove,219
924,2009,Neko Harbor,25339
925,2009,Neptunes Bellows,465
926,2009,Neumayer Channel,30459
927,2009,Neumayer Station,303
928,2009,Orcadas,3373
929,2009,Orne Harbor,1712
930,2009,Orne Islands,916
931,2009,Palmer Station,2694
932,2009,Paradise Bay,19585
933,2009,Patriot Hills,1773
934,2009,Paulet Island,13846
935,2009,Peltier Channel,341
936,2009,Pendulum Cove,3120
937,2009,Penguin Island,2719
938,2009,Petermann Island,12815
939,2009,Petrel Cove,98
940,2009,Pitt Islands,148
941,2009,Plata Passage,8
942,2009,Pl_neau Island,12263
943,2009,Point Wild,5175
944,2009,Port Charcot,1950
945,2009,Port Foster,721
946,2009,Port Martin,308
947,2009,Portal Point,2536
948,2009,Possession Island,192
949,2009,Prospect Point,842
950,2009,Robert Point,493
951,2009,Ronge Island Other,381
952,2009,Ronge Island/Georges Point,348
953,2009,Ross Ice Shelf,302
954,2009,Ross Sea,105
955,2009,Rothera Station,425
956,2009,San Martin Station,59
957,2009,Scott Base,97
958,2009,Seymour Island,52
959,2009,Shingle Cove,754
960,2009,Signy Island Station,156
961,2009,Skontorp Cove,5838
962,2009,Snow Hill - Nordenskjolds Hut,1603
963,2009,Snow Hill Emperor Rookery,2002
964,2009,Snow Hill Island,457
965,2009,Spigot Peak,463
966,2009,Stonington Island,1888
967,2009,Taylor Valley/Canada Glacier,356
968,2009,Telefon Bay,4704
969,2009,Terra Nova Bay,10
970,2009,Terra Nova Station,192
971,2009,The Gullet,540
972,2009,Torgersen Island,255
973,2009,Trinity Island Other,549
974,2009,Trinity Island-Mikkelsen Hrbr,197
975,2009,Turret Point,332
976,2009,Two Hummock Island,12
977,2009,Unknown Name,603
978,2009,Useful Island,2411
979,2009,Vega Island/Herbert Sound,103
980,2009,Vernadsky Station,11828
981,2009,View Point,48
982,2009,Vortex Island,6
983,2009,Waddington Bay,130
984,2009,Walker Bay (by Hannah Point),618
985,2009,Waterboat Point/Gonzalez Videla Station,8635
986,2009,Wauwermans Islands,31
987,2009,Weddell Sea,2001
988,2009,Whalers Bay,18574
989,2009,Wilhelmina Bay,5455
990,2009,Winter Island,369
991,2009,Yalour Islands,2742
992,2009,Yankee Harbor,2992
993,2009,ZigZag Island,201
994,2008,Admiralty Bay,15788
995,2008,Aitcho - Barrientos Island,9850
996,2008,Aitcho - Other,657
997,2008,Almirante Brown,21358
998,2008,Amanda Bay,198
999,2008,Andvord Bay,7664
1000,2008,Antarctic Sound,17989
1001,2008,Arctowski Station,12255
1002,2008,Ardley Island,293
1003,2008,Argentine Islands/Wordie Hut,2617
1004,2008,Arturo Prat Station,147
1005,2008,"Astrolabe Glacier Area, or Vicinity",103
1006,2008,Astrolabe Island,731
1007,2008,Auguste Island,3
1008,2008,Auster Rookery,204
1009,2008,Baily Head,2818
1010,2008,Beascochea Bay,51
1011,2008,Bellingshausen Station,3882
1012,2008,Beneden Head,3
1013,2008,Blaiklock Island,13
1014,2008,Bob Island,4
1015,2008,Bongrain Point,242
1016,2008,Booth Island,1842
1017,2008,Brabant Island,166
1018,2008,Bransfield Strait,2396
1019,2008,Brown Bluff,9121
1020,2008,Camp Point,243
1021,2008,Cape Adare,492
1022,2008,Cape Bird,49
1023,2008,Cape Denison,420
1024,2008,Cape Evans,171
1025,2008,Cape Jules,726
1026,2008,Cape Lookout,471
1027,2008,Cape Renard,45
1028,2008,Cape Royds,296
1029,2008,Cape Tuxen,14
1030,2008,Christiania Islands,6
1031,2008,Cierva Cove,2478
1032,2008,Clear Island,4
1033,2008,Cobalescou Island,7
1034,2008,Cockburn Island,536
1035,2008,Commonwealth Bay,213
1036,2008,Coronation Island,204
1037,2008,Crystal Sound,733
1038,2008,Cuverville Island,33009
1039,2008,Dallmann Bay,13754
1040,2008,Damoy Point/Dorian Bay,2267
1041,2008,Danco Island,7164
1042,2008,Davis Islands,7
1043,2008,Davis Station,228
1044,2008,Decepcion Base Research Station,10
1045,2008,Deception Island,25846
1046,2008,Desolation Island,55
1047,2008,Detaille Island,2251
1048,2008,Devil Island,1307
1049,2008,Dobrowolski Island,15
1050,2008,Doumer Island,49
1051,2008,Duchaylard Islands,92
1052,2008,Dumont D'Urville Station,594
1053,2008,D'Urville Monument,565
1054,2008,Duthiers Point,882
1055,2008,Elephant Island,17675
1056,2008,English Strait,102
1057,2008,Enterprise Island,4161
1058,2008,Erebus and Terror Gulf,258
1059,2008,Errera Channel,7569
1060,2008,Esperanza Station,4874
1061,2008,False Bay,80
1062,2008,Ferguson Channel,110
1063,2008,Ferraz Station,2239
1064,2008,Fish Islands,3739
1065,2008,Flanders Bay,1232
1066,2008,Fort Point,168
1067,2008,Foyn Harbour,1686
1068,2008,Franklin Island,56
1069,2008,Frei Station,2890
1070,2008,French Passage,1240
1071,2008,Fridtjof Sound,260
1072,2008,Fumarole Bay,262
1073,2008,Gabriel de Castilla Station,84
1074,2008,Gand Island,122
1075,2008,Gaston Islands,3
1076,2008,Georges Point,175
1077,2008,Gerlache Strait,14194
1078,2008,Gibbs Island,2930
1079,2008,Girard Bay,26
1080,2008,Goudier Island,22512
1081,2008,Gourdin Island,750
1082,2008,Graham Passage,441
1083,2008,Great Wall Station,139
1084,2008,Greenwich Island,807
1085,2008,Half Moon Island,24179
1086,2008,Hannah Point,2817
1087,2008,Hanusse Bay,1124
1088,2008,Harry Island,4
1089,2008,Hope Bay,5024
1090,2008,Horseshoe Island,887
1091,2008,Hovgaard Island,551
1092,2008,Hunt Island,1160
1093,2008,Hydrurga Rocks,823
1094,2008,Iceberg Point,5
1095,2008,Intercurrence Island,1160
1096,2008,Jabet Peak,35
1097,2008,Jenny Island,518
1098,2008,Jougla Point,13788
1099,2008,Jubany,264
1100,2008,Kinnes Cove/Madder Cliffs,803
1101,2008,Laurie Island,198
1102,2008,Leith Cove,307
1103,2008,Lemaire Channel,29107
1104,2008,Livingston Island,165
1105,2008,Louise Island,131
1106,2008,"Marguerite Bay, The Gullet",136
1107,2008,"Maxwell Bay, King George",1649
1108,2008,McFarlane Strait,422
1109,2008,McMurdo Ice Channel,91
1110,2008,McMurdo Station,266
1111,2008,Melchior Islands,7227
1112,2008,Mertz Glacier Tongue,421
1113,2008,Mikkelsen Harbor,2498
1114,2008,Monroe Island,240
1115,2008,Moreno Rock,2
1116,2008,Mount Banck,7
1117,2008,Mount Demaria,30
1118,2008,Mount Mill,37
1119,2008,Mount Scott,25
1120,2008,Moureaux Islands,4
1121,2008,Murray Island,108
1122,2008,Murray Monolith,138
1123,2008,Mutton Cove,55
1124,2008,Neko Harbor,23676
1125,2008,Neptunes Bellows,1008
1126,2008,Neumayer Channel,27111
1127,2008,Neyt Point,8
1128,2008,Orcadas,1121
1129,2008,Orne Harbor,3359
1130,2008,Orne Islands,1668
1131,2008,Palmer Station,3219
1132,2008,Paradise Bay,21299
1133,2008,Patriot Hills,1593
1134,2008,Paulet Island,6732
1135,2008,Peltier Channel,392
1136,2008,Pendulum Cove,2279
1137,2008,Penguin Island,3459
1138,2008,Penguin Point,201
1139,2008,Penola Strait,14
1140,2008,Petermann Island,19305
1141,2008,Petrel Cove,161
1142,2008,Pitt Islands,10
1143,2008,Plata Passage,79
1144,2008,Pl_neau Island,10369
1145,2008,Point Wild,4647
1146,2008,Port Charcot,1706
1147,2008,Port Foster,1464
1148,2008,Portal Point,1793
1149,2008,President Head,321
1150,2008,Prospect Point,1212
1151,2008,Robert Point,516
1152,2008,Ronge Island Other,20
1153,2008,Ronge Island/Georges Point,346
1154,2008,Rosamel Island,85
1155,2008,Ross Ice Shelf,56
1156,2008,Rothera Station,229
1157,2008,San Martin Station,322
1158,2008,Scott Base,246
1159,2008,Seymour Island,428
1160,2008,Shingle Cove,216
1161,2008,Signy Island Station,336
1162,2008,Skontorp Cove,6825
1163,2008,Snow Hill - Nordenskjolds Hut,428
1164,2008,Snow Hill Emperor Rookery,1906
1165,2008,Snow Hill Island,432
1166,2008,Sophie Rocks,5
1167,2008,South Bay,249
1168,2008,Spigot Peak,264
1169,2008,Stonington Island,1033
1170,2008,Taylor Valley/Canada Glacier,351
1171,2008,Telefon Bay,5238
1172,2008,Terra Nova Bay,111
1173,2008,Terra Nova Station,113
1174,2008,The Gullet,174
1175,2008,Torgersen Island,976
1176,2008,Trinity Island Other,455
1177,2008,Trinity Island-Mikkelsen Hrbr,49
1178,2008,Truant Island,4
1179,2008,Turret Point,1478
1180,2008,Two Hummock Island,14
1181,2008,Useful Island,1646
1182,2008,Vega Island/Herbert Sound,53
1183,2008,Vernadsky Station,13603
1184,2008,Vortex Island,404
1185,2008,Waddington Bay,913
1186,2008,Walker Bay (by Hannah Point),486
1187,2008,Waterboat Point/Gonzalez Videla Station,11343
1188,2008,Wauwermans Islands,78
1189,2008,Weddell Sea,833
1190,2008,Whalers Bay,21562
1191,2008,Wilhelmina Bay,5542
1192,2008,Winter Island,625
1193,2008,Wylie Bay,8
1194,2008,Yalour Islands,3055
1195,2008,Yankee Harbor,4957
