"country","commodity","year","value","category"
"French Polynesia","Natural sponges raw","1976",,"spg"
"Gambia","Natural sponges nei","1976",,"spg"
"Germany","Natural sponges other than raw","1976",,"spg"
"Germany","Natural sponges raw","1976",82,"spg"
"Ghana","Natural sponges nei","1976",,"spg"
"Greece","Natural sponges other than raw","1976",,"spg"
"Greece","Natural sponges raw","1976",2885,"spg"
"Guatemala","Natural sponges raw","1976",,"spg"
"Guyana","Natural sponges nei","1976",,"spg"
"Haiti","Natural sponges raw","1976",,"spg"
"Honduras","Natural sponges raw","1976",,"spg"
"Hungary","Natural sponges nei","1976",,"spg"
"Hungary","Natural sponges other than raw","1976",,"spg"
"Hungary","Natural sponges raw","1976",,"spg"
"Iceland","Natural sponges nei","1976",,"spg"
"India","Natural sponges nei","1976",,"spg"
"Indonesia","Natural sponges raw","1976",,"spg"
"Iran (Islamic Rep. of)","Natural sponges raw","1976",,"spg"
"Iraq","Natural sponges other than raw","1976",,"spg"
"Ireland","Natural sponges other than raw","1976",,"spg"
"Ireland","Natural sponges raw","1976",3,"spg"
"Italy","Natural sponges other than raw","1976",,"spg"
"Italy","Natural sponges raw","1976",268,"spg"
"Jamaica","Natural sponges raw","1976",,"spg"
"Japan","Natural sponges raw","1976",102,"spg"
"Kenya","Natural sponges nei","1976",,"spg"
"Korea, Republic of","Natural sponges raw","1976",,"spg"
"Kuwait","Natural sponges raw","1976",,"spg"
"Latvia","Natural sponges nei","1976",,"spg"
"Latvia","Natural sponges other than raw","1976",,"spg"
"Latvia","Natural sponges raw","1976",,"spg"
"Lebanon","Natural sponges nei","1976",,"spg"
"Lesotho","Natural sponges nei","1976",,"spg"
"Libya","Natural sponges nei","1976",,"spg"
"Libya","Natural sponges other than raw","1976",,"spg"
"Libya","Natural sponges raw","1976",,"spg"
"Lithuania","Natural sponges other than raw","1976",,"spg"
"Lithuania","Natural sponges raw","1976",,"spg"
"Luxembourg","Natural sponges other than raw","1976",,"spg"
"Luxembourg","Natural sponges raw","1976",,"spg"
"Macedonia, Fmr Yug Rp of","Natural sponges nei","1976",,"spg"
"Madagascar","Natural sponges nei","1976",,"spg"
"Madagascar","Natural sponges raw","1976",,"spg"
"Malawi","Natural sponges nei","1976",,"spg"
"Malaysia","Natural sponges nei","1976",,"spg"
"Martinique","Natural sponges raw","1976",,"spg"
"Mauritius","Natural sponges nei","1976",,"spg"
"Mexico","Natural sponges nei","1976",,"spg"
"Mexico","Natural sponges raw","1976",,"spg"
"Morocco","Natural sponges raw","1976",,"spg"
"Namibia","Natural sponges nei","1976",,"spg"
"Netherlands","Natural sponges other than raw","1976",,"spg"
"Netherlands","Natural sponges raw","1976",20,"spg"
"Netherlands Antilles","Natural sponges nei","1976",,"spg"
"New Caledonia","Natural sponges nei","1976",,"spg"
"New Zealand","Natural sponges raw","1976",,"spg"
"Nigeria","Natural sponges nei","1976",,"spg"
"Nigeria","Natural sponges raw","1976",,"spg"
"Norway","Natural sponges raw","1976",,"spg"
"Oman","Natural sponges nei","1976",,"spg"
"Pakistan","Natural sponges nei","1976",,"spg"
"Papua New Guinea","Natural sponges raw","1976",,"spg"
"Peru","Natural sponges raw","1976",,"spg"
"Philippines","Natural sponges raw","1976",,"spg"
"Poland","Natural sponges other than raw","1976",,"spg"
"Portugal","Natural sponges other than raw","1976",,"spg"
"Portugal","Natural sponges raw","1976",,"spg"
"Romania","Natural sponges raw","1976",,"spg"
"Russian Federation","Natural sponges raw","1976",,"spg"
"Saudi Arabia","Natural sponges nei","1976",,"spg"
"Saudi Arabia","Natural sponges other than raw","1976",,"spg"
"Serbia","Natural sponges nei","1976",,"spg"
"Serbia and Montenegro","Natural sponges nei","1976",,"spg"
"Serbia and Montenegro","Natural sponges raw","1976",,"spg"
"Singapore","Natural sponges raw","1976",,"spg"
"Slovakia","Natural sponges nei","1976",,"spg"
"Slovakia","Natural sponges other than raw","1976",,"spg"
"Slovakia","Natural sponges raw","1976",,"spg"
"Slovenia","Natural sponges nei","1976",,"spg"
"Slovenia","Natural sponges other than raw","1976",,"spg"
"South Africa","Natural sponges raw","1976",,"spg"
"Spain","Natural sponges other than raw","1976",,"spg"
"Spain","Natural sponges raw","1976",,"spg"
"Sudan (former)","Natural sponges nei","1976",,"spg"
"Swaziland","Natural sponges nei","1976",,"spg"
"Sweden","Natural sponges nei","1976",,"spg"
"Sweden","Natural sponges other than raw","1976",,"spg"
"Sweden","Natural sponges raw","1976",,"spg"
"Switzerland","Natural sponges raw","1976",,"spg"
"Syrian Arab Republic","Natural sponges nei","1976",,"spg"
"Syrian Arab Republic","Natural sponges other than raw","1976",,"spg"
"Syrian Arab Republic","Natural sponges raw","1976",,"spg"
"Taiwan Province of China","Natural sponges raw","1976",,"spg"
"Tanzania, United Rep. of","Natural sponges nei","1976",,"spg"
"Thailand","Natural sponges raw","1976",,"spg"
"Trinidad and Tobago","Natural sponges nei","1976",,"spg"
"Tunisia","Natural sponges raw","1976",,"spg"
"Turkey","Natural sponges nei","1976",,"spg"
"Turkey","Natural sponges other than raw","1976",,"spg"
"Turkey","Natural sponges raw","1976",637,"spg"
"Turks and Caicos Is.","Natural sponges nei","1976",,"spg"
"Turks and Caicos Is.","Natural sponges raw","1976",,"spg"
"Uganda","Natural sponges nei","1976",,"spg"
"Ukraine","Natural sponges nei","1976",,"spg"
"United Arab Emirates","Natural sponges nei","1976",,"spg"
"United Kingdom","Natural sponges other than raw","1976",,"spg"
"United Kingdom","Natural sponges raw","1976",57,"spg"
"United States of America","Natural sponges raw","1976",,"spg"
"Venezuela, Boliv Rep of","Natural sponges raw","1976",,"spg"
"Zambia","Natural sponges nei","1976",,"spg"
"Argentina","Natural sponges nei","1977",,"spg"
"Australia","Natural sponges raw","1977",,"spg"
"Austria","Natural sponges other than raw","1977",,"spg"
"Austria","Natural sponges raw","1977",,"spg"
"Bahamas","Natural sponges nei","1977",,"spg"
"Belarus","Natural sponges other than raw","1977",,"spg"
"Belgium","Natural sponges other than raw","1977",,"spg"
"Belgium","Natural sponges raw","1977",2,"spg"
"Bermuda","Natural sponges raw","1977",,"spg"
"Botswana","Natural sponges raw","1977",,"spg"
"Brazil","Natural sponges raw","1977",,"spg"
"Bulgaria","Natural sponges nei","1977",,"spg"
"Bulgaria","Natural sponges other than raw","1977",,"spg"
"Bulgaria","Natural sponges raw","1977",,"spg"
"Canada","Natural sponges raw","1977",,"spg"
"Chile","Natural sponges raw","1977",,"spg"
"China","Natural sponges raw","1977",,"spg"
"China, Hong Kong SAR","Natural sponges nei","1977",,"spg"
"Colombia","Natural sponges nei","1977",,"spg"
"Colombia","Natural sponges raw","1977",,"spg"
"Croatia","Natural sponges nei","1977",,"spg"
"Croatia","Natural sponges other than raw","1977",,"spg"
"Croatia","Natural sponges raw","1977",,"spg"
"Cuba","Natural sponges nei","1977",,"spg"
"Cuba","Natural sponges raw","1977",,"spg"
"Cyprus","Natural sponges other than raw","1977",,"spg"
"Cyprus","Natural sponges raw","1977",,"spg"
"Czech Republic","Natural sponges nei","1977",,"spg"
"Czech Republic","Natural sponges other than raw","1977",,"spg"
"Czech Republic","Natural sponges raw","1977",,"spg"
"Côte d'Ivoire","Natural sponges nei","1977",,"spg"
"Denmark","Natural sponges other than raw","1977",,"spg"
"Denmark","Natural sponges raw","1977",2,"spg"
"Dominican Republic","Natural sponges nei","1977",,"spg"
"Ecuador","Natural sponges nei","1977",,"spg"
"Egypt","Natural sponges raw","1977",,"spg"
"El Salvador","Natural sponges raw","1977",,"spg"
"Estonia","Natural sponges nei","1977",,"spg"
"Estonia","Natural sponges other than raw","1977",,"spg"
"Ethiopia","Natural sponges nei","1977",,"spg"
"Fiji, Republic of","Natural sponges nei","1977",,"spg"
"Fiji, Republic of","Natural sponges raw","1977",,"spg"
"Finland","Natural sponges other than raw","1977",,"spg"
"France","Natural sponges other than raw","1977",,"spg"
"France","Natural sponges raw","1977",1348,"spg"
"French Polynesia","Natural sponges raw","1977",,"spg"
"Gambia","Natural sponges nei","1977",,"spg"
"Germany","Natural sponges other than raw","1977",,"spg"
"Germany","Natural sponges raw","1977",127,"spg"
"Ghana","Natural sponges nei","1977",,"spg"
"Greece","Natural sponges other than raw","1977",,"spg"
"Greece","Natural sponges raw","1977",2970,"spg"
"Guatemala","Natural sponges raw","1977",,"spg"
"Guyana","Natural sponges nei","1977",,"spg"
"Haiti","Natural sponges raw","1977",,"spg"
"Honduras","Natural sponges raw","1977",,"spg"
"Hungary","Natural sponges nei","1977",,"spg"
"Hungary","Natural sponges other than raw","1977",,"spg"
"Hungary","Natural sponges raw","1977",,"spg"
"Iceland","Natural sponges nei","1977",,"spg"
"India","Natural sponges nei","1977",,"spg"
"Indonesia","Natural sponges raw","1977",,"spg"
"Iran (Islamic Rep. of)","Natural sponges raw","1977",,"spg"
"Iraq","Natural sponges other than raw","1977",,"spg"
"Ireland","Natural sponges other than raw","1977",,"spg"
"Ireland","Natural sponges raw","1977",,"spg"
"Italy","Natural sponges other than raw","1977",,"spg"
"Italy","Natural sponges raw","1977",297,"spg"
"Jamaica","Natural sponges raw","1977",,"spg"
"Japan","Natural sponges raw","1977",74,"spg"
"Kenya","Natural sponges nei","1977",,"spg"
"Korea, Republic of","Natural sponges raw","1977",,"spg"
"Kuwait","Natural sponges raw","1977",,"spg"
"Latvia","Natural sponges nei","1977",,"spg"
"Latvia","Natural sponges other than raw","1977",,"spg"
"Latvia","Natural sponges raw","1977",,"spg"
"Lebanon","Natural sponges nei","1977",,"spg"
"Lesotho","Natural sponges nei","1977",,"spg"
"Libya","Natural sponges nei","1977",,"spg"
"Libya","Natural sponges other than raw","1977",,"spg"
"Libya","Natural sponges raw","1977",,"spg"
"Lithuania","Natural sponges other than raw","1977",,"spg"
"Lithuania","Natural sponges raw","1977",,"spg"
"Luxembourg","Natural sponges other than raw","1977",,"spg"
"Luxembourg","Natural sponges raw","1977",,"spg"
"Macedonia, Fmr Yug Rp of","Natural sponges nei","1977",,"spg"
"Madagascar","Natural sponges nei","1977",,"spg"
"Madagascar","Natural sponges raw","1977",,"spg"
"Malawi","Natural sponges nei","1977",,"spg"
"Malaysia","Natural sponges nei","1977",,"spg"
"Martinique","Natural sponges raw","1977",,"spg"
"Mauritius","Natural sponges nei","1977",,"spg"
"Mexico","Natural sponges nei","1977",,"spg"
"Mexico","Natural sponges raw","1977",,"spg"
"Morocco","Natural sponges raw","1977",,"spg"
"Namibia","Natural sponges nei","1977",,"spg"
"Netherlands","Natural sponges other than raw","1977",,"spg"
"Netherlands","Natural sponges raw","1977",6,"spg"
"Netherlands Antilles","Natural sponges nei","1977",,"spg"
"New Caledonia","Natural sponges nei","1977",,"spg"
"New Zealand","Natural sponges raw","1977",,"spg"
"Nigeria","Natural sponges nei","1977",,"spg"
"Nigeria","Natural sponges raw","1977",,"spg"
"Norway","Natural sponges raw","1977",,"spg"
"Oman","Natural sponges nei","1977",,"spg"
"Pakistan","Natural sponges nei","1977",,"spg"
"Papua New Guinea","Natural sponges raw","1977",,"spg"
"Peru","Natural sponges raw","1977",,"spg"
"Philippines","Natural sponges raw","1977",,"spg"
"Poland","Natural sponges other than raw","1977",,"spg"
"Portugal","Natural sponges other than raw","1977",,"spg"
"Portugal","Natural sponges raw","1977",0.1,"spg"
"Romania","Natural sponges raw","1977",,"spg"
"Russian Federation","Natural sponges raw","1977",,"spg"
"Saudi Arabia","Natural sponges nei","1977",,"spg"
"Saudi Arabia","Natural sponges other than raw","1977",,"spg"
"Serbia","Natural sponges nei","1977",,"spg"
"Serbia and Montenegro","Natural sponges nei","1977",,"spg"
"Serbia and Montenegro","Natural sponges raw","1977",,"spg"
"Singapore","Natural sponges raw","1977",,"spg"
"Slovakia","Natural sponges nei","1977",,"spg"
"Slovakia","Natural sponges other than raw","1977",,"spg"
"Slovakia","Natural sponges raw","1977",,"spg"
"Slovenia","Natural sponges nei","1977",,"spg"
"Slovenia","Natural sponges other than raw","1977",,"spg"
"South Africa","Natural sponges raw","1977",,"spg"
"Spain","Natural sponges other than raw","1977",,"spg"
"Spain","Natural sponges raw","1977",,"spg"
"Sudan (former)","Natural sponges nei","1977",,"spg"
"Swaziland","Natural sponges nei","1977",,"spg"
"Sweden","Natural sponges nei","1977",,"spg"
"Sweden","Natural sponges other than raw","1977",,"spg"
"Sweden","Natural sponges raw","1977",,"spg"
"Switzerland","Natural sponges raw","1977",,"spg"
"Syrian Arab Republic","Natural sponges nei","1977",,"spg"
"Syrian Arab Republic","Natural sponges other than raw","1977",,"spg"
"Syrian Arab Republic","Natural sponges raw","1977",,"spg"
"Taiwan Province of China","Natural sponges raw","1977",,"spg"
"Tanzania, United Rep. of","Natural sponges nei","1977",,"spg"
"Thailand","Natural sponges raw","1977",,"spg"
"Trinidad and Tobago","Natural sponges nei","1977",,"spg"
"Tunisia","Natural sponges raw","1977",,"spg"
"Turkey","Natural sponges nei","1977",,"spg"
"Turkey","Natural sponges other than raw","1977",,"spg"
"Turkey","Natural sponges raw","1977",330,"spg"
"Turks and Caicos Is.","Natural sponges nei","1977",,"spg"
"Turks and Caicos Is.","Natural sponges raw","1977",,"spg"
"Uganda","Natural sponges nei","1977",,"spg"
"Ukraine","Natural sponges nei","1977",,"spg"
"United Arab Emirates","Natural sponges nei","1977",,"spg"
"United Kingdom","Natural sponges other than raw","1977",,"spg"
"United Kingdom","Natural sponges raw","1977",62,"spg"
"United States of America","Natural sponges raw","1977",,"spg"
"Venezuela, Boliv Rep of","Natural sponges raw","1977",,"spg"
"Zambia","Natural sponges nei","1977",,"spg"
"Argentina","Natural sponges nei","1978",,"spg"
"Australia","Natural sponges raw","1978",,"spg"
"Austria","Natural sponges other than raw","1978",,"spg"
"Austria","Natural sponges raw","1978",,"spg"
"Bahamas","Natural sponges nei","1978",,"spg"
"Belarus","Natural sponges other than raw","1978",,"spg"
"Belgium","Natural sponges other than raw","1978",,"spg"
"Belgium","Natural sponges raw","1978",2,"spg"
"Bermuda","Natural sponges raw","1978",,"spg"
"Botswana","Natural sponges raw","1978",,"spg"
"Brazil","Natural sponges raw","1978",,"spg"
"Bulgaria","Natural sponges nei","1978",,"spg"
"Bulgaria","Natural sponges other than raw","1978",,"spg"
"Bulgaria","Natural sponges raw","1978",,"spg"
"Canada","Natural sponges raw","1978",,"spg"
"Chile","Natural sponges raw","1978",,"spg"
"China","Natural sponges raw","1978",,"spg"
"China, Hong Kong SAR","Natural sponges nei","1978",,"spg"
"Colombia","Natural sponges nei","1978",,"spg"
"Colombia","Natural sponges raw","1978",,"spg"
"Croatia","Natural sponges nei","1978",,"spg"
"Croatia","Natural sponges other than raw","1978",,"spg"
"Croatia","Natural sponges raw","1978",,"spg"
"Cuba","Natural sponges nei","1978",,"spg"
"Cuba","Natural sponges raw","1978",,"spg"
"Cyprus","Natural sponges other than raw","1978",,"spg"
"Cyprus","Natural sponges raw","1978",,"spg"
"Czech Republic","Natural sponges nei","1978",,"spg"
"Czech Republic","Natural sponges other than raw","1978",,"spg"
"Czech Republic","Natural sponges raw","1978",,"spg"
"Côte d'Ivoire","Natural sponges nei","1978",,"spg"
"Denmark","Natural sponges other than raw","1978",,"spg"
"Denmark","Natural sponges raw","1978",2,"spg"
"Dominican Republic","Natural sponges nei","1978",,"spg"
"Ecuador","Natural sponges nei","1978",,"spg"
"Egypt","Natural sponges raw","1978",,"spg"
"El Salvador","Natural sponges raw","1978",,"spg"
"Estonia","Natural sponges nei","1978",,"spg"
"Estonia","Natural sponges other than raw","1978",,"spg"
"Ethiopia","Natural sponges nei","1978",,"spg"
"Fiji, Republic of","Natural sponges nei","1978",,"spg"
"Fiji, Republic of","Natural sponges raw","1978",,"spg"
"Finland","Natural sponges other than raw","1978",,"spg"
"France","Natural sponges other than raw","1978",,"spg"
"France","Natural sponges raw","1978",1385,"spg"
"French Polynesia","Natural sponges raw","1978",,"spg"
"Gambia","Natural sponges nei","1978",,"spg"
"Germany","Natural sponges other than raw","1978",,"spg"
"Germany","Natural sponges raw","1978",144,"spg"
"Ghana","Natural sponges nei","1978",,"spg"
"Greece","Natural sponges other than raw","1978",,"spg"
"Greece","Natural sponges raw","1978",3563,"spg"
"Guatemala","Natural sponges raw","1978",,"spg"
"Guyana","Natural sponges nei","1978",,"spg"
"Haiti","Natural sponges raw","1978",,"spg"
"Honduras","Natural sponges raw","1978",,"spg"
"Hungary","Natural sponges nei","1978",,"spg"
"Hungary","Natural sponges other than raw","1978",,"spg"
"Hungary","Natural sponges raw","1978",,"spg"
"Iceland","Natural sponges nei","1978",,"spg"
"India","Natural sponges nei","1978",,"spg"
"Indonesia","Natural sponges raw","1978",,"spg"
"Iran (Islamic Rep. of)","Natural sponges raw","1978",,"spg"
"Iraq","Natural sponges other than raw","1978",,"spg"
"Ireland","Natural sponges other than raw","1978",,"spg"
"Ireland","Natural sponges raw","1978",,"spg"
"Italy","Natural sponges other than raw","1978",,"spg"
"Italy","Natural sponges raw","1978",248,"spg"
"Jamaica","Natural sponges raw","1978",,"spg"
"Japan","Natural sponges raw","1978",93,"spg"
"Kenya","Natural sponges nei","1978",,"spg"
"Korea, Republic of","Natural sponges raw","1978",,"spg"
"Kuwait","Natural sponges raw","1978",,"spg"
"Latvia","Natural sponges nei","1978",,"spg"
"Latvia","Natural sponges other than raw","1978",,"spg"
"Latvia","Natural sponges raw","1978",,"spg"
"Lebanon","Natural sponges nei","1978",,"spg"
"Lesotho","Natural sponges nei","1978",,"spg"
"Libya","Natural sponges nei","1978",,"spg"
"Libya","Natural sponges other than raw","1978",,"spg"
"Libya","Natural sponges raw","1978",,"spg"
"Lithuania","Natural sponges other than raw","1978",,"spg"
"Lithuania","Natural sponges raw","1978",,"spg"
"Luxembourg","Natural sponges other than raw","1978",,"spg"
"Luxembourg","Natural sponges raw","1978",,"spg"
"Macedonia, Fmr Yug Rp of","Natural sponges nei","1978",,"spg"
"Madagascar","Natural sponges nei","1978",,"spg"
"Madagascar","Natural sponges raw","1978",,"spg"
"Malawi","Natural sponges nei","1978",,"spg"
"Malaysia","Natural sponges nei","1978",,"spg"
"Martinique","Natural sponges raw","1978",,"spg"
"Mauritius","Natural sponges nei","1978",,"spg"
"Mexico","Natural sponges nei","1978",,"spg"
"Mexico","Natural sponges raw","1978",,"spg"
"Morocco","Natural sponges raw","1978",,"spg"
"Namibia","Natural sponges nei","1978",,"spg"
"Netherlands","Natural sponges other than raw","1978",,"spg"
"Netherlands","Natural sponges raw","1978",1,"spg"
"Netherlands Antilles","Natural sponges nei","1978",,"spg"
"New Caledonia","Natural sponges nei","1978",,"spg"
"New Zealand","Natural sponges raw","1978",,"spg"
"Nigeria","Natural sponges nei","1978",,"spg"
"Nigeria","Natural sponges raw","1978",,"spg"
"Norway","Natural sponges raw","1978",,"spg"
"Oman","Natural sponges nei","1978",,"spg"
"Pakistan","Natural sponges nei","1978",,"spg"
"Papua New Guinea","Natural sponges raw","1978",,"spg"
"Peru","Natural sponges raw","1978",,"spg"
"Philippines","Natural sponges raw","1978",,"spg"
"Poland","Natural sponges other than raw","1978",,"spg"
"Portugal","Natural sponges other than raw","1978",,"spg"
"Portugal","Natural sponges raw","1978",,"spg"
"Romania","Natural sponges raw","1978",,"spg"
"Russian Federation","Natural sponges raw","1978",,"spg"
"Saudi Arabia","Natural sponges nei","1978",,"spg"
"Saudi Arabia","Natural sponges other than raw","1978",,"spg"
"Serbia","Natural sponges nei","1978",,"spg"
"Serbia and Montenegro","Natural sponges nei","1978",,"spg"
"Serbia and Montenegro","Natural sponges raw","1978",,"spg"
"Singapore","Natural sponges raw","1978",,"spg"
"Slovakia","Natural sponges nei","1978",,"spg"
"Slovakia","Natural sponges other than raw","1978",,"spg"
"Slovakia","Natural sponges raw","1978",,"spg"
"Slovenia","Natural sponges nei","1978",,"spg"
"Slovenia","Natural sponges other than raw","1978",,"spg"
"South Africa","Natural sponges raw","1978",,"spg"
"Spain","Natural sponges other than raw","1978",,"spg"
"Spain","Natural sponges raw","1978",,"spg"
"Sudan (former)","Natural sponges nei","1978",,"spg"
"Swaziland","Natural sponges nei","1978",,"spg"
"Sweden","Natural sponges nei","1978",,"spg"
"Sweden","Natural sponges other than raw","1978",,"spg"
"Sweden","Natural sponges raw","1978",,"spg"
"Switzerland","Natural sponges raw","1978",,"spg"
"Syrian Arab Republic","Natural sponges nei","1978",,"spg"
"Syrian Arab Republic","Natural sponges other than raw","1978",,"spg"
"Syrian Arab Republic","Natural sponges raw","1978",,"spg"
"Taiwan Province of China","Natural sponges raw","1978",17,"spg"
"Tanzania, United Rep. of","Natural sponges nei","1978",,"spg"
"Thailand","Natural sponges raw","1978",,"spg"
"Trinidad and Tobago","Natural sponges nei","1978",,"spg"
"Tunisia","Natural sponges raw","1978",,"spg"
"Turkey","Natural sponges nei","1978",,"spg"
"Turkey","Natural sponges other than raw","1978",,"spg"
"Turkey","Natural sponges raw","1978",560,"spg"
"Turks and Caicos Is.","Natural sponges nei","1978",,"spg"
"Turks and Caicos Is.","Natural sponges raw","1978",,"spg"
"Uganda","Natural sponges nei","1978",,"spg"
"Ukraine","Natural sponges nei","1978",,"spg"
"United Arab Emirates","Natural sponges nei","1978",,"spg"
"United Kingdom","Natural sponges other than raw","1978",,"spg"
"United Kingdom","Natural sponges raw","1978",45,"spg"
"United States of America","Natural sponges raw","1978",,"spg"
"Venezuela, Boliv Rep of","Natural sponges raw","1978",,"spg"
"Zambia","Natural sponges nei","1978",,"spg"
"Argentina","Natural sponges nei","1979",,"spg"
"Australia","Natural sponges raw","1979",,"spg"
"Austria","Natural sponges other than raw","1979",,"spg"
"Austria","Natural sponges raw","1979",,"spg"
"Bahamas","Natural sponges nei","1979",,"spg"
"Belarus","Natural sponges other than raw","1979",,"spg"
"Belgium","Natural sponges other than raw","1979",,"spg"
"Belgium","Natural sponges raw","1979",1,"spg"
"Bermuda","Natural sponges raw","1979",,"spg"
"Botswana","Natural sponges raw","1979",,"spg"
"Brazil","Natural sponges raw","1979",,"spg"
"Bulgaria","Natural sponges nei","1979",,"spg"
"Bulgaria","Natural sponges other than raw","1979",,"spg"
"Bulgaria","Natural sponges raw","1979",,"spg"
"Canada","Natural sponges raw","1979",,"spg"
"Chile","Natural sponges raw","1979",,"spg"
"China","Natural sponges raw","1979",,"spg"
"China, Hong Kong SAR","Natural sponges nei","1979",,"spg"
"Colombia","Natural sponges nei","1979",,"spg"
"Colombia","Natural sponges raw","1979",,"spg"
"Croatia","Natural sponges nei","1979",,"spg"
"Croatia","Natural sponges other than raw","1979",,"spg"
"Croatia","Natural sponges raw","1979",,"spg"
"Cuba","Natural sponges nei","1979",,"spg"
"Cuba","Natural sponges raw","1979",,"spg"
"Cyprus","Natural sponges other than raw","1979",,"spg"
"Cyprus","Natural sponges raw","1979",56,"spg"
"Czech Republic","Natural sponges nei","1979",,"spg"
"Czech Republic","Natural sponges other than raw","1979",,"spg"
"Czech Republic","Natural sponges raw","1979",,"spg"
"Côte d'Ivoire","Natural sponges nei","1979",,"spg"
"Denmark","Natural sponges other than raw","1979",,"spg"
"Denmark","Natural sponges raw","1979",1,"spg"
"Dominican Republic","Natural sponges nei","1979",,"spg"
"Ecuador","Natural sponges nei","1979",,"spg"
"Egypt","Natural sponges raw","1979",,"spg"
"El Salvador","Natural sponges raw","1979",,"spg"
"Estonia","Natural sponges nei","1979",,"spg"
"Estonia","Natural sponges other than raw","1979",,"spg"
"Ethiopia","Natural sponges nei","1979",,"spg"
"Fiji, Republic of","Natural sponges nei","1979",,"spg"
"Fiji, Republic of","Natural sponges raw","1979",,"spg"
"Finland","Natural sponges other than raw","1979",,"spg"
"France","Natural sponges other than raw","1979",,"spg"
"France","Natural sponges raw","1979",1657,"spg"
"French Polynesia","Natural sponges raw","1979",,"spg"
"Gambia","Natural sponges nei","1979",,"spg"
"Germany","Natural sponges other than raw","1979",,"spg"
"Germany","Natural sponges raw","1979",132,"spg"
"Ghana","Natural sponges nei","1979",,"spg"
"Greece","Natural sponges other than raw","1979",,"spg"
"Greece","Natural sponges raw","1979",3675,"spg"
"Guatemala","Natural sponges raw","1979",,"spg"
"Guyana","Natural sponges nei","1979",,"spg"
"Haiti","Natural sponges raw","1979",,"spg"
"Honduras","Natural sponges raw","1979",,"spg"
"Hungary","Natural sponges nei","1979",,"spg"
"Hungary","Natural sponges other than raw","1979",,"spg"
"Hungary","Natural sponges raw","1979",,"spg"
"Iceland","Natural sponges nei","1979",,"spg"
"India","Natural sponges nei","1979",,"spg"
"Indonesia","Natural sponges raw","1979",,"spg"
"Iran (Islamic Rep. of)","Natural sponges raw","1979",,"spg"
"Iraq","Natural sponges other than raw","1979",,"spg"
"Ireland","Natural sponges other than raw","1979",,"spg"
"Ireland","Natural sponges raw","1979",,"spg"
"Italy","Natural sponges other than raw","1979",,"spg"
"Italy","Natural sponges raw","1979",341,"spg"
"Jamaica","Natural sponges raw","1979",,"spg"
"Japan","Natural sponges raw","1979",261,"spg"
"Kenya","Natural sponges nei","1979",,"spg"
"Korea, Republic of","Natural sponges raw","1979",,"spg"
"Kuwait","Natural sponges raw","1979",,"spg"
"Latvia","Natural sponges nei","1979",,"spg"
"Latvia","Natural sponges other than raw","1979",,"spg"
"Latvia","Natural sponges raw","1979",,"spg"
"Lebanon","Natural sponges nei","1979",,"spg"
"Lesotho","Natural sponges nei","1979",,"spg"
"Libya","Natural sponges nei","1979",,"spg"
"Libya","Natural sponges other than raw","1979",,"spg"
"Libya","Natural sponges raw","1979",,"spg"
