"country","year","value","layer"
"Antigua and Barbuda",1989,3.73404e+08,"gdp"
"Antigua and Barbuda",1990,3.9157e+08,"gdp"
"Antigua and Barbuda",1991,4.10389e+08,"gdp"
"Antigua and Barbuda",1992,4.23763e+08,"gdp"
"Antigua and Barbuda",1993,4.56537e+08,"gdp"
"Antigua and Barbuda",1994,5.00089e+08,"gdp"
"Antigua and Barbuda",1995,4.94185e+08,"gdp"
"Antigua and Barbuda",1996,5.41074e+08,"gdp"
"Antigua and Barbuda",1997,5.79852e+08,"gdp"
"Antigua and Barbuda",1998,6.20037e+08,"gdp"
"Antigua and Barbuda",1999,6.51852e+08,"gdp"
"Antigua and Barbuda",2000,7.83838e+08,"gdp"
"Antigua and Barbuda",2001,7.73765e+08,"gdp"
"Antigua and Barbuda",2002,8.02529e+08,"gdp"
"Antigua and Barbuda",2003,8.39996e+08,"gdp"
"Antigua and Barbuda",2004,8.98356e+08,"gdp"
"Antigua and Barbuda",2005,9.97374e+08,"gdp"
"Antigua and Barbuda",2006,1.13514e+09,"gdp"
"Antigua and Barbuda",2007,1.28925e+09,"gdp"
"Antigua and Barbuda",2008,1.34735e+09,"gdp"
"Antigua and Barbuda",2009,1.20641e+09,"gdp"
"Antigua and Barbuda",2010,1.13554e+09,"gdp"
"Antigua and Barbuda",2011,1.12992e+09,"gdp"
"Antigua and Barbuda",2012,1.20471e+09,"gdp"
"Antigua and Barbuda",2013,1.20059e+09,"gdp"
"Arab World",1968,2.56664e+10,"gdp"
"Arab World",1969,2.83163e+10,"gdp"
"Arab World",1970,3.09105e+10,"gdp"
"Arab World",1971,3.58949e+10,"gdp"
"Arab World",1972,4.27615e+10,"gdp"
"Arab World",1973,5.4346e+10,"gdp"
"Arab World",1974,1.04172e+11,"gdp"
"Arab World",1975,1.1556e+11,"gdp"
"Arab World",1976,1.43926e+11,"gdp"
"Arab World",1977,1.65859e+11,"gdp"
"Arab World",1978,1.83388e+11,"gdp"
"Arab World",1979,2.47383e+11,"gdp"
"Arab World",1980,3.36534e+11,"gdp"
"Arab World",1981,3.46361e+11,"gdp"
"Arab World",1982,3.22732e+11,"gdp"
"Arab World",1983,3.02612e+11,"gdp"
"Arab World",1984,3.06654e+11,"gdp"
"Arab World",1985,3.02696e+11,"gdp"
"Arab World",1986,2.88018e+11,"gdp"
"Arab World",1987,3.11558e+11,"gdp"
"Arab World",1988,3.06163e+11,"gdp"
"Arab World",1989,3.20902e+11,"gdp"
"Arab World",1990,4.4386e+11,"gdp"
"Arab World",1991,4.36806e+11,"gdp"
"Arab World",1992,4.67834e+11,"gdp"
"Arab World",1993,4.73299e+11,"gdp"
"Arab World",1994,4.84261e+11,"gdp"
"Arab World",1995,5.20049e+11,"gdp"
"Arab World",1996,5.74468e+11,"gdp"
"Arab World",1997,6.09294e+11,"gdp"
"Arab World",1998,5.87495e+11,"gdp"
"Arab World",1999,6.34119e+11,"gdp"
"Arab World",2000,7.26013e+11,"gdp"
"Arab World",2001,7.13007e+11,"gdp"
"Arab World",2002,7.2401e+11,"gdp"
"Arab World",2003,8.15539e+11,"gdp"
"Arab World",2004,9.59405e+11,"gdp"
"Arab World",2005,1.1761e+12,"gdp"
"Arab World",2006,1.39982e+12,"gdp"
"Arab World",2007,1.63867e+12,"gdp"
"Arab World",2008,2.07957e+12,"gdp"
"Arab World",2009,1.79175e+12,"gdp"
"Arab World",2010,2.09788e+12,"gdp"
"Arab World",2011,2.48791e+12,"gdp"
"Arab World",2012,2.74438e+12,"gdp"
"Arab World",2013,2.85308e+12,"gdp"
"Argentina",1962,2.44506e+10,"gdp"
"Argentina",1963,1.82721e+10,"gdp"
"Argentina",1964,2.56052e+10,"gdp"
"Argentina",1965,2.83447e+10,"gdp"
"Argentina",1966,2.86305e+10,"gdp"
"Argentina",1967,2.42567e+10,"gdp"
"Argentina",1968,2.64369e+10,"gdp"
"Argentina",1969,3.12563e+10,"gdp"
"Argentina",1970,3.15842e+10,"gdp"
"Argentina",1971,3.32932e+10,"gdp"
"Argentina",1972,3.4733e+10,"gdp"
"Argentina",1973,5.2544e+10,"gdp"
"Argentina",1974,7.24368e+10,"gdp"
"Argentina",1975,5.24386e+10,"gdp"
"Argentina",1976,5.11695e+10,"gdp"
"Argentina",1977,5.6781e+10,"gdp"
"Argentina",1978,5.80829e+10,"gdp"
"Argentina",1979,6.92523e+10,"gdp"
"Argentina",1980,7.69619e+10,"gdp"
"Argentina",1981,7.86768e+10,"gdp"
"Argentina",1982,8.43075e+10,"gdp"
"Argentina",1983,1.03979e+11,"gdp"
"Argentina",1984,7.9092e+10,"gdp"
"Argentina",1985,8.84167e+10,"gdp"
"Argentina",1986,1.10934e+11,"gdp"
"Argentina",1987,1.11106e+11,"gdp"
"Argentina",1988,1.26207e+11,"gdp"
"Argentina",1989,7.66369e+10,"gdp"
"Argentina",1990,1.41352e+11,"gdp"
"Argentina",1991,1.8972e+11,"gdp"
"Argentina",1992,2.28779e+11,"gdp"
"Argentina",1993,2.36754e+11,"gdp"
"Argentina",1994,2.5744e+11,"gdp"
"Argentina",1995,2.58032e+11,"gdp"
"Argentina",1996,2.7215e+11,"gdp"
"Argentina",1997,2.92859e+11,"gdp"
"Argentina",1998,2.98948e+11,"gdp"
"Argentina",1999,2.83523e+11,"gdp"
"Argentina",2000,2.84204e+11,"gdp"
"Argentina",2001,2.68697e+11,"gdp"
"Argentina",2002,1.0204e+11,"gdp"
"Argentina",2003,1.29597e+11,"gdp"
"Argentina",2004,1.83296e+11,"gdp"
"Argentina",2005,2.22908e+11,"gdp"
"Argentina",2006,2.6449e+11,"gdp"
"Argentina",2007,3.29761e+11,"gdp"
"Argentina",2008,4.06004e+11,"gdp"
"Argentina",2009,3.78496e+11,"gdp"
"Argentina",2010,4.62704e+11,"gdp"
"Argentina",2011,5.57727e+11,"gdp"
"Argentina",2012,6.03153e+11,"gdp"
"Argentina",2013,6.09889e+11,"gdp"
"Armenia",1990,2.25684e+09,"gdp"
"Armenia",1991,2.06853e+09,"gdp"
"Armenia",1992,1.27258e+09,"gdp"
"Armenia",1993,1.20131e+09,"gdp"
"Armenia",1994,1.31516e+09,"gdp"
"Armenia",1995,1.46832e+09,"gdp"
"Armenia",1996,1.59697e+09,"gdp"
"Armenia",1997,1.63949e+09,"gdp"
"Armenia",1998,1.89373e+09,"gdp"
"Armenia",1999,1.84548e+09,"gdp"
"Armenia",2000,1.91156e+09,"gdp"
"Armenia",2001,2.11847e+09,"gdp"
"Armenia",2002,2.37634e+09,"gdp"
"Armenia",2003,2.80706e+09,"gdp"
"Armenia",2004,3.57662e+09,"gdp"
"Armenia",2005,4.90044e+09,"gdp"
"Armenia",2006,6.38446e+09,"gdp"
"Armenia",2007,9.2063e+09,"gdp"
"Armenia",2008,1.1662e+10,"gdp"
"Armenia",2009,8.64794e+09,"gdp"
"Armenia",2010,9.26029e+09,"gdp"
"Armenia",2011,1.01423e+10,"gdp"
"Armenia",2012,9.95822e+09,"gdp"
"Armenia",2013,1.04322e+10,"gdp"
"Aruba",1994,1.33017e+09,"gdp"
"Aruba",1995,1.32067e+09,"gdp"
"Aruba",1996,1.37989e+09,"gdp"
"Aruba",1997,1.53184e+09,"gdp"
"Aruba",1998,1.66536e+09,"gdp"
"Aruba",1999,1.7228e+09,"gdp"
"Aruba",2000,1.87345e+09,"gdp"
"Aruba",2001,1.92026e+09,"gdp"
"Aruba",2002,1.94109e+09,"gdp"
"Aruba",2003,2.0213e+09,"gdp"
"Aruba",2004,2.22828e+09,"gdp"
"Aruba",2005,2.33101e+09,"gdp"
"Aruba",2006,2.42147e+09,"gdp"
"Aruba",2007,2.62373e+09,"gdp"
"Aruba",2008,2.79196e+09,"gdp"
"Aruba",2009,2.49893e+09,"gdp"
"Aruba",2010,2.4677e+09,"gdp"
"Aruba",2011,2.58446e+09,"gdp"
"Australia",1960,1.85743e+10,"gdp"
"Australia",1961,1.96517e+10,"gdp"
"Australia",1962,1.98869e+10,"gdp"
"Australia",1963,2.15007e+10,"gdp"
"Australia",1964,2.37585e+10,"gdp"
"Australia",1965,2.59301e+10,"gdp"
"Australia",1966,2.7255e+10,"gdp"
"Australia",1967,3.0383e+10,"gdp"
"Australia",1968,3.26476e+10,"gdp"
"Australia",1969,3.66122e+10,"gdp"
"Australia",1970,4.12521e+10,"gdp"
"Australia",1971,4.51271e+10,"gdp"
"Australia",1972,5.19369e+10,"gdp"
"Australia",1973,6.37002e+10,"gdp"
"Australia",1974,8.879e+10,"gdp"
"Australia",1975,9.70982e+10,"gdp"
"Australia",1976,1.04833e+11,"gdp"
"Australia",1977,1.10116e+11,"gdp"
"Australia",1978,1.18238e+11,"gdp"
"Australia",1979,1.34608e+11,"gdp"
"Australia",1980,1.49679e+11,"gdp"
"Australia",1981,1.76558e+11,"gdp"
"Australia",1982,1.93684e+11,"gdp"
"Australia",1983,1.76929e+11,"gdp"
"Australia",1984,1.93232e+11,"gdp"
"Australia",1985,1.80216e+11,"gdp"
"Australia",1986,1.82033e+11,"gdp"
"Australia",1987,1.89113e+11,"gdp"
"Australia",1988,2.35787e+11,"gdp"
"Australia",1989,2.99475e+11,"gdp"
"Australia",1990,3.10945e+11,"gdp"
"Australia",1991,3.25642e+11,"gdp"
"Australia",1992,3.25313e+11,"gdp"
"Australia",1993,3.12029e+11,"gdp"
"Australia",1994,3.22874e+11,"gdp"
"Australia",1995,3.68023e+11,"gdp"
"Australia",1996,4.0141e+11,"gdp"
"Australia",1997,4.35636e+11,"gdp"
"Australia",1998,3.99325e+11,"gdp"
"Australia",1999,3.88692e+11,"gdp"
"Australia",2000,4.14987e+11,"gdp"
"Australia",2001,3.78488e+11,"gdp"
"Australia",2002,3.94251e+11,"gdp"
"Australia",2003,4.66451e+11,"gdp"
"Australia",2004,6.12872e+11,"gdp"
"Australia",2005,6.93339e+11,"gdp"
"Australia",2006,7.47206e+11,"gdp"
"Australia",2007,8.53441e+11,"gdp"
"Australia",2008,1.05503e+12,"gdp"
"Australia",2009,9.26283e+11,"gdp"
"Australia",2010,1.14127e+12,"gdp"
"Australia",2011,1.38807e+12,"gdp"
"Australia",2012,1.53443e+12,"gdp"
"Australia",2013,1.56037e+12,"gdp"
"Austria",1960,6.59269e+09,"gdp"
"Austria",1961,7.31175e+09,"gdp"
"Austria",1962,7.75611e+09,"gdp"
"Austria",1963,8.37418e+09,"gdp"
"Austria",1964,9.16998e+09,"gdp"
"Austria",1965,9.99407e+09,"gdp"
"Austria",1966,1.08877e+10,"gdp"
"Austria",1967,1.15794e+10,"gdp"
"Austria",1968,1.24406e+10,"gdp"
"Austria",1969,1.35828e+10,"gdp"
"Austria",1970,1.5336e+10,"gdp"
"Austria",1971,1.78155e+10,"gdp"
"Austria",1972,2.20065e+10,"gdp"
"Austria",1973,2.94444e+10,"gdp"
"Austria",1974,3.51045e+10,"gdp"
"Austria",1975,3.99627e+10,"gdp"
"Austria",1976,4.28565e+10,"gdp"
"Austria",1977,5.14216e+10,"gdp"
"Austria",1978,6.19028e+10,"gdp"
"Austria",1979,7.37592e+10,"gdp"
"Austria",1980,8.18612e+10,"gdp"
"Austria",1981,7.08631e+10,"gdp"
"Austria",1982,7.11036e+10,"gdp"
"Austria",1983,7.19473e+10,"gdp"
"Austria",1984,6.78216e+10,"gdp"
"Austria",1985,6.92196e+10,"gdp"
"Austria",1986,9.87976e+10,"gdp"
"Austria",1987,1.23869e+11,"gdp"
"Austria",1988,1.33018e+11,"gdp"
"Austria",1989,1.32785e+11,"gdp"
"Austria",1990,1.66062e+11,"gdp"
"Austria",1991,1.73376e+11,"gdp"
"Austria",1992,1.94608e+11,"gdp"
"Austria",1993,1.89921e+11,"gdp"
"Austria",1994,2.03045e+11,"gdp"
"Austria",1995,2.40458e+11,"gdp"
"Austria",1996,2.3672e+11,"gdp"
"Austria",1997,2.12323e+11,"gdp"
"Austria",1998,2.17684e+11,"gdp"
"Austria",1999,2.16725e+11,"gdp"
"Austria",2000,1.96422e+11,"gdp"
"Austria",2001,1.96954e+11,"gdp"
"Austria",2002,2.12971e+11,"gdp"
"Austria",2003,2.60721e+11,"gdp"
"Austria",2004,2.9987e+11,"gdp"
"Austria",2005,3.14641e+11,"gdp"
"Austria",2006,3.34292e+11,"gdp"
"Austria",2007,3.86439e+11,"gdp"
"Austria",2008,4.27627e+11,"gdp"
"Austria",2009,3.9757e+11,"gdp"
"Austria",2010,3.89656e+11,"gdp"
"Austria",2011,4.291e+11,"gdp"
"Austria",2012,4.07575e+11,"gdp"
"Austria",2013,4.28322e+11,"gdp"
"Azerbaijan",1990,8.85801e+09,"gdp"
"Azerbaijan",1991,8.79237e+09,"gdp"
"Azerbaijan",1992,4.99135e+09,"gdp"
"Azerbaijan",1993,3.97303e+09,"gdp"
"Azerbaijan",1994,3.31374e+09,"gdp"
"Azerbaijan",1995,3.05247e+09,"gdp"
"Azerbaijan",1996,3.17675e+09,"gdp"
"Azerbaijan",1997,3.96271e+09,"gdp"
"Azerbaijan",1998,4.4464e+09,"gdp"
"Azerbaijan",1999,4.58122e+09,"gdp"
"Azerbaijan",2000,5.27262e+09,"gdp"
"Azerbaijan",2001,5.70762e+09,"gdp"
"Azerbaijan",2002,6.23602e+09,"gdp"
"Azerbaijan",2003,7.27577e+09,"gdp"
"Azerbaijan",2004,8.68051e+09,"gdp"
"Azerbaijan",2005,1.32454e+10,"gdp"
"Azerbaijan",2006,2.09823e+10,"gdp"
"Azerbaijan",2007,3.30503e+10,"gdp"
"Azerbaijan",2008,4.88525e+10,"gdp"
"Azerbaijan",2009,4.42915e+10,"gdp"
"Azerbaijan",2010,5.29027e+10,"gdp"
"Azerbaijan",2011,6.59516e+10,"gdp"
"Azerbaijan",2012,6.87309e+10,"gdp"
"Azerbaijan",2013,7.35605e+10,"gdp"
"Bahamas, The",1960,1.69802e+08,"gdp"
"Bahamas, The",1961,1.90096e+08,"gdp"
"Bahamas, The",1962,2.12253e+08,"gdp"
"Bahamas, The",1963,2.37743e+08,"gdp"
"Bahamas, The",1964,2.66664e+08,"gdp"
"Bahamas, The",1965,3.00392e+08,"gdp"
"Bahamas, The",1966,3.4e+08,"gdp"
"Bahamas, The",1967,3.90196e+08,"gdp"
"Bahamas, The",1968,4.44902e+08,"gdp"
"Bahamas, The",1969,5.28137e+08,"gdp"
"Bahamas, The",1970,5.38423e+08,"gdp"
"Bahamas, The",1971,5.734e+08,"gdp"
"Bahamas, The",1972,5.909e+08,"gdp"
"Bahamas, The",1973,6.709e+08,"gdp"
"Bahamas, The",1974,6.324e+08,"gdp"
"Bahamas, The",1975,5.962e+08,"gdp"
"Bahamas, The",1976,6.421e+08,"gdp"
"Bahamas, The",1977,7.13e+08,"gdp"
"Bahamas, The",1978,8.324e+08,"gdp"
"Bahamas, The",1979,1.1398e+09,"gdp"
"Bahamas, The",1980,1.3353e+09,"gdp"
"Bahamas, The",1981,1.4265e+09,"gdp"
"Bahamas, The",1982,1.5783e+09,"gdp"
"Bahamas, The",1983,1.7328e+09,"gdp"
"Bahamas, The",1984,2.0411e+09,"gdp"
"Bahamas, The",1985,2.3207e+09,"gdp"
"Bahamas, The",1986,2.4725e+09,"gdp"
"Bahamas, The",1987,2.714e+09,"gdp"
"Bahamas, The",1988,2.8179e+09,"gdp"
"Bahamas, The",1989,3.062e+09,"gdp"
"Bahamas, The",1990,3.166e+09,"gdp"
"Bahamas, The",1991,3.11116e+09,"gdp"
"Bahamas, The",1992,3.109e+09,"gdp"
"Bahamas, The",1993,3.092e+09,"gdp"
"Bahamas, The",1994,3.259e+09,"gdp"
"Bahamas, The",1995,3.429e+09,"gdp"
"Bahamas, The",1996,3.609e+09,"gdp"
"Bahamas, The",1997,4.96112e+09,"gdp"
"Bahamas, The",1998,5.35352e+09,"gdp"
"Bahamas, The",1999,6.01997e+09,"gdp"
"Bahamas, The",2000,6.32755e+09,"gdp"
"Bahamas, The",2001,6.51665e+09,"gdp"
"Bahamas, The",2002,6.958e+09,"gdp"
"Bahamas, The",2003,6.94932e+09,"gdp"
"Bahamas, The",2004,7.09441e+09,"gdp"
"Bahamas, The",2005,7.70622e+09,"gdp"
"Bahamas, The",2006,7.96559e+09,"gdp"
"Bahamas, The",2007,8.319e+09,"gdp"
"Bahamas, The",2008,8.24665e+09,"gdp"
"Bahamas, The",2009,7.82042e+09,"gdp"
"Bahamas, The",2010,7.91e+09,"gdp"
"Bahamas, The",2011,7.931e+09,"gdp"
"Bahamas, The",2012,8.219e+09,"gdp"
"Bahamas, The",2013,8.42e+09,"gdp"
"Bahrain",1980,3.0727e+09,"gdp"
"Bahrain",1981,3.46782e+09,"gdp"
"Bahrain",1982,3.64574e+09,"gdp"
"Bahrain",1983,3.73511e+09,"gdp"
"Bahrain",1984,3.90559e+09,"gdp"
"Bahrain",1985,3.65186e+09,"gdp"
"Bahrain",1986,3.05239e+09,"gdp"
"Bahrain",1987,3.39202e+09,"gdp"
"Bahrain",1988,3.70239e+09,"gdp"
"Bahrain",1989,3.86356e+09,"gdp"
"Bahrain",1990,4.22979e+09,"gdp"
"Bahrain",1991,4.61622e+09,"gdp"
"Bahrain",1992,4.75106e+09,"gdp"
"Bahrain",1993,5.20027e+09,"gdp"
"Bahrain",1994,5.56755e+09,"gdp"
"Bahrain",1995,5.84947e+09,"gdp"
"Bahrain",1996,6.10186e+09,"gdp"
"Bahrain",1997,6.3492e+09,"gdp"
"Bahrain",1998,6.18394e+09,"gdp"
"Bahrain",1999,6.62119e+09,"gdp"
"Bahrain",2000,9.06315e+09,"gdp"
"Bahrain",2001,8.97645e+09,"gdp"
"Bahrain",2002,9.63241e+09,"gdp"
"Bahrain",2003,1.10751e+10,"gdp"
"Bahrain",2004,1.31505e+10,"gdp"
"Bahrain",2005,1.59692e+10,"gdp"
"Bahrain",2006,1.85055e+10,"gdp"
"Bahrain",2007,2.17306e+10,"gdp"
"Bahrain",2008,2.57112e+10,"gdp"
"Bahrain",2009,2.29385e+10,"gdp"
"Bahrain",2010,2.57135e+10,"gdp"
"Bahrain",2011,2.90444e+10,"gdp"
"Bahrain",2012,3.07568e+10,"gdp"
"Bahrain",2013,3.28901e+10,"gdp"
"Bangladesh",1960,4.27489e+09,"gdp"
"Bangladesh",1961,4.81758e+09,"gdp"
"Bangladesh",1962,5.08141e+09,"gdp"
"Bangladesh",1963,5.31946e+09,"gdp"
"Bangladesh",1964,5.38605e+09,"gdp"
"Bangladesh",1965,5.90664e+09,"gdp"
"Bangladesh",1966,6.43969e+09,"gdp"
