iucn_sid,am_sid,sciname,am_sciname,fbname,am_cat
161505.0,Fis-47495,Maculabatis toshi,Himantura toshi,Black-spotted whipray,NA
161511.0,Fis-54864,Tetronarce macneilli,Torpedo macneilli,Shorttail torpedo,NA
161512.0,Fis-131810,Rajella fuliginea,Rajella fuliginea,Sooty skate,NA
161513.0,Fis-27236,Taeniurops grabata,Taeniura grabata,Round stingray,NA
161514.0,Fis-131840,Dipturus oregoni,Dipturus oregoni,Hooktail skate,NA
161515.0,Fis-23221,Poroderma pantherinum,Poroderma pantherinum,Leopard catshark,NA
161517.0,Fis-29381,Etmopterus lucifer,Etmopterus lucifer,Blackbelly lanternshark,NA
161518.0,Fis-30325,Mustelus norrisi,Mustelus norrisi,Narrowfin smooth-hound,NA
161519.0,Fis-25430,Zanobatus schoenleinii,Zanobatus schoenleinii,Striped panray,NA
161520.0,Fis-60598,Fontitrygon margaritella,Dasyatis margaritella,Pearl stingray,NA
161521.0,Fis-23078,Centroscyllium fabricii,Centroscyllium fabricii,Black dogfish,NA
161522.0,Fis-131996,Neoraja carolinensis,Neoraja carolinensis,Carolina pygmy skate,NA
161523.0,Fis-47427,Narcine lingula,Narcine lingula,Chinese numbfish,NA
161524.0,Fis-23058,Carcharhinus isodon,Carcharhinus isodon,Finetooth shark,NA
161526.0,Fis-23044,Carcharhinus albimarginatus,Carcharhinus albimarginatus,Silvertip shark,NA
161381.0,Fis-52118,Bathyraja minispinosa,Bathyraja minispinosa,Whitebrow skate,NA
161528.0,Fis-132003,Raja bahamensis,Raja bahamensis,Bahama skate,NA
161529.0,Fis-32092,Bathyraja maccaini,Bathyraja maccaini,McCain's skate,NA
161532.0,Fis-131820,Okamejei hollandi,Okamejei hollandi,Yellow-spotted skate,NA
161533.0,Fis-154456,Hemitrygon bennetti,Dasyatis bennettii,Bennett's stingray,NA
161534.0,Fis-52133,Rhinoraja kujiensis,Rhinoraja kujiensis,Dapple-bellied softnose skate,NA
161535.0,Fis-132520,Dipturus gudgeri,Dipturus gudgeri,Greenback skate,NA
161536.0,Fis-51856,Squalus blainville,Squalus blainville,Longnose spurdog,NA
161539.0,Fis-156398,Hemigaleus australiensis,Hemigaleus australiensis,Australian weasel shark,NA
161540.0,Fis-139869,Maculabatis pastinacoides,Himantura pastinacoides,Round whip ray,NA
161542.0,Fis-131853,Amblyraja radiata,Amblyraja radiata,Starry ray,NA
161543.0,Fis-25891,Paragaleus tengi,Paragaleus tengi,Straight-tooth weasel shark,NA
161544.0,Fis-29503,Schroederichthys maculatus,Schroederichthys maculatus,Narrowtail catshark,NA
161527.0,Fis-115735,Breviraja colesi,Breviraja colesi,Lightnose skate,NA
161546.0,Fis-159332,Urogymnus lobistomus,Himantura lobistoma,Tubemouth whipray,NA
161547.0,Fis-139871,Pateobatis uarnacoides,Himantura uarnacoides,Whitenose whip ray,NA
161548.0,Fis-131815,Okamejei powelli,Okamejei powelli,Indian ringed skate,NA
161549.0,Fis-29362,Deania hystricosa,Deania hystricosa,Rough longnose dogfish,NA
161550.0,Fis-159148,Brochiraja albilabiata,Brochiraja albilabiata,null,NA
161551.0,Fis-23104,Deania profundorum,Deania profundorum,Arrowhead dogfish,NA
161553.0,Fis-159585,Insentiraja subtilispinosa,Insentiraja subtilispinosa,Velvet skate,NA
161557.0,Fis-132130,Chiloscyllium hasselti,Chiloscyllium hasseltii,Hasselt's bambooshark,NA
161558.0,Fis-29544,Squatina japonica,Squatina japonica,Japanese angelshark,NA
161560.0,Fis-131196,Narcine maculata,Narcine maculata,Darkfinned numbfish,NA
161561.0,Fis-27677,Bathyraja smithii,Bathyraja smithii,African softnose skate,NA
161563.0,Fis-29458,Orectolobus japonicus,Orectolobus japonicus,Japanese wobbegong,NA
161564.0,Fis-23045,Carcharhinus altimus,Carcharhinus altimus,Bignose shark,NA
161565.0,Fis-131832,Dipturus garricki,Dipturus garricki,San Blas skate,NA
161566.0,Fis-47488,Maculabatis gerrardi,Himantura gerrardi,Sharpnose stingray,NA
161567.0,Fis-29398,Galeus nipponensis,Galeus nipponensis,Broadfin sawtail catshark,NA
161568.0,Fis-30331,Myliobatis freminvillii,Myliobatis freminvillei,Bullnose eagle ray,NA
161569.0,Fis-25062,Myliobatis aquila,Myliobatis aquila,Common eagle ray,NA
161570.0,Fis-148497,Lamiopsis temminckii,Lamiopsis temminckii,Broadfin shark,NA
161574.0,Fis-23159,Holohalaelurus regani,Holohalaelurus regani,Izak catshark,NA
161575.0,Fis-52138,Rhinoraja longicauda,Rhinoraja longicauda,White-bellied softnose skate,NA
161577.0,Fis-115472,Arhynchobatis asperrimus,Arhynchobatis asperrimus,Longtail skate,NA
161578.0,Fis-23079,Centroscyllium ornatum,Centroscyllium ornatum,Ornate dogfish,NA
161579.0,Fis-139780,Brevitrygon walga,Himantura walga,Dwarf whipray,NA
161580.0,Fis-30723,Tetronarce nobiliana,Torpedo nobiliana,Electric ray,NA
161582.0,Fis-47352,Megatrygon microps,Dasyatis microps,Smalleye stingray,NA
161586.0,Fis-31188,Raja straeleni,Raja straeleni,Spotted skate,NA
161587.0,Fis-131802,Rajella fyllae,Rajella fyllae,Round ray,NA
161589.0,Fis-27336,Platyrhina sinensis,Platyrhina sinensis,Fanray,NA
161590.0,Fis-161494,Neotrygon kuhlii,Neotrygon kuhlii,Blue-spotted stingray,NA
161594.0,Fis-52110,Bathyraja violacea,Bathyraja violacea,Okhotsk skate,NA
161595.0,Fis-24312,Raja rhina,Raja rhina,Longnose skate,NA
161596.0,Fis-47343,Aptychotrema rostrata,Aptychotrema rostrata,Eastern shovelnose ray,NA
161597.0,Fis-31568,Alopias pelagicus,Alopias pelagicus,Pelagic thresher,NA
161598.0,Fis-159113,Pateobatis hortlei,Himantura hortlei,Hortle's whipray,NA
161599.0,Fis-31187,Raja miraletus,Raja miraletus,Brown ray,NA
161600.0,Fis-156241,Rhinoraja taranetzi,Bathyraja taranetzi,Mud skate,NA
161601.0,Fis-131831,Dipturus doutrei,Dipturus doutrei,Violet skate,NA
161605.0,Fis-52106,Notoraja tobitukai,Notoraja tobitukai,Leadhued skate,NA
161606.0,Fis-31581,Cirrhoscyllium japonicum,Cirrhoscyllium japonicum,Saddle carpetshark,NA
161607.0,Fis-28947,Narke dipterygia,Narke dipterygia,Numbray,NA
161610.0,Fis-131846,Dipturus teevani,Dipturus teevani,Prickly brown ray,NA
161612.0,Fis-52129,Bathyraja smirnovi,Bathyraja smirnovi,Golden skate,NA
161614.0,Fis-58273,Narke capensis,Narke capensis,Onefin electric ray,NA
161615.0,Fis-35264,Pateobatis fai,Himantura fai,Pink whipray,NA
161619.0,Fis-32093,Bathyraja meridionalis,Bathyraja meridionalis,Dark-belly skate,NA
161621.0,Fis-28553,Himantura undulata,Himantura undulata,Leopard whipray,NA
161622.0,Fis-131893,Rajella kukujevi,Rajella kukujevi,Mid-Atlantic skate,NA
161623.0,Fis-131992,Bathyraja fedorovi,Bathyraja fedorovi,Cinnamon skate,NA
161626.0,Fis-132548,Leucoraja naevus,Leucoraja naevus,Cuckoo ray,NA
161628.0,Fis-54855,Narcine tasmaniensis,Narcine tasmaniensis,Tasmanian numbfish,NA
161629.0,Fis-24314,Raja stellulata,Raja stellulata,Starry skate,NA
161630.0,Fis-28270,Gymnura japonica,Gymnura japonica,Japanese butterflyray,NA
161631.0,Fis-131864,Leucoraja ocellata,Leucoraja ocellata,Winter skate,NA
161633.0,Fis-31600,Mustelus manazo,Mustelus manazo,Starspotted smooth-hound,NA
161634.0,Fis-29484,Pristiophorus japonicus,Pristiophorus japonicus,Japanese sawshark,NA
161636.0,Fis-132525,Okamejei acutispina,Okamejei acutispina,Sharpspine skate,NA
161637.0,Fis-160853,Dipturus australis,Dipturus australis,Sydney skate,NA
161640.0,Fis-30324,Mustelus lunulatus,Mustelus lunulatus,Sicklefin smooth-hound,NA
161641.0,Fis-54385,Bathyraja hesperafricana,Bathyraja hesperafricana,West African skate,NA
161642.0,Fis-131788,Fenestraja plutonia,Fenestraja plutonia,Pluto skate,NA
161644.0,Fis-160266,Halaelurus maculosus,Halaelurus maculosus,Indonesian Speckled Catshark,NA
161645.0,Fis-131819,Okamejei kenojei,Okamejei kenojei,Ocellate spot skate,NA
161646.0,Fis-58409,Narcine rierai,Narcine rierai,Slender electric ray,NA
161648.0,Fis-24133,Mustelus henlei,Mustelus henlei,Brown smooth-hound,NA
161649.0,Fis-29377,Etmopterus brachyurus,Etmopterus brachyurus,Shorttail lanternshark,NA
161651.0,Fis-160887,Orectolobus parvimaculatus,Orectolobus parvimaculatus,Dwarf spotted wobbegong,NA
161652.0,Fis-160938,Holohalaelurus favus,Holohalaelurus favus,null,NA
161653.0,Fis-131843,Dipturus springeri,Dipturus springeri,Roughbelly skate,NA
161655.0,Fis-54787,Irolita waitii,Irolita waitii,Southern round skate,NA
161658.0,Fis-30564,Raja eglanteria,Raja eglanteria,Clearnose skate,NA
161659.0,Fis-32091,Bathyraja irrasa,Bathyraja irrasa,Kerguelen sandpaper skate,NA
161661.0,Fis-24308,Bathyraja aleutica,Bathyraja aleutica,Aleutian skate,NA
161662.0,Fis-23241,Rhizoprionodon longurio,Rhizoprionodon longurio,Pacific sharpnose shark,NA
161664.0,Fis-160886,Orectolobus floridus,Orectolobus floridus,Floral banded wobbegong,NA
161665.0,Fis-47411,Narke japonica,Narke japonica,Japanese sleeper ray,NA
161666.0,Fis-131718,Neoraja caerulea,Neoraja caerulea,Blue ray,NA
161635.0,Fis-23105,Deania quadrispinosa,Deania quadrispinosa,Longsnout dogfish,NA
161669.0,Fis-52100,Beringraja pulchra,Raja pulchra,Mottled skate,NA
161673.0,Fis-33294,Raja polystigma,Raja polystigma,Speckled ray,NA
161674.0,Fis-30995,Hexatrygon bickelli,Hexatrygon bickelli,Sixgill stingray,NA
161675.0,Fis-23158,Holohalaelurus punctatus,Holohalaelurus punctatus,African spotted catshark,NA
161681.0,Fis-126296,Anacanthobatis folirostris,Anacanthobatis folirostris,Leaf-nose leg skate,NA
161682.0,Fis-126306,Cruriraja rugosa,Cruriraja rugosa,Rough leg skate,NA
161685.0,Fis-132551,Leucoraja leucosticta,Leucoraja leucosticta,Whitedappled skate,NA
161686.0,Fis-30573,Raja texana,Raja texana,Roundel skate,NA
161689.0,Fis-28850,Urotrygon aspidura,Urotrygon aspidura,Panamic stingray,NA
161691.0,Fis-31017,Raja brachyura,Raja brachyura,Blonde ray,NA
161692.0,Fis-26148,Himantura uarnak,Himantura uarnak,Honeycomb stingray,NA
161693.0,Fis-131789,Fenestraja cubensis,Fenestraja cubensis,Cuban pygmy skate,NA
161694.0,Fis-32721,Raja equatorialis,Raja equatorialis,Equatorial skate,NA
161695.0,Fis-25889,Chaenogaleus macrostoma,Chaenogaleus macrostoma,Hooktooth shark,NA
161696.0,Fis-23898,Alopias superciliosus,Alopias superciliosus,Bigeye thresher,NA
161697.0,Fis-47714,Acroteriobatus ocellatus,Rhinobatos ocellatus,null,NA
161700.0,Fis-149485,Narcine lasti,Narcine lasti,Western numbfish,NA
161701.0,Fis-52109,Bathyraja trachouros,Bathyraja trachouros,Eremo skate,NA
161702.0,Fis-131870,Rajella purpuriventralis,Rajella purpuriventralis,Purplebelly skate,NA
161705.0,Fis-23133,Galeus murinus,Galeus murinus,Mouse catshark,NA
161706.0,Fis-24310,Bathyraja kincaidii,Bathyraja interrupta,Sandpaper skate,NA
161707.0,Fis-25414,Paragaleus pectoralis,Paragaleus pectoralis,Atlantic weasel shark,NA
161708.0,Fis-63232,Breviraja spinosa,Breviraja spinosa,Spinose skate,NA
161710.0,Fis-131465,Cruriraja andamanica,Cruriraja andamanica,Andaman leg skate,NA
161711.0,Fis-115739,Cruriraja poeyi,Cruriraja poeyi,Cuban leg skate,NA
161712.0,Fis-115966,Cruriraja atlantis,Cruriraja atlantis,Cuban legskate,NA
161713.0,Fis-32609,Rhinobatos schlegelii,Rhinobatos schlegelii,Brown guitarfish,NA
161714.0,Fis-23152,Heterodontus japonicus,Heterodontus japonicus,Japanese bullhead shark,NA
161716.0,Fis-32719,Narcine entemedor,Narcine entemedor,Giant electric ray,NA
161717.0,Fis-29521,Scymnodon ringens,Scymnodon ringens,Knifetooth dogfish,NA
161718.0,Fis-131839,Dipturus olseni,Dipturus olseni,Spreadfin skate,NA
161722.0,Fis-123550,Bathyraja bergi,Bathyraja bergi,Bottom skate,NA
161723.0,Fis-64122,Raja pita,Raja pita,Pita skate,NA
161724.0,Fis-120202,Cephaloscyllium umbratile,Cephaloscyllium umbratile,Blotchy swell shark,NA
161680.0,Fis-23141,Halaelurus buergeri,Halaelurus buergeri,Blackspotted catshark,NA
161726.0,Fis-160669,Parmaturus albipenis,Parmaturus albipenis,White-clasper catshark,NA
161728.0,Fis-28787,Brevitrygon imbricata,Himantura imbricata,Scaly whipray,NA
161729.0,Fis-132537,Dipturus nidarosiensis,Dipturus nidarosiensis,Norwegian skate,NA
161730.0,Fis-35538,Urotrygon munda,Urotrygon munda,Munda round ray,NA
161731.0,Fis-20033,Pteroplatytrygon violacea,Pteroplatytrygon violacea,Pelagic stingray,NA
161732.0,Fis-131432,Galeus antillensis,Galeus antillensis,null,NA
161733.0,Fis-31586,Proscyllium habereri,Proscyllium habereri,Graceful catshark,NA
161735.0,Fis-132527,Okamejei boesemani,Okamejei boesemani,Boeseman's skate,NA
161737.0,Fis-24125,Mobula hypostoma,Mobula hypostoma,Lesser devil ray,NA
161738.0,Fis-131838,Dipturus macrocauda,Dipturus macrocauda,Bigtail skate,NA
161739.0,Fis-26346,Bathyraja eatonii,Bathyraja eatonii,Eaton's skate,NA
161743.0,Fis-30586,Pseudobatos lentiginosus,Rhinobatos lentiginosus,Atlantic guitarfish,NA
161744.0,Fis-35265,Pateobatis jenkinsii,Himantura jenkinsii,Jenkins whipray,NA
161745.0,Fis-32811,Temera hardwickii,Temera hardwickii,Finless sleeper ray,NA
161746.0,Fis-33775,Heteronarce garmani,Heteronarce garmani,Natal electric ray,NA
161747.0,Fis-35539,Urotrygon nana,Urotrygon nana,Dwarf stingray,NA
161748.0,Fis-33107,Dasyatis marmorata,Dasyatis marmorata,Marbled stingray,NA
161725.0,Fis-132526,Okamejei schmidti,Okamejei schmidti,Browneye skate,NA
44170.0,Fis-154009,Bythaelurus dawsoni,Bythaelurus dawsoni,New Zealand catshark,NA
44209.0,Fis-22998,Apristurus brunneus,Apristurus brunneus,Brown catshark,NA
44183.0,Fis-30562,Beringraja binoculata,Raja binoculata,Big skate,NA
44186.0,Fis-54720,Aptychotrema vincentiana,Aptychotrema vincentiana,Western shovelnose ray,NA
44206.0,Fis-131441,Oxynotus japonicus,Oxynotus japonicus,Japanese roughshark,NA
44205.0,Fis-131445,Trigonognathus kabeyai,Trigonognathus kabeyai,Viper dogfish,NA
44216.0,Fis-23002,Apristurus laurussonii,Apristurus laurussonii,Iceland catshark,NA
44212.0,Fis-22999,Apristurus herklotsi,Apristurus herklotsi,Longfin catshark,NA
44210.0,Fis-142259,Apristurus fedorovi,Apristurus fedorovi,null,NA
44215.0,Fis-29281,Apristurus kampae,Apristurus kampae,Longnose catshark,NA
44214.0,Fis-23001,Apristurus investigatoris,Apristurus investigatoris,Broadnose catshark,NA
44224.0,Fis-23007,Apristurus profundorum,Apristurus profundorum,Deep-water catshark,NA
44217.0,Fis-29282,Apristurus longicephalus,Apristurus longicephalus,Longhead catshark,NA
44218.0,Fis-23003,Apristurus macrorhynchus,Apristurus macrorhynchus,Flathead catshark,NA
44223.0,Fis-23006,Apristurus platyrhynchus,Apristurus platyrhynchus,Borneo catshark,NA
44221.0,Fis-29285,Apristurus parvipinnis,Apristurus parvipinnis,Smallfin catshark,NA
44222.0,Fis-142346,Apristurus pinguis,Apristurus pinguis,null,NA
44228.0,Fis-154010,Bythaelurus hispidus,Bythaelurus hispidus,Bristly catshark,NA
44227.0,Fis-162990,Bythaelurus alcockii,Bythaelurus alcockii,Arabian catshark,NA
44684.0,Fis-25341,Plectropomus leopardus,Plectropomus leopardus,Leopard coralgrouper,NA
22696657.0,ITS-174712,Morus bassanus,Morus bassanus,northern gannet,NA
22696668.0,ITS-561224,Morus capensis,Morus capensis,Cape gannet,NA
22696675.0,ITS-561225,Morus serrator,Morus serrator,Australasian gannet,NA
44463.0,Fis-29563,Thalassophryne uranoscopus,Thalassophryne maculosa,Cano toadfish,NA
22696683.0,ITS-174702,Sula nebouxii,Sula nebouxii,blue-footed booby,NA
22696686.0,ITS-174710,Sula variegata,Sula variegata,Peruvian booby,NA
44496.0,Fis-29481,Pliotrema warreni,Pliotrema warreni,Sixgill sawshark,NA
44514.0,Fis-29326,Centroscyllium nigrum,Centroscyllium nigrum,Combtooth dogfish,NA
22696725.0,ITS-174729,Microcarbo africanus,Phalacrocorax africanus,long-tailed cormorant,NA
44683.0,Fis-23652,Mycteroperca venenosa,Mycteroperca venenosa,Yellowfin grouper,NA
44618.0,Fis-131805,Rajella caudaspinosa,Rajella caudaspinosa,Munchskin skate,NA
44566.0,Fis-30530,Pseudotriakis microdon,Pseudotriakis microdon,False catshark,NA
44565.0,Fis-31578,Mitsukurina owstoni,Mitsukurina owstoni,Goblin shark,NA
44563.0,Fis-132046,Centrophorus isodon,Centrophorus isodon,Blackfin gulper shark,NA
44568.0,Fis-29461,Oxynotus caribbaeus,Oxynotus caribbaeus,Caribbean roughshark,NA
44572.0,Fis-29279,Apristurus canutus,Apristurus canutus,Hoary catshark,NA
44570.0,Fis-131358,Scymnodalatias oligodon,Scymnodalatias oligodon,Sparsetooth dogfish,NA
44581.0,Fis-25904,Mustelus fasciatus,Mustelus fasciatus,Striped smooth-hound,NA
44577.0,Fis-149483,Benthobatis kreffti,Benthobatis kreffti,null,NA
44575.0,Fis-132553,Atlantoraja castelnaui,Atlantoraja castelnaui,Spotback skate,NA
44576.0,Fis-127216,Bathyraja longicauda,Bathyraja longicauda,Slimtail skate,NA
44580.0,Fis-31599,Mustelus dorsalis,Mustelus dorsalis,Sharptooth smooth-hound,NA
44579.0,Fis-23154,Heterodontus quoyi,Heterodontus quoyi,Galapagos bullhead shark,NA
44584.0,Fis-46990,Pseudobatos planiceps,Rhinobatos planiceps,Pacific guitarfish,NA
44582.0,Fis-132505,Psammobatis bergi,Psammobatis bergi,Blotched sand skate,NA
44583.0,Fis-132506,Psammobatis extenta,Psammobatis extenta,Zipper sand skate,NA
44586.0,Fis-150165,Schroederichthys saurisqualus,Schroederichthys saurisqualus,Lizard catshark,NA
44585.0,Fis-23247,Schroederichthys chilensis,Schroederichthys chilensis,Redspotted catshark,NA
44602.0,Fis-23008,Apristurus saldanha,Apristurus saldanha,Saldanha catshark,NA
44590.0,Fis-29518,Scyliorhinus hesperius,Scyliorhinus hesperius,Whitesaddled catshark,NA
44588.0,Fis-29515,Scyliorhinus besnardi,Scyliorhinus besnardi,Polkadot catshark,NA
44589.0,Fis-23254,Scyliorhinus haeckelii,Scyliorhinus haeckelii,Freckled catshark,NA
44591.0,Fis-29528,Sphyrna corona,Sphyrna corona,Scalloped bonnethead,NA
44592.0,Fis-23469,Hypanus guttatus,Dasyatis guttata,Longnose stingray,NA
44601.0,Fis-170053,Anacanthobatis ori,Indobatis ori,Black legskate,NA
44597.0,Fis-131498,Sympterygia bonapartii,Sympterygia bonapartii,Smallnose fanskate,NA
44600.0,Fis-170054,Anacanthobatis marmoratus,Anacanthobatis marmorata,Spotted legskate,NA
44598.0,Fis-63251,Urotrygon microphthalmum,Urotrygon microphthalmum,Smalleyed round stingray,NA
44599.0,Fis-23004,Apristurus manis,Apristurus manis,Ghost catshark,NA
44605.0,Fis-154012,Bythaelurus lutarius,Bythaelurus lutarius,Mud catshark,NA
44603.0,Fis-29390,Euprotomicroides zantedeschia,Euprotomicroides zantedeschia,Taillight shark,NA
44604.0,Fis-154008,Bythaelurus clevai,Bythaelurus clevai,Broadhead cat shark,NA
44606.0,Fis-23084,Cephaloscyllium sufflans,Cephaloscyllium sufflans,Balloon shark,NA
44615.0,Fis-58285,Neoraja stehmanni,Neoraja stehmanni,African pygmy skate,NA
44611.0,Fis-25897,Eridacnis sinuans,Eridacnis sinuans,African ribbontail catshark,NA
44609.0,Fis-131829,Dipturus pullopunctatus,Dipturus pullopunctatus,Slime skate,NA
44610.0,Fis-131844,Dipturus stenorhynchus,Dipturus stenorhynchus,Prow-nose skate,NA
44614.0,Fis-23155,Heterodontus ramalheira,Heterodontus ramalheira,Whitespotted bullhead shark,NA
44612.0,Fis-29409,Halaelurus lineatus,Halaelurus lineatus,Lined catshark,NA
44613.0,Fis-23144,Halaelurus natalensis,Halaelurus natalensis,Tiger catshark,NA
44682.0,Fis-23651,Mycteroperca tigris,Mycteroperca tigris,Tiger grouper,NA
44649.0,Fis-29400,Galeus polli,Galeus polli,African sawtail catshark,NA
44621.0,Fis-31223,Torpedo fuscomaculata,Torpedo fuscomaculata,Black-spotted torpedo,NA
44619.0,Fis-170052,Rajella leopardus,Rajella leoparda,Leopard skate,NA
44620.0,Fis-132543,Rajella ravidula,Rajella ravidula,Smoothback skate,NA
44640.0,Fis-132516,Psammobatis normani,Psammobatis normani,Shortfin sand skate,NA
44639.0,Fis-29286,Apristurus riveri,Apristurus riveri,Broadgill catshark,NA
44647.0,Fis-26910,Urotrygon chilensis,Urotrygon chilensis,Blotched stingray,NA
44643.0,Fis-125968,Sympterygia lima,Sympterygia lima,Filetail fanskate,NA
44641.0,Fis-132008,Psammobatis rudis,Psammobatis rudis,Smallthorn sand skate,NA
44642.0,Fis-131502,Sympterygia acuta,Sympterygia acuta,Bignose fanskate,NA
44644.0,Fis-131999,Dipturus leptocaudus,Dipturus leptocauda,Thintail skate,NA
44681.0,Fis-22721,Epinephelus morio,Epinephelus morio,Red grouper,NA
44656.0,Fis-131995,Gurgesiella dorsalifera,Gurgesiella dorsalifera,Onefin skate,NA
44650.0,Fis-132559,Rajella barnardi,Rajella barnardi,Bigthorn skate,NA
44651.0,Fis-131897,Rajella dissimilis,Rajella dissimilis,Ghost skate,NA
44655.0,Fis-127218,Rajella nigerrima,Rajella nigerrima,Blackish skate,NA
44653.0,Fis-29262,Aculeola nigra,Aculeola nigra,Hooktooth dogfish,NA
44654.0,Fis-125920,Gurgesiella furvescens,Gurgesiella furvescens,Dusky finless skate,NA
44657.0,Fis-23005,Apristurus microps,Apristurus microps,Smalleye catshark,NA
44672.0,Fis-26130,Dermatolepis striolata,Dermatolepis striolata,Smooth grouper,NA
44668.0,Fis-145581,Choerodon cauteroma,Choerodon cauteroma,Bluespotted tuskfish,NA
44666.0,Fis-23240,Rhizoprionodon lalandii,Rhizoprionodon lalandii,Brazilian sharpnose shark,NA
44669.0,Fis-26112,Choerodon schoenleinii,Choerodon schoenleinii,Blackspot tuskfish,NA
44670.0,Fis-28694,Choerodon cyanodus,Choerodon cyanodus,Blue tuskfish,NA
44675.0,Fis-163783,Hyporthodus quernus,Hyporthodus quernus,Hawaiian grouper,NA
44673.0,Fis-25130,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,Brown-marbled grouper,NA
44674.0,Fis-26136,Epinephelus coioides,Epinephelus coioides,Orange-spotted grouper,NA
44677.0,Fis-31618,Epinephelus albomarginatus,Epinephelus albomarginatus,White-edged grouper,NA
162497.0,W-Msc-342149,Sepia lycidas,Sepia lycidas,kisslip cuttlefish,NA
162498.0,SLB-71257,Sepia hierredda,Sepia hierredda,Giant African cuttlefish,NA
162499.0,SLB-71216,Sepioloidea lineolata,Sepioloidea lineolata,striped dumpling squid,NA
162500.0,SLB-71321,Sepiella inermis,Sepiella inermis,spineless cuttlefish,NA
162502.0,W-Msc-157037,Stoloteuthis leucoptera,Stoloteuthis leucoptera,butterfly bob tail,NA
162504.0,W-Msc-181376,Sepia pharaonis,Sepia pharaonis,pharaoh cuttlefish,NA
162505.0,SLB-71265,Sepia latimanus,Sepia latimanus,broadclub cuttlefish,NA
162509.0,SLB-71311,Sepia trygonina,Sepia trygonina,trident cuttlefish,NA
162510.0,SLB-71295,Sepia robsoni,Sepia robsoni,null,NA
162513.0,SLB-71270,Sepia madokai,Sepia madokai,Madokai's cuttlefish,NA
162523.0,SLB-71367,Rossia macrosoma,Rossia macrosoma,stout bobtail,NA
162524.0,W-Msc-342185,Sepia vietnamica,Sepia vietnamica,Viet Nam cuttlefish,NA
162533.0,SLB-71317,Sepia vossi,Sepia vossi,Voss' cuttlefish,NA
162535.0,W-Msc-342156,Sepia omani,Sepia omani,Oman cuttlefish,NA
162538.0,W-Msc-342367,Metasepia tullbergi,Metasepia tullbergi,paintpot cuttlefish,NA
162539.0,W-Msc-141453,Sepiola affinis,Sepiola affinis,null,NA
162540.0,W-Msc-342180,Sepia tenuipes,Sepia tenuipes,null,NA
162547.0,SLB-71329,Idiosepius notoides,Idiosepius notoides,Southern pygmy squid,NA
162549.0,W-Msc-141445,Sepia orbignyana,Sepia orbignyana,pink cuttlefish,NA
162552.0,W-Msc-153083,Rossia palpebrosa,Rossia palpebrosa,warty bobtail squid,NA
162554.0,SLB-71282,Sepia papuensis,Sepia papuensis,Papuan cuttlefish,NA
162556.0,W-Msc-220309,Sepia prashadi,Sepia prashadi,hooded cuttlefish,NA
162557.0,W-Msc-141452,Sepietta oweniana,Sepietta oweniana,common bobtail squid,NA
162559.0,W-Msc-342324,Euprymna tasmanica,Euprymna tasmanica,southern bobtail squid,NA
162562.0,W-Msc-342190,Heteroteuthis hawaiiensis,Heteroteuthis serventyi,null,NA
162564.0,SLB-71234,Sepia bertheloti,Sepia bertheloti,African cuttlefish,NA
162566.0,W-Msc-342137,Sepia hieronis,Sepia hieronis,null,NA
162567.0,W-Msc-225586,Sepiella ornata,Sepiella ornata,ornate cuttlefish,NA
162573.0,W-Msc-342232,Semirossia equalis,Semirossia equalis,greater shining bobtail,NA
162575.0,W-Msc-157032,Rossia megaptera,Rossia megaptera,big-fin bobtail squid,NA
162581.0,W-Msc-342124,Sepia confusa,Sepia confusa,null,NA
162582.0,SLB-71239,Sepia chirotrema,Sepia chirotrema,null,NA
162587.0,W-Msc-141548,Spirula spirula,Spirula spirula,ram's horn squid,NA
162594.0,W-Msc-342120,Sepia brevimana,Sepia brevimana,shortclub cuttlefish,NA
162596.0,SLB-71266,Sepia limata,Sepia limata,null,NA
162597.0,W-Msc-141458,Sepiola robusta,Sepiola robusta,null,NA
162598.0,W-Msc-342322,Euprymna scolopes,Euprymna scolopes,Hawaiian bobtail squid,NA
162601.0,SLB-71334,Austrorossia antillensis,Austrorossia antillensis,Antilles bobtail,NA
162604.0,SLB-71332,Idiosepius pygmaeus,Idiosepius pygmaeus,two-tone pygmy squid,NA
162605.0,SLB-71230,Sepia bandensis,Sepia bandensis,stumpy cuttlefish,NA
162606.0,SLB-71276,Sepia novaehollandiae,Sepia novaehollandiae,null,NA
162609.0,SLB-71383,Sepiola birostrata,Sepiola birostrata,butterfly bobtail,NA
162610.0,W-Msc-141450,Sepietta neglecta,Sepietta neglecta,null,NA
162611.0,SLB-71337,Austrorossia enigmatica,Austrorossia enigmatica,null,NA
162612.0,W-Msc-342158,Sepia papillata,Sepia papillata,null,NA
162616.0,W-Msc-157036,Semirossia tenera,Semirossia tenera,lesser shining bobtail,NA
162617.0,W-Msc-156383,Rossia moelleri,Rossia moelleri,null,NA
162618.0,SLB-71242,Sepia cultrata,Sepia cultrata,knifebone cuttlefish,NA
162620.0,W-Msc-141455,Sepiola aurantiaca,Sepiola aurantiaca,null,NA
162626.0,SLB-71306,Sepia sulcata,Sepia sulcata,grooved cuttlefish,NA
162629.0,SLB-71235,Sepia braggi,Sepia braggi,slender cuttlefish,NA
162630.0,W-Msc-342317,Euprymna morsei,Euprymna morsei,Mimika bobtail squid,NA
162633.0,SLB-71294,Sepia rhoda,Sepia rhoda,null,NA
