Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,,,,,,,,,,,,,,,,,,,,,1.34955E+11,1.51922E+11,1.66064E+11,1.71206E+11,1.88999E+11,2.03728E+11,2.16974E+11,2.28513E+11,2.4732E+11,2.70473E+11,2.94536E+11,3.07206E+11,3.18117E+11,3.36578E+11,3.5699E+11,3.77805E+11,4.02385E+11,4.24483E+11,4.53417E+11,4.7922E+11,5.03196E+11,5.31435E+11,5.64874E+11,5.92747E+11,6.30572E+11,6.63352E+11,7.06743E+11,7.61065E+11,7.94634E+11,8.72942E+11,8.62588E+11,9.40264E+11,1.00855E+12
Austria,AUT,,,,,,,,,,,,,,,,,,,,,78352442300,85572257378,92611924916,99137563525,1.02914E+11,1.08707E+11,1.13695E+11,1.18617E+11,1.2676E+11,1.36675E+11,1.48129E+11,1.58657E+11,1.65826E+11,1.70359E+11,1.781E+11,1.86646E+11,1.93905E+11,1.99209E+11,2.09079E+11,2.17282E+11,2.31573E+11,2.3351E+11,2.46209E+11,2.54349E+11,2.68412E+11,2.76672E+11,3.02094E+11,3.15872E+11,3.31667E+11,3.25305E+11,3.38957E+11,3.55245E+11,3.66629E+11
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24579791234,25237195042,19945030705,15673990755,12842473273,11590579832,11949163061,12885927131,14373650272,15663656652,17778861376,19981935601,22458899394,25500372595,28891463741,37730965492,52385274480,67406390444,76337853466,84170597084,89561389924,92381515295,98775705515
"Bahamas, The",BHS,,,,,,,,,,,,,,,,,,,,,2618848323,2600024536,2943223325,3169700327,3754797629,4056331084,4221551593,4474924661,4737714887,5246781320,5358841616,5309243574,5213686076,5344390073,5624920093,6007812357,6372429197,6629223041,7039411579,7652908845,8142905639,8546162473,8919837717,8992542024,9326987417,9963764564,10544058090,11006686020,10988637198,10622378941,10870827910,11286336171,11764792984
Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,3612807639,3741328202,3669351774,4057720589,4420775518,4339007718,4488504673,5100450425,5647531091,5881458259,6375435552,7332388063,7987701133,9213378177,9377462516,9972731778,10566459365,11103277078,11798580098,12486360131,13432626241,14369065821,15370489112,16824251124,18265900390,20344224752,22407560903,24980149979,27141098296,28228407961,29893295387,,
Bangladesh,BGD,,,,,,,,,,,,,,,,,,,,,26053200460,29578378382,32126271972,34738290418,37910222737,40327255371,42980602605,45891054583,48514535574,51655898916,56800421187,60691930326,65093068376,69563041297,73878659995,79320621871,84456265746,90722227800,96805895306,1.03008E+11,1.11493E+11,1.20034E+11,1.27369E+11,1.36888E+11,1.49561E+11,1.63728E+11,1.80214E+11,1.97359E+11,2.1421E+11,2.28499E+11,2.4561E+11,2.67662E+11,2.91299E+11
Barbados,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,2190177517,2450326586,2547863420,2801376167,3053312836,3016779528,3028464831,2938297265,3032395478,3217122077,3341021494,3462541749,3754980096,3964319626,4126736478,4313492859,4188335490,4105441830,4276095209,4558356419,4859542249,5187828949,5363729664,5492208554,5246833723,,,
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47346730392,48368273292,44645909915,42157241636,37982752156,34824296052,36433285797,41369097564,45474093128,47709667002,51569008681,55230164896,58958797631,64440802664,73838257109,83491527464,94801708412,1.05986E+11,1.19431E+11,1.20678E+11,1.31709E+11,1.41909E+11,1.47442E+11
Belgium,BEL,,,,,,,,,,,,,,,,,,,,,1.00794E+11,1.09932E+11,1.17324E+11,1.22345E+11,1.30071E+11,1.36258E+11,1.41843E+11,1.4937E+11,1.61831E+11,1.73786E+11,1.86169E+11,1.96301E+11,2.04039E+11,2.06512E+11,2.17636E+11,2.27449E+11,2.31718E+11,2.42631E+11,2.48656E+11,2.59291E+11,2.83448E+11,2.93365E+11,3.10463E+11,3.14342E+11,3.24901E+11,3.373E+11,3.60664E+11,3.78655E+11,3.96535E+11,3.94814E+11,4.12159E+11,4.2693E+11,4.33257E+11
Belize,BLZ,,,,,,,,,,,,,,,,,,,,,232964973.4,258087804,273037217.3,277859627.8,293939852.8,306148329.7,327310825.2,374686888.8,423552221.1,497030223.6,570711237.7,652049752.4,745916223.5,810113933.6,827913596.8,852630121.4,880125303.4,928895643.7,977182961.2,1078569685,1245582083,1336966110,1427952388,1593940149,1714471991,1825017017,1971550111,2055899576,2174734059,2193847615,2287667755,2381426574,
Benin,BEN,,,,,,,,,,,,,,,,,,,,,1910603594,2297682956,2492159419,2478096839,2775056036,3075157661,3212176194,3256696286,3484866737,3512843359,3973346945,4281987243,4501496443,4868661407,5068157880,5499574025,5838984800,6292849570,6634016794,7090839507,7596458078,8254095820,8758981669,9290718769,9849927669,10468464167,11211639261,12070409610,12956468469,13418864467,13945512596,14745058781,15908649489
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,179532993.7,223668605.7,245397400.8,283958266,307828187.2,330590101.3,377629242.5,500234041.6,543470924.6,605844137.6,697214588.8,717968029.7,766819516.1,799196946.2,855846773.8,937709742,1007423251,1082024980,1162116055,1273299593,1391038592,1539279572,1732088687,1904124111,2073088805,2294458187,2530702637,3070871654,3285340325,3537194812,4003094918,4436144099,4969751121
Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,9657818373,10592096774,10794836336,10768229280,11150230973,11298124650,11253445376,11868512444,12639157557,13612020068,14783223234,16090630246,16700064514,17794800550,19004548001,20356448789,21620440831,23129003375,24633512015,25101410571,26287653199,27336285348,28470689836,29858614638,31979191656,34501536008,37322982219,40157969728,43569714324,45428134951,47935606307,51488378122,55433709373
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649928899,4511689984,8676141792,11884604610,13931608923,15492932497,16698705989,17828681876,19078463465,20259559725,22099722057,23974933432,27088029230,29851004867,32788618930,32186153966,32720012370,34346999527,35406749691
Botswana,BWA,,,,,,,,,,,,,,,,,,,,,1632683521,1947575992,2317606315,2726021421,3070100367,3389293509,3748275255,4316513468,5335627362,6259513702,6936934938,7707665960,8099588667,8435762204,8919790046,9529257216,10236442770,11494856869,12888802676,13740256932,14863750310,15739454835,17436098717,18920560940,20615343094,21649422857,23495547714,26324541794,27902112666,25929767214,28411469186,31340230674,34037987497
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,4.3971E+11,4.59793E+11,4.90637E+11,4.92653E+11,5.38089E+11,5.98584E+11,6.60854E+11,7.04702E+11,7.28493E+11,7.80707E+11,7.75472E+11,8.1395E+11,8.27214E+11,8.84786E+11,9.50959E+11,1.01606E+12,1.05629E+12,1.11299E+12,1.12902E+12,1.1485E+12,1.22388E+12,1.26808E+12,1.3229E+12,1.36626E+12,1.48493E+12,1.58264E+12,1.69832E+12,1.85408E+12,1.99304E+12,2.00396E+12,2.18375E+12,2.29115E+12,2.36578E+12
Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,7283671586,6386862933,7044103503,7359456025,7681660603,7798243710,7756116372,8143761409,8519835913,8745593846,9176167161,9786493353,10468136407,10730220537,11293070455,12073348426,12640797387,12694929813,12801375936,13385528833,14064818063,14778374983,15599884044,16391047401,16936858200,17566847030,18931013114,19509956519,19554749710,19378366742,20147968919,21031031410,21992037342
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,24506995738,28117311914,30526849322,32822933068,35212344335,37261473424,39697499622,43334520261,49751578963,49926047489,47094950300,44582905729,42211434496,42498353524,44151986944,46471370381,38798336378,40356879823,45137279547,46510538701,50859870091,54218631647,59639448753,64250989097,69017612607,75923840852,85177784112,94551292251,1.06083E+11,1.03287E+11,1.04668E+11,1.10894E+11,1.16382E+11
Burkina Faso,BFA,,,,,,,,,,,,,,,,,,,,,2111760212,2407965862,2798961279,2919742042,2975514891,3327561106,3672603020,3771273738,4128782269,4376328279,4514917165,5091768895,5211116999,5509696148,5695803102,6161481273,6961273128,7543679485,8208672163,8945732149,9308098113,10145991312,10841113255,11933173596,12818113505,14390722537,15860320284,16908666203,18284965746,18992665928,20774866838,22110107361,24903732595
Burundi,BDI,,,,,,,,,,,,,,,,,,,,,1191616542,1461822941,1534548454,1654516644,1719325430,1980611149,2090709850,2270390978,2467655904,2595103147,2787793065,3026567701,3121529342,2990911465,2934923006,2765348879,2589170422,2597122200,2758704185,2770883444,2806581379,2929215206,3109145453,3135789779,3379785231,3523396912,3832904322,4132778876,4437410025,4631670997,4871325912,5183497385,5518442237
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6077170891,6765152749,7368553200,7904903174,8510094489,9061910275,10289861134,11434114505,12633320989,13697093091,15175221027,17215177725,20143333754,23032802717,26120984970,28485168810,28760435409,30883118081,33769923989,37078276110
Cameroon,CMR,,,,,,,,,,,,,,,,,,,,,8728168475,11176951075,12749204899,14163599048,15793969772,17588696053,19199652922,19337964449,18445766066,18791957363,18313761888,18214927939,18022037314,17827801544,17736010676,18747534166,20033477879,21461080058,22859246794,24213550024,25776437894,27550812799,29120666492,30932664059,32979591404,34856839003,37140684873,39510546701,41417105300,42606357901,44601128825,47417588444,50819740892
Canada,CAN,,,,,,,,,,,,,,,,,,,,,2.71283E+11,3.07103E+11,3.16499E+11,3.3796E+11,3.71041E+11,4.0065E+11,4.19525E+11,4.50192E+11,4.88918E+11,5.20725E+11,5.41904E+11,5.49371E+11,5.6734E+11,5.93353E+11,6.34867E+11,6.66239E+11,6.89963E+11,7.31875E+11,7.70476E+11,8.25019E+11,8.74086E+11,9.09848E+11,9.37829E+11,9.89275E+11,1.04882E+12,1.132E+12,1.20085E+12,1.26285E+12,1.29896E+12,1.2749E+12,1.33349E+12,1.42736E+12,1.48916E+12
Cape Verde,CPV,,,,,,,,,,,,,,,,,,,,,142251955.4,168733620.1,184071394.3,209570574.3,225667807.5,252657607.7,265724128.2,285295367.4,312934933.5,343217175,358699709.9,376097449.1,395710230.6,433948354.3,473466477.7,520776468.1,565474866.5,620407730,682051575.7,774131040.2,848354077.2,920836222.3,985222550.9,1053088127,1129034371,1242576850,1412746715,1579437003,1714416081,1793693490,1912382954,2051619220,2190256348
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,1078933921,1161829401,1327722466,1268076359,1440450423,1542739301,1633667433,1598481303,1682436679,1780289797,1808124380,1859242921,1776449393,1821480236,1949635781,2138632628,2089441879,2242596773,2380984491,2502869085,2493098378,2564916999,2590931318,2457677445,2552041205,2700032166,2893045823,3087064430,3218436741,3301917609,3456508838,3639479017,3878254019
Chad,TCD,,,,,,,,,,,,,,,,,,,,,1414259314,1562940675,1746822948,2100631861,2224181497,2791620737,2737548123,2750445594,3286889113,3577220759,3557747630,3992630713,4402925805,3792597879,4262095105,4415179625,4592864687,4946062641,5364207071,5405695539,5474078267,6250824269,6891720083,8072840052,11090974312,13445267520,13906767384,14338559956,14597012735,14548601008,16659838803,17286512548,18583528998
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,,,,,,,,,,,,,,,,,,,,,26038545592,29828108130,28378634090,28384076521,31798253201,35102283604,37895532811,41996205049,47091970712,54579112991,59375684505,67046275377,77839486621,85959802883,93698359602,1.06869E+11,1.17122E+11,1.2701E+11,1.32528E+11,1.33379E+11,1.50108E+11,1.58651E+11,1.64721E+11,1.74846E+11,1.90631E+11,2.08689E+11,2.55673E+11,2.79179E+11,2.76616E+11,2.75091E+11,3.19124E+11,3.63488E+11,3.95671E+11
China,CHN,,,,,,,,,,,,,,,,,,,,,2.45467E+11,2.82433E+11,3.26909E+11,3.76882E+11,4.50474E+11,5.26903E+11,5.86088E+11,6.73238E+11,7.75408E+11,8.37586E+11,9.02388E+11,1.0189E+12,1.18809E+12,1.38411E+12,1.5973E+12,1.81262E+12,2.02919E+12,2.26066E+12,2.47123E+12,2.69803E+12,2.98795E+12,3.30931E+12,3.66909E+12,4.12101E+12,4.6648E+12,5.36425E+12,6.24054E+12,7.3333E+12,8.21503E+12,9.04966E+12,1.01245E+13,1.13015E+13,1.2471E+13
Colombia,COL,,,,,,,,,,,,,,,,,,,,,67966500567,76018960301,81415584483,85976954473,92198939358,97948959222,1.05985E+11,1.14951E+11,1.23783E+11,1.32832E+11,1.462E+11,1.54611E+11,1.65812E+11,1.73456E+11,1.87316E+11,2.01646E+11,2.09436E+11,2.20796E+11,2.25173E+11,2.1887E+11,2.33489E+11,2.42789E+11,2.5291E+11,2.68356E+11,2.90614E+11,3.14392E+11,3.4627E+11,3.80896E+11,4.03128E+11,4.13387E+11,4.35556E+11,4.74382E+11,5.0504E+11
Comoros,COM,,,,,,,,,,,,,,,,,,,,,189308156.1,215053139.7,242720467.2,264485828.9,285698466,301137526.3,313619475.7,328095881.8,348646079.7,350263787.1,382057467,373726314.7,414152074.4,435953970.4,421357839.4,446725971.3,448763878.4,475850389.6,488724663.1,505432357.5,523689881.4,553392417.9,585714297.5,612851709.1,628569861.2,676904052.1,707420264.4,731503232.9,754968637,775390688.3,801881032.2,837180883.1,882343044
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,10045242494,11244963809,11875493465,12519510176,13709474210,14194254351,15196177965,16059923870,16697362662,17106564254,16589118127,15708423380,14355167233,12693993235,12447301341,12826039588,12919597519,12428967809,12398874400,12043465707,11453729292,11467413930,12057834824,13024844853,14280180500,15905111821,17334550172,18953299936,20564804295,21333555199,23169924413,25290801391,27739811537
"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,2534667987,3260684628,4275678275,4705001151,5222260996,5317937332,5063794326,5222030626,5499327584,5854702507,6137514440,6498101361,6808274828,6889376624,6643502387,7068984887,7502821352,7599676120,7994472262,7902234626,8684842819,9219473521,9798471018,10086239071,10730327212,11946336814,13100729337,13267242009,14316260720,15520746867,17104863461,18066317445,19196112759
Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,7135625982,7627893537,7503049213,8023143210,8840726995,9205599130,9955880351,10952147025,11766413260,12827834480,13834254348,14672288872,16352429900,17949834801,19181537873,20397369379,20942595118,22537057488,24772884806,27202868375,28291941602,29244786052,30582206716,33226310967,35615496941,38963718161,43751910821,48592843785,51024127476,50949755205,54189299995,57796407931,62197032213
Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,,,,,,10633897191,12037670919,12796747080,12784080044,12905910324,13898716250,14672624285,15049818363,15750902993,16825647855,17272386962,17866673630,18198389439,18561571133,19093128095,20929499707,22946458937,24726433464,26265428460,27073354064,26635702586,27233776137,27280030204,27421434516,28698100858,30023069144,31203581325,32658758304,34158733081,35751159662,37096879879,36094587434,40456666302
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37225310294,40438536148,43826912873,45386419474,45396818885,48340007848,51788890642,55822146371,59592538933,64100949548,68104374244,74568744143,82894499012,89634605173,84850266185,81934181426,84827417730,87610112358
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,2576290582,2888672399,3249218658,3566294150,4024295851,4349684646,4611654915,5082144550,5713868145,6400161119,7134732066,7431750229,8301586388,8542974291,9231209314,10022172866,10444070292,10905646549,11660464163,12349311150,13491253750,14684404323,15183747347,15759394495,17168331987,18496340420,20311839225,22331790444,25232117549,25202527270,25544351443,26282631896,26719719726
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27248E+11,1.16454E+11,1.18616E+11,1.21295E+11,1.27435E+11,1.38172E+11,1.47226E+11,1.48141E+11,1.48369E+11,1.51998E+11,1.59697E+11,1.72167E+11,1.79311E+11,1.9154E+11,2.04966E+11,2.17659E+11,2.38566E+11,2.62644E+11,2.69838E+11,2.68945E+11,2.6615E+11,2.75093E+11,2.77865E+11
Denmark,DNK,,,,,,,,,,,,,,,,,,,,,50952520589,55233718533,60775344397,64854756562,70093542538,75141185902,80623393332,83227980255,85981193108,89748630502,94717366706,99349790497,1.03718E+11,1.059E+11,1.14089E+11,1.20026E+11,1.2651E+11,1.33357E+11,1.38566E+11,1.43272E+11,1.53876E+11,1.57726E+11,1.65346E+11,1.64079E+11,1.74459E+11,1.79888E+11,1.95738E+11,2.05856E+11,2.18809E+11,2.11358E+11,2.25169E+11,2.2802E+11,2.31379E+11
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110935819,1099552875,1122511364,1071171611,1082735977,1069277959,1043426609,1055608797,1071502280,1110904111,1139664831,1189368851,1240332931,1306986403,1395149052,1487146178,1608804981,1739874795,1881493069,1992921392,2090266385,2230800893,2393141589
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,147942599.7,181361832.8,200366915.8,213899104.2,233975451.2,244218293.8,267350551.5,295873950.9,332383168.2,344056748.6,375870906.4,391006993.3,407416838.2,423347601,438149891.3,457196745.3,477584481.2,494048391.8,525928671,537286683.2,518138150.1,529536072,526664710.5,577511594.5,611736248.5,626874694.1,708652567.9,772630200.7,851441126.4,849219956.6,870910962,898411920.4,906298298.9
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,10417774800,11881820893,12819889272,13943749388,14648696264,14775641951,15638054073,17724753855,18737441218,20298382283,19919088319,20790465372,23460159408,25706083659,26833598263,28966301981,31581487509,34766905824,37726937147,40850771033,44095435797,45910995372,49357113567,50269122425,52360458152,59109442657,67527446457,75373747518,81089502450,84627683567,92407191472,98603863744,1.04859E+11
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,23425133176,27058670562,28883801601,29925159556,31864180479,34129446983,36101523271,37062993849,40612872670,42565558021,45805672662,49394792850,51501566960,53669197953,57093816778,59738061555,61848690723,65769319023,68871833372,66569733935,68752657134,73134788468,77367235565,81147944621,90279769836,98211934236,1.05845E+11,1.11298E+11,1.20991E+11,1.22746E+11,1.27933E+11,1.40357E+11,1.50859E+11
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,51589403758,58543897768,68264277215,76216671559,83896256594,92166439568,96721050248,1.02063E+11,1.11216E+11,1.21141E+11,1.32904E+11,1.38903E+11,1.48115E+11,1.55753E+11,1.65238E+11,1.76932E+11,1.89048E+11,2.03273E+11,2.14449E+11,2.30879E+11,2.48536E+11,2.63156E+11,2.73769E+11,2.88463E+11,3.08709E+11,3.33218E+11,3.67509E+11,4.04967E+11,4.43543E+11,4.68409E+11,4.99105E+11,5.18707E+11,5.42715E+11
El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14142520529,15145948576,16631779289,18249019563,19747162337,21498827973,22252823996,23644873410,24876055659,26111334466,27250621512,28344757995,29479135995,30792419587,32243973658,34501160346,37007369106,39542446330,40931869800,39997931134,41086178064,42786472701,44518135681
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,430979580.4,430347351.3,462609037.5,491430012.6,503661492.4,539811350.1,551811149,623695936.5,677499919.8,726657990.9,849614688.1,1116636654,1948398005,2408678992,3456947524,3971543556,6635807963,8056054774,9373677746,13299230811,15080207467,13050840067,16370832423,19536303498,19870910004,19794769502,21216012396,22260449398
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092846007,1267068912,1567231346,1649531795,1834172407,2017386310,2081989727,2112802607,2090697551,2325295250,2434075281,2419349579,2523478018,2674360939,2733878799,2853275444,2631061797,2757075551,2855262159,3169112851,3471660278
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072125660,9817099039,11170667178,11721923937,12071126030,13533352704,14620050664,16289037150,18138148446,19932687370,22275160169,25712335118,28956906812,29582225379,26095389034,26927152050,29473690901,30838807349
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,11362931331,12165682521,13688381916,13797992592,12634726987,14165219082,16601014448,17265606100,17850898459,19033057599,18275259355,17041839408,19704348043,20746940975,22530454109,25778596134,27099040061,26529437180,28308075682,30676891680,33976721587,35051472354,35016374117,40887000695,47236917845,54043821030,61981371866,70186759368,77036104506,85824380495,94047964464,1.04454E+11
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,1041729910,1211486227,1208457963,1206509521,1356888118,1333815403,1469319886,1412326388,1475477209,1644907119,1806314438,1817271598,1968737835,2054754275,2203515693,2311148865,2464972522,2457216670,2524129402,2786520939,2798417826,2919097824,3061428594,3157175887,3417972569,3556144034,3738866738,3814533759,3939153833,3923213707,3968481052,4134812768,4323669356
Finland,FIN,,,,,,,,,,,,,,,,,,,,,42788980307,47401398465,51822874638,55501759969,59375819065,63209830370,66330366259,70658049011,76916473135,83882933602,87566616723,85230067218,84213358175,85364240708,90334136985,95862202012,98651391954,1.07559E+11,1.16248E+11,1.21974E+11,1.32874E+11,1.37691E+11,1.4318E+11,1.44017E+11,1.56126E+11,1.61097E+11,1.74297E+11,1.91176E+11,2.02337E+11,1.89747E+11,1.9324E+11,2.01949E+11,2.0699E+11
France,FRA,,,,,,,,,,,,,,,,,,,,,5.22735E+11,5.77325E+11,6.27306E+11,6.60153E+11,6.95184E+11,7.27951E+11,7.61018E+11,8.02041E+11,8.68487E+11,9.39125E+11,1.001E+12,1.04725E+12,1.08796E+12,1.10442E+12,1.15287E+12,1.20088E+12,1.23946E+12,1.29715E+12,1.36558E+12,1.42415E+12,1.53301E+12,1.6282E+12,1.70495E+12,1.69322E+12,1.76128E+12,1.8607E+12,1.98959E+12,2.11284E+12,2.19124E+12,2.1783E+12,2.229E+12,2.31191E+12,2.35487E+12
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,5542964348,6371373525,6550188389,7191163984,8021499707,8073620226,8187813926,6982692310,8154041791,9184011101,10027262803,11001771076,10886372969,11564100226,12237636705,13145181275,13862903758,14940988263,15677809021,14486717736,14521488586,15167273994,15372394858,16084721361,16759522687,17839029266,18632023014,20236885479,20891237180,20463677915,22126831516,24179420580,26260777208
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,492451308.9,556497504.3,585889557,675350476.1,725486660.9,741569866,789167656.9,832226022.3,899761921.8,988677000.6,1062693630,1132948163,1195896858,1258926877,1286541634,1328081673,1381651783,1477292868,1550478192,1673898383,1804173416,1952090131,1919316627,2094381071,2305068312,2359152822,2462633390,2626039084,2838034016,3047630586,3289957394,3215638591,3489522035
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,14630354309,16844433228,18228417137,19764631323,21619826349,23381091659,21949677395,22882437157,24994803783,24069582904,21287981165,17367012819,9770783501,7059392553,6453999156,6775855883,7668171834,8638164184,9031491884,9426856526,9807875485,10512227154,11267700111,12777291183,13905965688,15746773569,17779990815,20553843238,21494503387,20864699981,22465939025,24539316313,26626533277
