"rgn_id","year","layer","usd","rgn_name"
84,1967,"gdp",3.37087e+09,"Algeria"
84,1966,"gdp",3.03986e+09,"Algeria"
84,1975,"gdp",1.55579e+10,"Algeria"
84,1976,"gdp",1.77283e+10,"Algeria"
84,2007,"gdp",1.34978e+11,"Algeria"
84,1998,"gdp",4.81878e+10,"Algeria"
84,1983,"gdp",4.88014e+10,"Algeria"
84,1978,"gdp",2.63645e+10,"Algeria"
84,2001,"gdp",5.47447e+10,"Algeria"
84,1962,"gdp",2.00146e+09,"Algeria"
84,1995,"gdp",4.17641e+10,"Algeria"
84,1977,"gdp",2.09719e+10,"Algeria"
84,1971,"gdp",5.07722e+09,"Algeria"
84,1963,"gdp",2.703e+09,"Algeria"
84,1996,"gdp",4.69415e+10,"Algeria"
84,1997,"gdp",4.81779e+10,"Algeria"
84,1973,"gdp",8.71511e+09,"Algeria"
84,1979,"gdp",3.32434e+10,"Algeria"
84,1964,"gdp",2.90934e+09,"Algeria"
84,2006,"gdp",1.17027e+11,"Algeria"
84,1961,"gdp",2.43477e+09,"Algeria"
84,2002,"gdp",5.67603e+10,"Algeria"
84,1960,"gdp",2.72364e+09,"Algeria"
84,2005,"gdp",1.03199e+11,"Algeria"
84,2004,"gdp",8.5325e+10,"Algeria"
84,2003,"gdp",6.78638e+10,"Algeria"
200,2005,"gdp",2.82337e+10,"Angola"
200,1996,"gdp",7.52645e+09,"Angola"
200,1997,"gdp",7.64838e+09,"Angola"
200,1998,"gdp",6.44504e+09,"Angola"
200,2006,"gdp",4.17895e+10,"Angola"
200,2004,"gdp",1.96409e+10,"Angola"
200,2011,"gdp",1.04116e+11,"Angola"
200,1987,"gdp",7.38312e+09,"Angola"
200,1985,"gdp",6.80428e+09,"Angola"
200,1986,"gdp",6.35585e+09,"Angola"
200,1993,"gdp",5.2856e+09,"Angola"
200,1991,"gdp",1.21937e+10,"Angola"
200,2012,"gdp",1.15342e+11,"Angola"
200,2010,"gdp",8.24709e+10,"Angola"
200,1995,"gdp",5.03955e+09,"Angola"
200,2000,"gdp",9.12959e+09,"Angola"
200,1999,"gdp",6.15292e+09,"Angola"
200,1992,"gdp",5.77939e+09,"Angola"
200,2009,"gdp",7.54924e+10,"Angola"
200,1994,"gdp",4.05935e+09,"Angola"
200,2013,"gdp",1.24178e+11,"Angola"
200,1989,"gdp",9.28305e+09,"Angola"
200,1988,"gdp",7.97523e+09,"Angola"
200,2002,"gdp",1.24973e+10,"Angola"
200,2007,"gdp",6.04489e+10,"Angola"
200,1990,"gdp",1.02602e+10,"Angola"
200,2001,"gdp",8.93608e+09,"Angola"
200,2003,"gdp",1.41889e+10,"Angola"
200,2008,"gdp",8.41781e+10,"Angola"
120,2009,"gdp",1.20641e+09,"Antigua and Barbuda"
120,2008,"gdp",1.34735e+09,"Antigua and Barbuda"
120,1987,"gdp",2.86474e+08,"Antigua and Barbuda"
120,1985,"gdp",2.01863e+08,"Antigua and Barbuda"
120,2005,"gdp",9.97374e+08,"Antigua and Barbuda"
120,1979,"gdp",9.22407e+07,"Antigua and Barbuda"
120,1978,"gdp",7.48556e+07,"Antigua and Barbuda"
120,1986,"gdp",2.45896e+08,"Antigua and Barbuda"
120,1984,"gdp",1.73511e+08,"Antigua and Barbuda"
120,1998,"gdp",6.20037e+08,"Antigua and Barbuda"
120,1997,"gdp",5.79852e+08,"Antigua and Barbuda"
120,2006,"gdp",1.13514e+09,"Antigua and Barbuda"
120,2004,"gdp",8.98356e+08,"Antigua and Barbuda"
120,1980,"gdp",1.10067e+08,"Antigua and Barbuda"
120,1981,"gdp",1.24463e+08,"Antigua and Barbuda"
120,1995,"gdp",4.94185e+08,"Antigua and Barbuda"
120,2003,"gdp",8.39996e+08,"Antigua and Barbuda"
120,2010,"gdp",1.13554e+09,"Antigua and Barbuda"
120,1989,"gdp",3.73404e+08,"Antigua and Barbuda"
120,1990,"gdp",3.9157e+08,"Antigua and Barbuda"
120,1994,"gdp",5.00089e+08,"Antigua and Barbuda"
120,1983,"gdp",1.5327e+08,"Antigua and Barbuda"
120,1982,"gdp",1.37952e+08,"Antigua and Barbuda"
120,1999,"gdp",6.51852e+08,"Antigua and Barbuda"
120,2007,"gdp",1.28925e+09,"Antigua and Barbuda"
120,1992,"gdp",4.23763e+08,"Antigua and Barbuda"
120,2011,"gdp",1.12992e+09,"Antigua and Barbuda"
120,1977,"gdp",6.61444e+07,"Antigua and Barbuda"
120,1988,"gdp",3.38696e+08,"Antigua and Barbuda"
120,2000,"gdp",7.83838e+08,"Antigua and Barbuda"
120,1996,"gdp",5.41074e+08,"Antigua and Barbuda"
120,2013,"gdp",1.20059e+09,"Antigua and Barbuda"
120,1991,"gdp",4.10389e+08,"Antigua and Barbuda"
120,1993,"gdp",4.56537e+08,"Antigua and Barbuda"
120,2001,"gdp",7.73765e+08,"Antigua and Barbuda"
120,2012,"gdp",1.20471e+09,"Antigua and Barbuda"
120,2002,"gdp",8.02529e+08,"Antigua and Barbuda"
172,1977,"gdp",5.6781e+10,"Argentina"
172,1968,"gdp",2.64369e+10,"Argentina"
172,1978,"gdp",5.80829e+10,"Argentina"
172,1998,"gdp",2.98948e+11,"Argentina"
172,1976,"gdp",5.11695e+10,"Argentina"
172,1999,"gdp",2.83523e+11,"Argentina"
172,1979,"gdp",6.92523e+10,"Argentina"
172,1967,"gdp",2.42567e+10,"Argentina"
172,1986,"gdp",1.10934e+11,"Argentina"
172,1997,"gdp",2.92859e+11,"Argentina"
172,2000,"gdp",2.84204e+11,"Argentina"
172,1985,"gdp",8.84167e+10,"Argentina"
172,1974,"gdp",7.24368e+10,"Argentina"
172,1975,"gdp",5.24386e+10,"Argentina"
172,1996,"gdp",2.7215e+11,"Argentina"
172,1995,"gdp",2.58032e+11,"Argentina"
172,2013,"gdp",6.09889e+11,"Argentina"
172,1969,"gdp",3.12563e+10,"Argentina"
172,1972,"gdp",3.4733e+10,"Argentina"
172,1970,"gdp",3.15842e+10,"Argentina"
172,1971,"gdp",3.32932e+10,"Argentina"
172,2012,"gdp",6.03153e+11,"Argentina"
172,1983,"gdp",1.03979e+11,"Argentina"
172,1994,"gdp",2.5744e+11,"Argentina"
172,1993,"gdp",2.36754e+11,"Argentina"
172,1984,"gdp",7.9092e+10,"Argentina"
172,2005,"gdp",2.22908e+11,"Argentina"
172,1980,"gdp",7.69619e+10,"Argentina"
172,1991,"gdp",1.8972e+11,"Argentina"
172,1963,"gdp",1.82721e+10,"Argentina"
172,1990,"gdp",1.41352e+11,"Argentina"
172,1966,"gdp",2.86305e+10,"Argentina"
172,1973,"gdp",5.2544e+10,"Argentina"
172,2001,"gdp",2.68697e+11,"Argentina"
172,2011,"gdp",5.57727e+11,"Argentina"
172,2010,"gdp",4.62704e+11,"Argentina"
172,1989,"gdp",7.66369e+10,"Argentina"
172,1965,"gdp",2.83447e+10,"Argentina"
172,2006,"gdp",2.6449e+11,"Argentina"
172,2007,"gdp",3.29761e+11,"Argentina"
172,2009,"gdp",3.78496e+11,"Argentina"
172,1982,"gdp",8.43075e+10,"Argentina"
172,1992,"gdp",2.28779e+11,"Argentina"
172,2002,"gdp",1.0204e+11,"Argentina"
172,1981,"gdp",7.86768e+10,"Argentina"
172,1962,"gdp",2.44506e+10,"Argentina"
172,1964,"gdp",2.56052e+10,"Argentina"
172,2008,"gdp",4.06004e+11,"Argentina"
172,2003,"gdp",1.29597e+11,"Argentina"
172,2004,"gdp",1.83296e+11,"Argentina"
172,1988,"gdp",1.26207e+11,"Argentina"
172,1987,"gdp",1.11106e+11,"Argentina"
250,1998,"gdp",1.66536e+09,"Aruba"
250,1995,"gdp",1.32067e+09,"Aruba"
250,2001,"gdp",1.92026e+09,"Aruba"
250,2004,"gdp",2.22828e+09,"Aruba"
250,2010,"gdp",2.4677e+09,"Aruba"
250,2003,"gdp",2.0213e+09,"Aruba"
250,1997,"gdp",1.53184e+09,"Aruba"
250,1999,"gdp",1.7228e+09,"Aruba"
250,2007,"gdp",2.62373e+09,"Aruba"
250,2002,"gdp",1.94109e+09,"Aruba"
250,2000,"gdp",1.87345e+09,"Aruba"
250,1996,"gdp",1.37989e+09,"Aruba"
250,1994,"gdp",1.33017e+09,"Aruba"
250,2008,"gdp",2.79196e+09,"Aruba"
250,2009,"gdp",2.49893e+09,"Aruba"
250,2006,"gdp",2.42147e+09,"Aruba"
250,2011,"gdp",2.58446e+09,"Aruba"
250,2005,"gdp",2.33101e+09,"Aruba"
16,2010,"gdp",1.14127e+12,"Australia"
16,1973,"gdp",6.37002e+10,"Australia"
16,1960,"gdp",1.85743e+10,"Australia"
16,2009,"gdp",9.26283e+11,"Australia"
16,2011,"gdp",1.38807e+12,"Australia"
16,2008,"gdp",1.05503e+12,"Australia"
16,1996,"gdp",4.0141e+11,"Australia"
16,1974,"gdp",8.879e+10,"Australia"
16,2006,"gdp",7.47206e+11,"Australia"
16,1968,"gdp",3.26476e+10,"Australia"
16,1969,"gdp",3.66122e+10,"Australia"
16,2007,"gdp",8.53441e+11,"Australia"
16,1997,"gdp",4.35636e+11,"Australia"
16,1978,"gdp",1.18238e+11,"Australia"
16,1975,"gdp",9.70982e+10,"Australia"
16,2005,"gdp",6.93339e+11,"Australia"
16,1967,"gdp",3.0383e+10,"Australia"
16,1993,"gdp",3.12029e+11,"Australia"
16,1994,"gdp",3.22874e+11,"Australia"
16,1961,"gdp",1.96517e+10,"Australia"
16,1972,"gdp",5.19369e+10,"Australia"
16,1962,"gdp",1.98869e+10,"Australia"
16,1971,"gdp",4.51271e+10,"Australia"
16,1966,"gdp",2.7255e+10,"Australia"
16,2013,"gdp",1.56037e+12,"Australia"
16,2003,"gdp",4.66451e+11,"Australia"
16,1990,"gdp",3.10945e+11,"Australia"
16,1970,"gdp",4.12521e+10,"Australia"
16,1964,"gdp",2.37585e+10,"Australia"
16,1995,"gdp",3.68023e+11,"Australia"
16,2012,"gdp",1.53443e+12,"Australia"
16,1965,"gdp",2.59301e+10,"Australia"
16,1992,"gdp",3.25313e+11,"Australia"
16,2004,"gdp",6.12872e+11,"Australia"
16,1988,"gdp",2.35787e+11,"Australia"
16,2002,"gdp",3.94251e+11,"Australia"
16,1987,"gdp",1.89113e+11,"Australia"
16,1989,"gdp",2.99475e+11,"Australia"
16,2000,"gdp",4.14987e+11,"Australia"
16,2001,"gdp",3.78488e+11,"Australia"
16,1976,"gdp",1.04833e+11,"Australia"
16,1979,"gdp",1.34608e+11,"Australia"
16,1985,"gdp",1.80216e+11,"Australia"
16,1986,"gdp",1.82033e+11,"Australia"
16,1991,"gdp",3.25642e+11,"Australia"
16,1963,"gdp",2.15007e+10,"Australia"
16,1999,"gdp",3.88692e+11,"Australia"
16,1984,"gdp",1.93232e+11,"Australia"
16,1983,"gdp",1.76929e+11,"Australia"
16,1981,"gdp",1.76558e+11,"Australia"
16,1998,"gdp",3.99325e+11,"Australia"
16,1982,"gdp",1.93684e+11,"Australia"
16,1977,"gdp",1.10116e+11,"Australia"
16,1980,"gdp",1.49679e+11,"Australia"
110,1990,"gdp",3.166e+09,"Bahamas"
110,1992,"gdp",3.109e+09,"Bahamas"
110,1961,"gdp",1.90096e+08,"Bahamas"
110,1991,"gdp",3.11116e+09,"Bahamas"
110,2013,"gdp",8.42e+09,"Bahamas"
110,1993,"gdp",3.092e+09,"Bahamas"
110,1988,"gdp",2.8179e+09,"Bahamas"
110,1998,"gdp",5.35352e+09,"Bahamas"
110,1974,"gdp",6.324e+08,"Bahamas"
110,1999,"gdp",6.01997e+09,"Bahamas"
110,1960,"gdp",1.69802e+08,"Bahamas"
110,1982,"gdp",1.5783e+09,"Bahamas"
110,2010,"gdp",7.91e+09,"Bahamas"
110,2001,"gdp",6.51665e+09,"Bahamas"
110,1995,"gdp",3.429e+09,"Bahamas"
110,1989,"gdp",3.062e+09,"Bahamas"
110,1987,"gdp",2.714e+09,"Bahamas"
110,1980,"gdp",1.3353e+09,"Bahamas"
110,1973,"gdp",6.709e+08,"Bahamas"
110,2007,"gdp",8.319e+09,"Bahamas"
110,2000,"gdp",6.32755e+09,"Bahamas"
110,2008,"gdp",8.24665e+09,"Bahamas"
110,1983,"gdp",1.7328e+09,"Bahamas"
110,1984,"gdp",2.0411e+09,"Bahamas"
110,1985,"gdp",2.3207e+09,"Bahamas"
110,1963,"gdp",2.37743e+08,"Bahamas"
110,1996,"gdp",3.609e+09,"Bahamas"
110,1997,"gdp",4.96112e+09,"Bahamas"
110,1976,"gdp",6.421e+08,"Bahamas"
110,1975,"gdp",5.962e+08,"Bahamas"
110,1972,"gdp",5.909e+08,"Bahamas"
110,1981,"gdp",1.4265e+09,"Bahamas"
110,1994,"gdp",3.259e+09,"Bahamas"
110,2009,"gdp",7.82042e+09,"Bahamas"
110,1986,"gdp",2.4725e+09,"Bahamas"
110,1979,"gdp",1.1398e+09,"Bahamas"
110,1978,"gdp",8.324e+08,"Bahamas"
110,1977,"gdp",7.13e+08,"Bahamas"
110,1969,"gdp",5.28137e+08,"Bahamas"
110,2011,"gdp",7.931e+09,"Bahamas"
110,1970,"gdp",5.38423e+08,"Bahamas"
110,1971,"gdp",5.734e+08,"Bahamas"
110,2012,"gdp",8.219e+09,"Bahamas"
110,1967,"gdp",3.90196e+08,"Bahamas"
110,1962,"gdp",2.12253e+08,"Bahamas"
110,2002,"gdp",6.958e+09,"Bahamas"
110,1964,"gdp",2.66664e+08,"Bahamas"
110,2005,"gdp",7.70622e+09,"Bahamas"
110,2003,"gdp",6.94932e+09,"Bahamas"
110,1968,"gdp",4.44902e+08,"Bahamas"
110,2006,"gdp",7.96559e+09,"Bahamas"
110,1966,"gdp",3.4e+08,"Bahamas"
110,1965,"gdp",3.00392e+08,"Bahamas"
110,2004,"gdp",7.09441e+09,"Bahamas"
52,2010,"gdp",2.57135e+10,"Bahrain"
52,2003,"gdp",1.10751e+10,"Bahrain"
52,2001,"gdp",8.97645e+09,"Bahrain"
52,2005,"gdp",1.59692e+10,"Bahrain"
52,2002,"gdp",9.63241e+09,"Bahrain"
52,1996,"gdp",6.10186e+09,"Bahrain"
52,2006,"gdp",1.85055e+10,"Bahrain"
52,2007,"gdp",2.17306e+10,"Bahrain"
52,2004,"gdp",1.31505e+10,"Bahrain"
52,1995,"gdp",5.84947e+09,"Bahrain"
52,2008,"gdp",2.57112e+10,"Bahrain"
52,1998,"gdp",6.18394e+09,"Bahrain"
52,2009,"gdp",2.29385e+10,"Bahrain"
52,2013,"gdp",3.28901e+10,"Bahrain"
52,1999,"gdp",6.62119e+09,"Bahrain"
52,2000,"gdp",9.06315e+09,"Bahrain"
52,1997,"gdp",6.3492e+09,"Bahrain"
52,1994,"gdp",5.56755e+09,"Bahrain"
52,1981,"gdp",3.46782e+09,"Bahrain"
52,1985,"gdp",3.65186e+09,"Bahrain"
52,1989,"gdp",3.86356e+09,"Bahrain"
52,1993,"gdp",5.20027e+09,"Bahrain"
52,1991,"gdp",4.61622e+09,"Bahrain"
52,1990,"gdp",4.22979e+09,"Bahrain"
52,1984,"gdp",3.90559e+09,"Bahrain"
52,2011,"gdp",2.90444e+10,"Bahrain"
52,1986,"gdp",3.05239e+09,"Bahrain"
52,1988,"gdp",3.70239e+09,"Bahrain"
52,1980,"gdp",3.0727e+09,"Bahrain"
52,1987,"gdp",3.39202e+09,"Bahrain"
52,2012,"gdp",3.07568e+10,"Bahrain"
52,1992,"gdp",4.75106e+09,"Bahrain"
52,1983,"gdp",3.73511e+09,"Bahrain"
52,1982,"gdp",3.64574e+09,"Bahrain"
204,1981,"gdp",1.97629e+10,"Bangladesh"
204,1980,"gdp",1.81146e+10,"Bangladesh"
204,1997,"gdp",4.23188e+10,"Bangladesh"
204,1968,"gdp",7.48369e+09,"Bangladesh"
204,1961,"gdp",4.81758e+09,"Bangladesh"
204,1977,"gdp",9.63247e+09,"Bangladesh"
204,1998,"gdp",4.40918e+10,"Bangladesh"
204,1992,"gdp",3.17089e+10,"Bangladesh"
204,1979,"gdp",1.5586e+10,"Bangladesh"
204,1996,"gdp",4.0666e+10,"Bangladesh"
204,1962,"gdp",5.08141e+09,"Bangladesh"
204,1993,"gdp",3.31665e+10,"Bangladesh"
204,1967,"gdp",7.25358e+09,"Bangladesh"
204,1990,"gdp",3.01288e+10,"Bangladesh"
204,1995,"gdp",3.79398e+10,"Bangladesh"
204,1960,"gdp",4.27489e+09,"Bangladesh"
204,2013,"gdp",1.4999e+11,"Bangladesh"
204,2010,"gdp",1.15279e+11,"Bangladesh"
204,1983,"gdp",1.71558e+10,"Bangladesh"
204,1991,"gdp",3.09574e+10,"Bangladesh"
204,1989,"gdp",2.68252e+10,"Bangladesh"
204,1994,"gdp",3.37687e+10,"Bangladesh"
204,1976,"gdp",1.00832e+10,"Bangladesh"
204,1974,"gdp",1.24593e+10,"Bangladesh"
204,1987,"gdp",2.37814e+10,"Bangladesh"
204,1978,"gdp",1.32994e+10,"Bangladesh"
204,2008,"gdp",9.16313e+10,"Bangladesh"
204,1972,"gdp",6.28825e+09,"Bangladesh"
204,1970,"gdp",8.99272e+09,"Bangladesh"
204,1986,"gdp",2.11602e+10,"Bangladesh"
204,2009,"gdp",1.02478e+11,"Bangladesh"
204,1988,"gdp",2.56387e+10,"Bangladesh"
204,1975,"gdp",1.93959e+10,"Bangladesh"
204,1971,"gdp",8.75184e+09,"Bangladesh"
204,1973,"gdp",8.06703e+09,"Bangladesh"
204,1966,"gdp",6.43969e+09,"Bangladesh"
204,1963,"gdp",5.31946e+09,"Bangladesh"
204,1964,"gdp",5.38605e+09,"Bangladesh"
204,2012,"gdp",1.33356e+11,"Bangladesh"
204,2011,"gdp",1.28638e+11,"Bangladesh"
204,2000,"gdp",4.71249e+10,"Bangladesh"
204,1969,"gdp",8.47101e+09,"Bangladesh"
204,1982,"gdp",1.8087e+10,"Bangladesh"
204,1985,"gdp",2.16132e+10,"Bangladesh"
204,2006,"gdp",7.18191e+10,"Bangladesh"
204,1984,"gdp",1.96702e+10,"Bangladesh"
204,2004,"gdp",5.65607e+10,"Bangladesh"
204,1999,"gdp",4.56941e+10,"Bangladesh"
204,2007,"gdp",7.96119e+10,"Bangladesh"
204,1965,"gdp",5.90664e+09,"Bangladesh"
204,2005,"gdp",6.02776e+10,"Bangladesh"
204,2001,"gdp",4.69878e+10,"Bangladesh"
204,2002,"gdp",4.75711e+10,"Bangladesh"
204,2003,"gdp",5.19137e+10,"Bangladesh"
124,1967,"gdp",1.37104e+08,"Barbados"
124,2004,"gdp",3.5097e+09,"Barbados"
124,1968,"gdp",1.373e+08,"Barbados"
124,2012,"gdp",4.22485e+09,"Barbados"
124,2008,"gdp",4.54155e+09,"Barbados"
124,2001,"gdp",3.11235e+09,"Barbados"
124,1966,"gdp",1.23608e+08,"Barbados"
124,1960,"gdp",8.73831e+07,"Barbados"
124,2005,"gdp",3.8915e+09,"Barbados"
124,1974,"gdp",3.40493e+08,"Barbados"
124,2011,"gdp",4.3689e+09,"Barbados"
124,1962,"gdp",9.69498e+07,"Barbados"
124,1961,"gdp",9.32164e+07,"Barbados"
124,2003,"gdp",3.2712e+09,"Barbados"
124,1983,"gdp",1.05046e+09,"Barbados"
124,2010,"gdp",4.4337e+09,"Barbados"
124,2007,"gdp",4.51325e+09,"Barbados"
124,1985,"gdp",1.19818e+09,"Barbados"
124,1989,"gdp",1.70392e+09,"Barbados"
124,1984,"gdp",1.14493e+09,"Barbados"
124,2002,"gdp",3.1686e+09,"Barbados"
124,2006,"gdp",4.31405e+09,"Barbados"
124,2009,"gdp",4.59265e+09,"Barbados"
124,1964,"gdp",1.08383e+08,"Barbados"
124,1999,"gdp",3.01203e+09,"Barbados"
124,2000,"gdp",3.1195e+09,"Barbados"
124,1963,"gdp",1.09083e+08,"Barbados"
124,1972,"gdp",2.33384e+08,"Barbados"
124,1973,"gdp",2.84759e+08,"Barbados"
124,1971,"gdp",2.0401e+08,"Barbados"
124,1982,"gdp",9.8941e+08,"Barbados"
124,1993,"gdp",2.04619e+09,"Barbados"
124,1994,"gdp",2.1513e+09,"Barbados"
124,1988,"gdp",1.54089e+09,"Barbados"
124,1965,"gdp",1.14683e+08,"Barbados"
124,1992,"gdp",1.9509e+09,"Barbados"
124,1981,"gdp",9.4695e+08,"Barbados"
124,1986,"gdp",1.31557e+09,"Barbados"
124,1991,"gdp",2.00711e+09,"Barbados"
124,1995,"gdp",2.26197e+09,"Barbados"
124,1970,"gdp",1.815e+08,"Barbados"
124,1969,"gdp",1.544e+08,"Barbados"
124,1998,"gdp",2.87446e+09,"Barbados"
124,1980,"gdp",8.60438e+08,"Barbados"
124,1987,"gdp",1.44867e+09,"Barbados"
124,1990,"gdp",2.02332e+09,"Barbados"
124,1996,"gdp",2.41187e+09,"Barbados"
124,1976,"gdp",4.35872e+08,"Barbados"
124,1997,"gdp",2.5493e+09,"Barbados"
124,1975,"gdp",4.02158e+08,"Barbados"
124,1977,"gdp",4.95117e+08,"Barbados"
124,1979,"gdp",6.70313e+08,"Barbados"
124,1978,"gdp",5.52876e+08,"Barbados"
59,1973,"gdp",4.79256e+10,"Belgium"
59,2013,"gdp",5.24806e+11,"Belgium"
59,1974,"gdp",5.62465e+10,"Belgium"
59,2012,"gdp",4.98853e+11,"Belgium"
59,1963,"gdp",1.426e+10,"Belgium"
59,1972,"gdp",3.73511e+10,"Belgium"
59,1961,"gdp",1.24001e+10,"Belgium"
59,1980,"gdp",1.27312e+11,"Belgium"
59,1976,"gdp",7.13847e+10,"Belgium"
59,1975,"gdp",6.59283e+10,"Belgium"
59,2006,"gdp",4.10678e+11,"Belgium"
59,2011,"gdp",5.28238e+11,"Belgium"
59,1962,"gdp",1.3264e+10,"Belgium"
59,1989,"gdp",1.64847e+11,"Belgium"
59,1967,"gdp",1.9992e+10,"Belgium"
59,1969,"gdp",2.37107e+10,"Belgium"
59,1970,"gdp",2.68079e+10,"Belgium"
59,1968,"gdp",2.13764e+10,"Belgium"
59,2009,"gdp",4.85804e+11,"Belgium"
59,2008,"gdp",5.20109e+11,"Belgium"
59,2010,"gdp",4.84404e+11,"Belgium"
59,1988,"gdp",1.62917e+11,"Belgium"
59,1960,"gdp",1.16587e+10,"Belgium"
59,1964,"gdp",1.59601e+10,"Belgium"
59,1965,"gdp",1.73715e+10,"Belgium"
59,1966,"gdp",1.86519e+10,"Belgium"
59,1977,"gdp",8.31554e+10,"Belgium"
59,1978,"gdp",1.01632e+11,"Belgium"
59,1971,"gdp",2.99352e+10,"Belgium"
59,1981,"gdp",1.05129e+11,"Belgium"
59,2000,"gdp",2.37336e+11,"Belgium"
59,2005,"gdp",3.86945e+11,"Belgium"
59,2004,"gdp",3.70461e+11,"Belgium"
59,1982,"gdp",9.24467e+10,"Belgium"
59,1987,"gdp",1.49963e+11,"Belgium"
59,1996,"gdp",2.80791e+11,"Belgium"
59,1992,"gdp",2.35676e+11,"Belgium"
59,1979,"gdp",1.16758e+11,"Belgium"
59,1997,"gdp",2.54099e+11,"Belgium"
59,2007,"gdp",4.72285e+11,"Belgium"
59,2002,"gdp",2.5839e+11,"Belgium"
59,2003,"gdp",3.18573e+11,"Belgium"
59,1993,"gdp",2.25578e+11,"Belgium"
59,1983,"gdp",8.75163e+10,"Belgium"
59,1990,"gdp",2.06114e+11,"Belgium"
59,1985,"gdp",8.65968e+10,"Belgium"
59,1991,"gdp",2.11313e+11,"Belgium"
59,1999,"gdp",2.59667e+11,"Belgium"
59,2001,"gdp",2.37397e+11,"Belgium"
59,1994,"gdp",2.45817e+11,"Belgium"
59,1986,"gdp",1.20476e+11,"Belgium"
59,1984,"gdp",8.3667e+10,"Belgium"
59,1995,"gdp",2.89123e+11,"Belgium"
59,1998,"gdp",2.59823e+11,"Belgium"
164,1964,"gdp",3.61946e+07,"Belize"
164,1965,"gdp",4.00699e+07,"Belize"
164,2008,"gdp",1.36863e+09,"Belize"
164,2013,"gdp",1.62429e+09,"Belize"
164,1971,"gdp",5.92073e+07,"Belize"
164,1966,"gdp",4.44056e+07,"Belize"
164,1968,"gdp",4.49102e+07,"Belize"
164,1961,"gdp",2.9965e+07,"Belize"
164,1962,"gdp",3.18576e+07,"Belize"
164,1967,"gdp",4.73793e+07,"Belize"
164,1975,"gdp",1.18066e+08,"Belize"
164,2006,"gdp",1.21744e+09,"Belize"
164,1973,"gdp",7.83436e+07,"Belize"
164,2012,"gdp",1.57387e+09,"Belize"
164,2009,"gdp",1.33696e+09,"Belize"
164,1999,"gdp",7.32608e+08,"Belize"
164,1963,"gdp",3.37501e+07,"Belize"
164,1970,"gdp",5.32335e+07,"Belize"
164,2002,"gdp",9.32676e+08,"Belize"
164,2007,"gdp",1.29054e+09,"Belize"
164,1960,"gdp",2.80725e+07,"Belize"
164,1974,"gdp",1.03216e+08,"Belize"
164,1995,"gdp",6.20032e+08,"Belize"
164,1998,"gdp",6.88872e+08,"Belize"
164,1969,"gdp",4.73054e+07,"Belize"
