"ISO3166","COMPONENT","VALUE"
"PHL","foreign-fishing",0.05
"AUS","scientific-robustness",0.269841269841
"AUS","policy-transparency",0.333333333333
"AUS","implementation-capability",0.3
"AUS","subsidies",0.40625
"AUS","fishing-effort",0.522727272727
"AUS","foreign-fishing",0.05
"PNG","scientific-robustness",0.349206349206
"PNG","policy-transparency",0.555555555556
"PNG","implementation-capability",0.46
"PNG","subsidies",0.46875
"PNG","fishing-effort",0.227272727273
"PNG","foreign-fishing",1.0
"FJI","scientific-robustness",0.460317460317
"FJI","policy-transparency",0.666666666667
"FJI","implementation-capability",0.52
"FJI","subsidies",0.625
"FJI","fishing-effort",0.636363636364
"FJI","foreign-fishing",1.0
"TUV","scientific-robustness",0.825396825397
"TUV","policy-transparency",0.462962962963
"TUV","implementation-capability",0.86
"TUV","subsidies",0.46875
"TUV","fishing-effort",0.954545454545
"TUV","foreign-fishing",1.0
"KOR","scientific-robustness",0.460317460317
"KOR","policy-transparency",0.259259259259
"KOR","implementation-capability",0.16
"KOR","subsidies",0.75
"KOR","fishing-effort",0.386363636364
"KOR","foreign-fishing",0.05
"PRK","scientific-robustness",0.857142857143
"PRK","policy-transparency",0.703703703704
"PRK","implementation-capability",0.12
"PRK","subsidies",0.03125
"PRK","fishing-effort",0.590909090909
"PRK","foreign-fishing",1.0
"KHM","scientific-robustness",0.396825396825
"KHM","policy-transparency",0.777777777778
"KHM","implementation-capability",0.74
"KHM","subsidies",0.03125
"KHM","fishing-effort",0.613636363636
"KHM","foreign-fishing",0.05
"THA","scientific-robustness",0.492063492063
"THA","policy-transparency",0.407407407407
"THA","implementation-capability",0.48
"THA","subsidies",0.46875
"THA","fishing-effort",0.409090909091
"THA","foreign-fishing",0.05
"THA","scientific-robustness",0.492063492063
"THA","policy-transparency",0.388888888889
"THA","implementation-capability",0.48
"THA","subsidies",0.46875
"THA","fishing-effort",0.409090909091
"THA","foreign-fishing",0.05
"IND","scientific-robustness",0.761904761905
"IND","policy-transparency",0.759259259259
"IND","implementation-capability",0.7
"IND","subsidies",0.46875
"IND","fishing-effort",0.636363636364
"IND","foreign-fishing",0.05
"COM","scientific-robustness",0.809523809524
"COM","policy-transparency",0.296296296296
"COM","implementation-capability",0.36
"COM","subsidies",0.46875
"COM","fishing-effort",0.636363636364
"COM","foreign-fishing",1.0
"MYT","scientific-robustness",0.746031746032
"MYT","policy-transparency",0.12962962963
"MYT","implementation-capability",0.38
"MYT","subsidies",0.90625
"MYT","fishing-effort",0.568181818182
"MYT","foreign-fishing",0.6
"Glorioso Islands","scientific-robustness",0.492063492063
"Glorioso Islands","policy-transparency",0.537037037037
"Glorioso Islands","implementation-capability",0.46
"Glorioso Islands","subsidies",1.0
"Glorioso Islands","fishing-effort",0.818181818182
"Glorioso Islands","foreign-fishing",0.05
"SYC","scientific-robustness",0.539682539683
"SYC","policy-transparency",0.537037037037
"SYC","implementation-capability",0.5
"SYC","subsidies",0.59375
"SYC","fishing-effort",0.659090909091
"SYC","foreign-fishing",1.0
"REU","scientific-robustness",0.52380952381
"REU","policy-transparency",0.555555555556
"REU","implementation-capability",0.5
"REU","subsidies",1.0
"REU","fishing-effort",0.795454545455
"REU","foreign-fishing",0.05
"Juan de Nova Island","scientific-robustness",0.555555555556
"Juan de Nova Island","policy-transparency",0.592592592593
"Juan de Nova Island","implementation-capability",0.48
"Juan de Nova Island","subsidies",1.0
"Juan de Nova Island","fishing-effort",0.772727272727
"Juan de Nova Island","foreign-fishing",0.05
"Bassas da India","scientific-robustness",0.492063492063
"Bassas da India","policy-transparency",0.555555555556
"Bassas da India","implementation-capability",0.46
"Bassas da India","subsidies",1.0
"Bassas da India","fishing-effort",0.840909090909
"Bassas da India","foreign-fishing",0.05
"Ile Europa","scientific-robustness",0.555555555556
"Ile Europa","policy-transparency",0.611111111111
"Ile Europa","implementation-capability",0.48
"Ile Europa","subsidies",1.0
"Ile Europa","fishing-effort",0.795454545455
"Ile Europa","foreign-fishing",0.05
"Ile Tromelin","scientific-robustness",0.539682539683
"Ile Tromelin","policy-transparency",0.592592592593
"Ile Tromelin","implementation-capability",0.48
"Ile Tromelin","subsidies",1.0
"Ile Tromelin","fishing-effort",0.795454545455
"Ile Tromelin","foreign-fishing",0.05
"MUS","scientific-robustness",0.52380952381
"MUS","policy-transparency",0.518518518519
"MUS","implementation-capability",0.5
"MUS","subsidies",0.8125
"MUS","fishing-effort",0.454545454545
"MUS","foreign-fishing",1.0
"LKA","scientific-robustness",0.507936507937
"LKA","policy-transparency",0.685185185185
"LKA","implementation-capability",0.84
"LKA","subsidies",0.65625
"LKA","fishing-effort",0.727272727273
"LKA","foreign-fishing",0.05
"MOZ","scientific-robustness",0.539682539683
"MOZ","policy-transparency",0.592592592593
"MOZ","implementation-capability",0.54
"MOZ","subsidies",0.5625
"MOZ","fishing-effort",0.522727272727
"MOZ","foreign-fishing",1.0
"MDG","scientific-robustness",0.650793650794
"MDG","policy-transparency",0.62962962963
"MDG","implementation-capability",0.56
"MDG","subsidies",0.46875
"MDG","fishing-effort",0.477272727273
"MDG","foreign-fishing",1.0
"KEN","scientific-robustness",0.603174603175
"KEN","policy-transparency",0.981481481481
"KEN","implementation-capability",0.86
"KEN","subsidies",0.03125
"KEN","fishing-effort",0.272727272727
"KEN","foreign-fishing",0.05
"SOM","scientific-robustness",0.904761904762
"SOM","policy-transparency",0.648148148148
"SOM","implementation-capability",0.98
"SOM","subsidies",0.03125
"SOM","fishing-effort",0.568181818182
"SOM","foreign-fishing",0.75
"ERI","scientific-robustness",0.52380952381
"ERI","policy-transparency",0.259259259259
"ERI","implementation-capability",0.54
"ERI","subsidies",0.03125
"ERI","fishing-effort",0.522727272727
"ERI","foreign-fishing",0.75
"DJI","scientific-robustness",0.968253968254
"DJI","policy-transparency",0.851851851852
"DJI","implementation-capability",0.92
"DJI","subsidies",1.0
"DJI","fishing-effort",0.636363636364
"DJI","foreign-fishing",0.05
"YEM","scientific-robustness",0.619047619048
"YEM","policy-transparency",0.592592592593
"YEM","implementation-capability",0.56
"YEM","subsidies",0.46875
"YEM","fishing-effort",0.477272727273
"YEM","foreign-fishing",0.45
"OMN","scientific-robustness",0.619047619048
"OMN","policy-transparency",0.481481481481
"OMN","implementation-capability",0.66
"OMN","subsidies",0.65625
"OMN","fishing-effort",0.409090909091
"OMN","foreign-fishing",1.0
"SAU","scientific-robustness",0.857142857143
"SAU","policy-transparency",0.388888888889
"SAU","implementation-capability",0.9
"SAU","subsidies",0.90625
"SAU","fishing-effort",0.568181818182
"SAU","foreign-fishing",0.05
"KWT","scientific-robustness",0.555555555556
"KWT","policy-transparency",0.444444444444
"KWT","implementation-capability",0.42
"KWT","subsidies",0.46875
"KWT","fishing-effort",0.568181818182
"KWT","foreign-fishing",0.05
"PAK","scientific-robustness",0.746031746032
"PAK","policy-transparency",0.592592592593
"PAK","implementation-capability",0.52
"PAK","subsidies",0.09375
"PAK","fishing-effort",0.477272727273
"PAK","foreign-fishing",0.6
"ARE","scientific-robustness",0.68253968254
"ARE","policy-transparency",0.37037037037
"ARE","implementation-capability",0.6
"ARE","subsidies",0.90625
"ARE","fishing-effort",0.25
"ARE","foreign-fishing",0.05
"ARE","scientific-robustness",0.730158730159
"ARE","policy-transparency",0.37037037037
"ARE","implementation-capability",0.62
"ARE","subsidies",0.90625
"ARE","fishing-effort",0.454545454545
"ARE","foreign-fishing",0.05
"PRT","scientific-robustness",0.47619047619
"PRT","policy-transparency",0.5
"PRT","implementation-capability",0.5
"PRT","subsidies",0.90625
"PRT","fishing-effort",0.659090909091
"PRT","foreign-fishing",0.05
"CPV","scientific-robustness",0.47619047619
"CPV","policy-transparency",0.277777777778
"CPV","implementation-capability",0.56
"CPV","subsidies",0.34375
"CPV","fishing-effort",0.590909090909
"CPV","foreign-fishing",1.0
"PRT","scientific-robustness",0.412698412698
"PRT","policy-transparency",0.759259259259
"PRT","implementation-capability",0.82
"PRT","subsidies",0.90625
"PRT","fishing-effort",0.454545454545
"PRT","foreign-fishing",0.6
"ESP","scientific-robustness",0.650793650794
"ESP","policy-transparency",0.388888888889
"ESP","implementation-capability",0.46
"ESP","subsidies",0.65625
"ESP","fishing-effort",0.681818181818
"ESP","foreign-fishing",0.6
"BEL","scientific-robustness",0.253968253968
"BEL","policy-transparency",0.518518518519
"BEL","implementation-capability",0.46
"BEL","subsidies",0.75
"BEL","fishing-effort",0.659090909091
"BEL","foreign-fishing",0.6
"TUN","scientific-robustness",0.238095238095
"TUN","policy-transparency",0.555555555556
"TUN","implementation-capability",0.4
"TUN","subsidies",0.90625
"TUN","fishing-effort",0.318181818182
"TUN","foreign-fishing",0.05
"MAR","scientific-robustness",0.396825396825
"MAR","policy-transparency",0.481481481481
"MAR","implementation-capability",0.4
"MAR","subsidies",0.46875
"MAR","fishing-effort",0.363636363636
"MAR","foreign-fishing",0.6
"MAR","scientific-robustness",0.380952380952
"MAR","policy-transparency",0.537037037037
"MAR","implementation-capability",0.38
"MAR","subsidies",0.59375
"MAR","fishing-effort",0.477272727273
"MAR","foreign-fishing",0.6
"ESH","scientific-robustness",0.412698412698
"ESH","policy-transparency",0.537037037037
"ESH","implementation-capability",0.36
"ESH","subsidies",0.90625
"ESH","fishing-effort",0.795454545455
"ESH","foreign-fishing",0.6
"MRT","scientific-robustness",0.412698412698
"MRT","policy-transparency",0.592592592593
"MRT","implementation-capability",0.42
"MRT","subsidies",0.15625
"MRT","fishing-effort",0.363636363636
"MRT","foreign-fishing",1.0
"GMB","scientific-robustness",0.428571428571
"GMB","policy-transparency",0.333333333333
"GMB","implementation-capability",0.44
"GMB","subsidies",0.1875
"GMB","fishing-effort",0.318181818182
"GMB","foreign-fishing",1.0
"SEN","scientific-robustness",0.507936507937
"SEN","policy-transparency",0.37037037037
"SEN","implementation-capability",0.42
"SEN","subsidies",0.34375
"SEN","fishing-effort",0.363636363636
"SEN","foreign-fishing",1.0
"LBY","scientific-robustness",0.84126984127
"LBY","policy-transparency",0.444444444444
"LBY","implementation-capability",0.42
"LBY","subsidies",0.90625
"LBY","fishing-effort",0.909090909091
"LBY","foreign-fishing",0.85
"MLT","scientific-robustness",0.365079365079
"MLT","policy-transparency",0.592592592593
"MLT","implementation-capability",0.52
"MLT","subsidies",0.75
"MLT","fishing-effort",0.75
"MLT","foreign-fishing",0.05
"LVA","scientific-robustness",0.253968253968
"LVA","policy-transparency",0.648148148148
"LVA","implementation-capability",0.5
"LVA","subsidies",0.75
"LVA","fishing-effort",0.613636363636
"LVA","foreign-fishing",0.05
"EST","scientific-robustness",0.142857142857
"EST","policy-transparency",0.5
"EST","implementation-capability",0.38
"EST","subsidies",0.65625
"EST","fishing-effort",0.636363636364
"EST","foreign-fishing",0.45
"BGR","scientific-robustness",0.285714285714
"BGR","policy-transparency",0.592592592593
"BGR","implementation-capability",0.44
"BGR","subsidies",0.875
"BGR","fishing-effort",0.727272727273
"BGR","foreign-fishing",0.05
"ROU","scientific-robustness",0.365079365079
"ROU","policy-transparency",0.555555555556
"ROU","implementation-capability",0.54
"ROU","subsidies",0.59375
"ROU","fishing-effort",0.613636363636
"ROU","foreign-fishing",0.05
"RUS","scientific-robustness",0.396825396825
"RUS","policy-transparency",0.62962962963
"RUS","implementation-capability",0.74
"RUS","subsidies",0.21875
"RUS","fishing-effort",0.386363636364
"RUS","foreign-fishing",0.05
"RUS","scientific-robustness",0.31746031746
"RUS","policy-transparency",0.703703703704
"RUS","implementation-capability",0.66
"RUS","subsidies",0.21875
"RUS","fishing-effort",0.409090909091
"RUS","foreign-fishing",0.6
"RUS","scientific-robustness",0.365079365079
"RUS","policy-transparency",0.740740740741
"RUS","implementation-capability",0.7
"RUS","subsidies",0.28125
"RUS","fishing-effort",0.409090909091
"RUS","foreign-fishing",0.05
"GEO","scientific-robustness",0.920634920635
"GEO","policy-transparency",0.111111111111
"GEO","implementation-capability",0.14
"GEO","subsidies",0.03125
"GEO","fishing-effort",0.636363636364
"GEO","foreign-fishing",0.05
"UKR","scientific-robustness",0.047619047619
"UKR","policy-transparency",0.555555555556
"UKR","implementation-capability",0.32
"UKR","subsidies",0.46875
"UKR","fishing-effort",0.545454545455
"UKR","foreign-fishing",0.6
"TUR","scientific-robustness",0.539682539683
"TUR","policy-transparency",0.351851851852
"TUR","implementation-capability",0.5
"TUR","subsidies",0.46875
"TUR","fishing-effort",0.613636363636
"TUR","foreign-fishing",0.05
"SYR","scientific-robustness",0.968253968254
"SYR","policy-transparency",0.37037037037
"SYR","implementation-capability",0.28
"SYR","subsidies",0.03125
"SYR","fishing-effort",0.0681818181818
"SYR","foreign-fishing",0.6
"LBN","scientific-robustness",0.952380952381
"LBN","policy-transparency",0.888888888889
"LBN","implementation-capability",0.68
"LBN","subsidies",0.03125
"LBN","fishing-effort",0.25
"LBN","foreign-fishing",0.05
"ISR","scientific-robustness",0.84126984127
"ISR","policy-transparency",0.12962962963
"ISR","implementation-capability",0.44
"ISR","subsidies",0.46875
"ISR","fishing-effort",0.295454545455
"ISR","foreign-fishing",0.05
"GRC","scientific-robustness",0.492063492063
"GRC","policy-transparency",0.555555555556
"GRC","implementation-capability",0.46
"GRC","subsidies",0.625
"GRC","fishing-effort",0.659090909091
"GRC","foreign-fishing",0.05
"CYP","scientific-robustness",0.31746031746
"CYP","policy-transparency",0.537037037037
"CYP","implementation-capability",0.34
"CYP","subsidies",0.6875
"CYP","fishing-effort",0.704545454545
"CYP","foreign-fishing",0.05
"ALB","scientific-robustness",0.47619047619
"ALB","policy-transparency",0.481481481481
"ALB","implementation-capability",0.38
"ALB","subsidies",0.21875
"ALB","fishing-effort",0.795454545455
"ALB","foreign-fishing",0.05
"DZA","scientific-robustness",0.190476190476
"DZA","policy-transparency",0.648148148148
"DZA","implementation-capability",0.04
"DZA","subsidies",0.46875
"DZA","fishing-effort",0.0909090909091
"DZA","foreign-fishing",1.0
"BRA","scientific-robustness",0.555555555556
"BRA","policy-transparency",0.685185185185
"BRA","implementation-capability",0.8
"BRA","subsidies",0.53125
"BRA","fishing-effort",0.409090909091
"BRA","foreign-fishing",0.2
"ZAF","scientific-robustness",0.47619047619
"ZAF","policy-transparency",0.388888888889
"ZAF","implementation-capability",0.6
"ZAF","subsidies",0.03125
"ZAF","fishing-effort",0.340909090909
"ZAF","foreign-fishing",0.05
"Crozet Islands","scientific-robustness",0.269841269841
"Crozet Islands","policy-transparency",0.296296296296
"Crozet Islands","implementation-capability",0.06
"Crozet Islands","subsidies",0.46875
"Crozet Islands","fishing-effort",0.954545454545
"Crozet Islands","foreign-fishing",0.05
"Amsterdam Island and Saint Paul Island","scientific-robustness",0.269841269841
"Amsterdam Island and Saint Paul Island","policy-transparency",0.296296296296
"Amsterdam Island and Saint Paul Island","implementation-capability",0.04
"Amsterdam Island and Saint Paul Island","subsidies",0.46875
"Amsterdam Island and Saint Paul Island","fishing-effort",0.954545454545
"Amsterdam Island and Saint Paul Island","foreign-fishing",0.05
"Kerguelen Islands","scientific-robustness",0.31746031746
"Kerguelen Islands","policy-transparency",0.351851851852
"Kerguelen Islands","implementation-capability",0.08
"Kerguelen Islands","subsidies",0.46875
"Kerguelen Islands","fishing-effort",0.954545454545
"Kerguelen Islands","foreign-fishing",0.05
"HMD","scientific-robustness",0.31746031746
"HMD","policy-transparency",0.351851851852
"HMD","implementation-capability",0.34
"HMD","subsidies",0.40625
"HMD","fishing-effort",0.477272727273
"HMD","foreign-fishing",0.05
"FLK","scientific-robustness",0.0793650793651
"FLK","policy-transparency",0.0925925925926
"FLK","implementation-capability",0.02
"FLK","subsidies",0.03125
"FLK","fishing-effort",0.477272727273
"FLK","foreign-fishing",1.0
"SLE","scientific-robustness",0.428571428571
"SLE","policy-transparency",0.37037037037
"SLE","implementation-capability",0.38
"SLE","subsidies",0.03125
"SLE","fishing-effort",0.159090909091
"SLE","foreign-fishing",1.0
"LBR","scientific-robustness",0.777777777778
"LBR","policy-transparency",0.444444444444
"LBR","implementation-capability",0.6
"LBR","subsidies",0.21875
"LBR","fishing-effort",0.568181818182
"LBR","foreign-fishing",1.0
"TGO","scientific-robustness",0.68253968254
"TGO","policy-transparency",0.0925925925926
"TGO","implementation-capability",0.48
"TGO","subsidies",0.75
"TGO","fishing-effort",0.704545454545
"TGO","foreign-fishing",1.0
"BEN","scientific-robustness",0.650793650794
"BEN","policy-transparency",0.5
"BEN","implementation-capability",0.64
"BEN","subsidies",0.15625
"BEN","fishing-effort",0.386363636364
"BEN","foreign-fishing",0.85
"COG","scientific-robustness",0.634920634921
"COG","policy-transparency",0.166666666667
"COG","implementation-capability",0.6
"COG","subsidies",0.375
"COG","fishing-effort",0.590909090909
"COG","foreign-fishing",1.0
"NAM","scientific-robustness",0.222222222222
"NAM","policy-transparency",0.444444444444
"NAM","implementation-capability",0.08
"NAM","subsidies",0.15625
"NAM","fishing-effort",0.386363636364
"NAM","foreign-fishing",0.45
"ZAF","scientific-robustness",0.47619047619
"ZAF","policy-transparency",0.518518518519
"ZAF","implementation-capability",0.78
"ZAF","subsidies",0.1875
"ZAF","fishing-effort",0.363636363636
"ZAF","foreign-fishing",0.3
"STP","scientific-robustness",0.746031746032
"STP","policy-transparency",0.0925925925926
"STP","implementation-capability",0.82
"STP","subsidies",0.46875
"STP","fishing-effort",0.568181818182
"STP","foreign-fishing",1.0
"GNQ","scientific-robustness",0.888888888889
"GNQ","policy-transparency",0.0185185185185
"GNQ","implementation-capability",0.42
"GNQ","subsidies",0.03125
"GNQ","fishing-effort",0.409090909091
"GNQ","foreign-fishing",1.0
"BVT","scientific-robustness",0.206349206349
"BVT","policy-transparency",0.555555555556
"BVT","implementation-capability",0.22
"BVT","subsidies",0.46875
"BVT","fishing-effort",0.909090909091
"BVT","foreign-fishing",0.6
"GHA","scientific-robustness",0.571428571429
"GHA","policy-transparency",0.962962962963
"GHA","implementation-capability",0.42
"GHA","subsidies",1.0
"GHA","fishing-effort",0.0681818181818
"GHA","foreign-fishing",0.75
"BMU","scientific-robustness",0.444444444444
"BMU","policy-transparency",0.111111111111
"BMU","implementation-capability",0.34
"BMU","subsidies",0.46875
"BMU","fishing-effort",0.318181818182
"BMU","foreign-fishing",0.05
"Galapagos Islands","scientific-robustness",0.587301587302
"Galapagos Islands","policy-transparency",0.944444444444
"Galapagos Islands","implementation-capability",0.76
"Galapagos Islands","subsidies",0.75
"Galapagos Islands","fishing-effort",0.818181818182
"Galapagos Islands","foreign-fishing",0.05
"BHS","scientific-robustness",0.539682539683
"BHS","policy-transparency",0.388888888889
"BHS","implementation-capability",0.56
"BHS","subsidies",0.28125
"BHS","fishing-effort",0.522727272727
"BHS","foreign-fishing",0.05
"TCA","scientific-robustness",0.539682539683
"TCA","policy-transparency",0.5
"TCA","implementation-capability",0.68
"TCA","subsidies",0.59375
"TCA","fishing-effort",0.477272727273
"TCA","foreign-fishing",0.05
"CUB","scientific-robustness",0.142857142857
"CUB","policy-transparency",0.12962962963
"CUB","implementation-capability",0.26
"CUB","subsidies",0.90625
"CUB","fishing-effort",0.295454545455
"CUB","foreign-fishing",0.05
"CYM","scientific-robustness",0.539682539683
"CYM","policy-transparency",0.37037037037
"CYM","implementation-capability",0.44
"CYM","subsidies",0.21875
"CYM","fishing-effort",0.613636363636
"CYM","foreign-fishing",0.05
"HTI","scientific-robustness",0.873015873016
"HTI","policy-transparency",0.722222222222
"HTI","implementation-capability",0.92
"HTI","subsidies",0.125
"HTI","fishing-effort",0.568181818182
"HTI","foreign-fishing",0.05
"DOM","scientific-robustness",0.634920634921
"DOM","policy-transparency",0.925925925926
"DOM","implementation-capability",0.8
"DOM","subsidies",0.03125
"DOM","fishing-effort",0.636363636364
"DOM","foreign-fishing",0.05
"PRI","scientific-robustness",0.412698412698
"PRI","policy-transparency",0.37037037037
"PRI","implementation-capability",0.58
"PRI","subsidies",0.46875
"PRI","fishing-effort",0.545454545455
"PRI","foreign-fishing",0.5
"VGB","scientific-robustness",0.555555555556
"VGB","policy-transparency",0.407407407407
"VGB","implementation-capability",0.6
"VGB","subsidies",0.46875
"VGB","fishing-effort",0.636363636364
"VGB","foreign-fishing",0.05
"AIA","scientific-robustness",0.587301587302
"AIA","policy-transparency",0.166666666667
"AIA","implementation-capability",0.56
"AIA","subsidies",0.46875
"AIA","fishing-effort",0.568181818182
"AIA","foreign-fishing",0.05
"KNA","scientific-robustness",0.603174603175
"KNA","policy-transparency",0.111111111111
"KNA","implementation-capability",0.52
"KNA","subsidies",0.46875
"KNA","fishing-effort",0.568181818182
"KNA","foreign-fishing",0.05
"ATG","scientific-robustness",0.603174603175
"ATG","policy-transparency",0.574074074074
"ATG","implementation-capability",0.64
"ATG","subsidies",0.46875
"ATG","fishing-effort",0.613636363636
"ATG","foreign-fishing",0.05
"MSR","scientific-robustness",0.634920634921
"MSR","policy-transparency",0.907407407407
"MSR","implementation-capability",0.64
"MSR","subsidies",0.46875
"MSR","fishing-effort",0.568181818182
"MSR","foreign-fishing",0.05
"LCA","scientific-robustness",0.555555555556
"LCA","policy-transparency",0.111111111111
"LCA","implementation-capability",0.48
"LCA","subsidies",0.65625
"LCA","fishing-effort",0.409090909091
"LCA","foreign-fishing",0.05
"DMA","scientific-robustness",0.587301587302
"DMA","policy-transparency",0.111111111111
"DMA","implementation-capability",0.5
"DMA","subsidies",0.46875
"DMA","fishing-effort",0.636363636364
"DMA","foreign-fishing",0.05
"BRB","scientific-robustness",0.587301587302
"BRB","policy-transparency",0.481481481481
"BRB","implementation-capability",0.76
"BRB","subsidies",0.46875
"BRB","fishing-effort",0.886363636364
"BRB","foreign-fishing",0.5
"GRD","scientific-robustness",0.650793650794
"GRD","policy-transparency",0.444444444444
"GRD","implementation-capability",0.8
"GRD","subsidies",0.75
"GRD","fishing-effort",0.681818181818
"GRD","foreign-fishing",0.5
"TTO","scientific-robustness",0.603174603175
"TTO","policy-transparency",0.314814814815
"TTO","implementation-capability",0.62
"TTO","subsidies",0.46875
"TTO","fishing-effort",0.5
"TTO","foreign-fishing",0.6
"VCT","scientific-robustness",0.698412698413
"VCT","policy-transparency",0.5
"VCT","implementation-capability",0.64
"VCT","subsidies",0.46875
"VCT","fishing-effort",0.659090909091
"VCT","foreign-fishing",1.0
"ANT","scientific-robustness",0.857142857143
"ANT","policy-transparency",0.0740740740741
"ANT","implementation-capability",0.36
"ANT","subsidies",0.21875
"ANT","fishing-effort",0.431818181818
"ANT","foreign-fishing",0.05
"PAN","scientific-robustness",0.666666666667
"PAN","policy-transparency",0.648148148148
"PAN","implementation-capability",0.66
"PAN","subsidies",0.46875
"PAN","fishing-effort",0.568181818182
"PAN","foreign-fishing",0.6
"PAN","scientific-robustness",0.698412698413
"PAN","policy-transparency",0.388888888889
"PAN","implementation-capability",0.46
"PAN","subsidies",0.46875
"PAN","fishing-effort",0.795454545455
"PAN","foreign-fishing",0.6
"CRI","scientific-robustness",0.555555555556
"CRI","policy-transparency",0.5
"CRI","implementation-capability",0.56
"CRI","subsidies",0.9375
"CRI","fishing-effort",0.522727272727
"CRI","foreign-fishing",0.85
"CRI","scientific-robustness",0.555555555556
"CRI","policy-transparency",0.5
"CRI","implementation-capability",0.54
"CRI","subsidies",0.9375
"CRI","fishing-effort",0.522727272727
"CRI","foreign-fishing",0.85
"NIC","scientific-robustness",0.52380952381
"NIC","policy-transparency",0.62962962963
"NIC","implementation-capability",0.6
"NIC","subsidies",0.6875
"NIC","fishing-effort",0.522727272727
"NIC","foreign-fishing",0.8
"NIC","scientific-robustness",0.507936507937
"NIC","policy-transparency",0.62962962963
"NIC","implementation-capability",0.6
"NIC","subsidies",0.75
"NIC","fishing-effort",0.454545454545
"NIC","foreign-fishing",0.8
"COL","scientific-robustness",0.539682539683
"COL","policy-transparency",0.5
"COL","implementation-capability",0.64
"COL","subsidies",0.4375
"COL","fishing-effort",0.522727272727
"COL","foreign-fishing",0.6
"COL","scientific-robustness",0.571428571429
"COL","policy-transparency",0.555555555556
"COL","implementation-capability",0.72
"COL","subsidies",0.3125
"COL","fishing-effort",0.545454545455
"COL","foreign-fishing",0.85
"HND","scientific-robustness",0.873015873016
"HND","policy-transparency",0.944444444444
"HND","implementation-capability",0.66
"HND","subsidies",0.28125
"HND","fishing-effort",0.704545454545
"HND","foreign-fishing",0.05
"SLV","scientific-robustness",0.47619047619
"SLV","policy-transparency",0.481481481481
"SLV","implementation-capability",0.5
"SLV","subsidies",0.34375
"SLV","fishing-effort",0.295454545455
"SLV","foreign-fishing",0.5
"MEX","scientific-robustness",0.587301587302
"MEX","policy-transparency",0.777777777778
"MEX","implementation-capability",0.66
"MEX","subsidies",0.75
"MEX","fishing-effort",0.5
"MEX","foreign-fishing",0.55
"MEX","scientific-robustness",0.571428571429
"MEX","policy-transparency",0.833333333333
