am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,category,spp_group
NA,22680306.0,22680306.0,NA,Anas eatoni,VU,BOTW_marine
NA,22680310.0,22680310.0,NA,Anas georgica,LC,BOTW_marine
NA,22680313.0,22680313.0,NA,Spatula querquedula,LC,BOTW_marine
NA,22680339.0,22680339.0,NA,Marmaronetta angustirostris,VU,BOTW_marine
NA,22680358.0,22680358.0,NA,Aythya ferina,VU,BOTW_marine
NA,22680364.0,22680364.0,NA,Aythya valisineria,LC,BOTW_marine
NA,22680367.0,22680367.0,NA,Aythya americana,LC,BOTW_marine
NA,22680373.0,22680373.0,NA,Aythya nyroca,NT,BOTW_marine
NA,22680387.0,22680387.0,NA,Aythya australis,LC,BOTW_marine
NA,22680391.0,22680391.0,NA,Aythya fuligula,LC,BOTW_marine
NA,22680398.0,22680398.0,NA,Aythya marila,LC,BOTW_marine
NA,22680402.0,22680402.0,NA,Aythya affinis,LC,BOTW_marine
NA,22727757.0,22727757.0,NA,Oxyura ferruginea,LC,BOTW_marine
ITS-175155,22680405.0,22680405.0,NA,Somateria mollissima,NT,BOTW_marine
NA,22727750.0,22727750.0,NA,Oxyura jamaicensis,LC,BOTW_marine
ITS-175160,22680409.0,22680409.0,NA,Somateria spectabilis,LC,BOTW_marine
ITS-554390,22727746.0,22727746.0,NA,Procelsterna cerulea,LC,BOTW_marine
ITS-175161,22680412.0,22680412.0,NA,Somateria fischeri,LC,BOTW_marine
ITS-175153,22680415.0,22680415.0,NA,Polysticta stelleri,VU,BOTW_marine
NA,22680418.0,22680418.0,NA,Camptorhynchus labradorius,EX,BOTW_marine
ITS-175149,22680423.0,22680423.0,NA,Histrionicus histrionicus,LC,BOTW_marine
ITS-175147,22680427.0,22680427.0,NA,Clangula hyemalis,VU,BOTW_marine
ITS-175170,22680441.0,22680441.0,NA,Melanitta perspicillata,LC,BOTW_marine
ITS-175141,22680455.0,22680455.0,NA,Bucephala clangula,LC,BOTW_marine
ITS-175144,22680459.0,22680459.0,NA,Bucephala islandica,LC,BOTW_marine
ITS-175145,22680462.0,22680462.0,NA,Bucephala albeola,LC,BOTW_marine
NA,22727683.0,22727683.0,NA,Ardea plumifera,LC,BOTW_marine
NA,22680465.0,22680465.0,NA,Mergellus albellus,LC,BOTW_marine
NA,22727677.0,22727677.0,NA,Ardea brachyrhyncha,LC,BOTW_marine
NA,22680472.0,22680472.0,NA,Lophodytes cucullatus,LC,BOTW_marine
NA,22727668.0,22727668.0,NA,Ardea intermedia,LC,BOTW_marine
ITS-175187,22680485.0,22680485.0,NA,Mergus serrator,LC,BOTW_marine
NA,22680488.0,22680488.0,NA,Mergus squamatus,EN,BOTW_marine
NA,22680492.0,22680492.0,NA,Mergus merganser,LC,BOTW_marine
NA,22680496.0,22680496.0,NA,Mergus australis,EX,BOTW_marine
NA,22727487.0,22727487.0,NA,Charadrius alexandrinus,LC,BOTW_marine
NA,22727481.0,22727481.0,NA,Charadrius bifrontatus,LC,BOTW_marine
NA,22727471.0,22727471.0,NA,Charadrius tricollaris,LC,BOTW_marine
NA,22680683.0,22680683.0,NA,Jynx torquilla,LC,BOTW_marine
NA,22727265.0,22727265.0,NA,Ciconia microscelis,LC,BOTW_marine
NA,22727255.0,22727255.0,NA,Ciconia episcopus,VU,BOTW_marine
NA,22725908.0,22725908.0,NA,Merops americanus,LC,BOTW_marine
NA,22725900.0,22725900.0,NA,Merops viridis,LC,BOTW_marine
NA,22725856.0,22725856.0,NA,Halcyon gularis,LC,BOTW_marine
NA,22725846.0,22725846.0,NA,Halcyon smyrnensis,LC,BOTW_marine
NA,22725672.0,22725672.0,NA,Eurostopodus nigripennis,VU,BOTW_marine
NA,22725660.0,22725660.0,NA,Eurostopodus mystacalis,LC,BOTW_marine
NA,22681885.0,22681885.0,NA,Trachyphonus margaritatus,LC,BOTW_marine
NA,22725033.0,22725033.0,NA,Charadrius nivosus,NT,BOTW_marine
ITS-175171,22724879.0,22724879.0,NA,Melanitta nigra,LC,BOTW_marine
NA,22724845.0,22724845.0,NA,Melanitta stejnegeri,LC,BOTW_marine
ITS-175163,22724836.0,22724836.0,NA,Melanitta fusca,VU,BOTW_marine
NA,22724332.0,22724332.0,NA,Euphagus cyanocephalus,LC,BOTW_marine
NA,22724326.0,22724326.0,NA,Quiscalus lugubris,LC,BOTW_marine
NA,22724323.0,22724323.0,NA,Quiscalus niger,LC,BOTW_marine
NA,22724311.0,22724311.0,NA,Quiscalus major,LC,BOTW_marine
NA,22724178.0,22724178.0,NA,Agelasticus thilius,LC,BOTW_marine
NA,22683027.0,22683027.0,NA,Alcedo atthis,LC,BOTW_marine
NA,22683033.0,22683033.0,NA,Alcedo semitorquata,LC,BOTW_marine
NA,22683037.0,22683037.0,NA,Alcedo quadribrachys,LC,BOTW_marine
NA,22683042.0,22683042.0,NA,Alcedo meninting,LC,BOTW_marine
NA,22683045.0,22683045.0,NA,Ceyx azureus,LC,BOTW_marine
NA,22683093.0,22683093.0,NA,Corythornis vintsioides,LC,BOTW_marine
NA,22683099.0,22683099.0,NA,Corythornis thomensis,LC,BOTW_marine
NA,22683106.0,22683106.0,NA,Corythornis nais,LC,BOTW_marine
NA,22683112.0,22683112.0,NA,Corythornis leucogaster,LC,BOTW_marine
NA,22683117.0,22683117.0,NA,Alcedo coerulescens,LC,BOTW_marine
NA,22683213.0,22683213.0,NA,Pelargopsis amauroptera,NT,BOTW_marine
NA,22683227.0,22683227.0,NA,Pelargopsis capensis,LC,BOTW_marine
NA,22683230.0,22683230.0,NA,Pelargopsis melanorhyncha,LC,BOTW_marine
NA,22683249.0,22683249.0,NA,Halcyon pileata,LC,BOTW_marine
NA,22683265.0,22683265.0,NA,Halcyon senegaloides,LC,BOTW_marine
NA,22683368.0,22683368.0,NA,Todiramphus recurvirostris,LC,BOTW_marine
NA,22683399.0,NA,NA,Todiramphus chloris,LC,NA
NA,22683422.0,22683422.0,NA,Todiramphus saurophagus,LC,BOTW_marine
NA,22683442.0,22683442.0,NA,Todiramphus sanctus,LC,BOTW_marine
NA,22683616.0,22683616.0,NA,Megaceryle maxima,LC,BOTW_marine
NA,22683634.0,22683634.0,NA,Megaceryle torquata,LC,BOTW_marine
NA,22683645.0,22683645.0,NA,Ceryle rudis,LC,BOTW_marine
NA,22683649.0,22683649.0,NA,Chloroceryle amazona,LC,BOTW_marine
NA,22683652.0,22683652.0,NA,Chloroceryle americana,LC,BOTW_marine
NA,22683710.0,22683710.0,NA,Merops revoilii,LC,BOTW_marine
NA,22683740.0,22683740.0,NA,Merops persicus,LC,BOTW_marine
NA,22683744.0,22683744.0,NA,Merops superciliosus,LC,BOTW_marine
NA,22683982.0,22683982.0,NA,Chalcites basalis,LC,BOTW_marine
NA,22685200.0,22685200.0,NA,Neophema petrophila,LC,BOTW_marine
NA,22685203.0,22685203.0,NA,Neophema chrysogaster,CR,BOTW_marine
NA,22721836.0,22721836.0,NA,Geothlypis trichas,LC,BOTW_marine
NA,22721129.0,22721129.0,NA,Ammospiza caudacuta,VU,BOTW_marine
NA,22721123.0,22721123.0,NA,Ammospiza maritima,LC,BOTW_marine
NA,22721115.0,22721115.0,NA,Passerculus rostratus,LC,BOTW_marine
NA,22721058.0,22721058.0,NA,Melospiza melodia,LC,BOTW_marine
NA,22721046.0,22721046.0,NA,Plectrophenax hyperboreus,LC,BOTW_marine
NA,22721043.0,22721043.0,NA,Plectrophenax nivalis,LC,BOTW_marine
NA,22721033.0,22721033.0,NA,Calcarius lapponicus,LC,BOTW_marine
NA,22721016.0,22721016.0,NA,Emberiza yessoensis,NT,BOTW_marine
NA,22686806.0,22686806.0,NA,Apus unicolor,LC,BOTW_marine
NA,22686815.0,22686815.0,NA,Apus pallidus,LC,BOTW_marine
NA,22686831.0,22686831.0,NA,Apus berliozi,LC,BOTW_marine
NA,22686839.0,22686839.0,NA,Apus balstoni,LC,BOTW_marine
NA,22720722.0,22720722.0,NA,Telespiza ultima,CR,BOTW_marine
NA,22728432.0,22728432.0,NA,Puffinus mauretanicus,CR,BOTW_marine
NA,22728437.0,22728437.0,NA,Procellaria conspicillata,VU,BOTW_marine
NA,22728442.0,22728442.0,NA,Pterodroma atrata,EN,BOTW_marine
NA,22728596.0,22728596.0,NA,Lonchura fuscata,NT,BOTW_marine
NA,22728621.0,22728621.0,NA,Esacus magnirostris,NT,BOTW_marine
NA,22728800.0,22728800.0,NA,Pterodroma rupinarum,EX,BOTW_marine
NA,22728804.0,22728804.0,NA,Bulweria bifax,EX,BOTW_marine
NA,22728808.0,22728808.0,NA,Fregetta maoriana,CR,BOTW_marine
ITS-174725,22728950.0,22728950.0,NA,Phalacrocorax pelagicus,LC,BOTW_marine
ITS-726047,22728990.0,22728990.0,NA,Sula granti,LC,BOTW_marine
NA,22728995.0,22728995.0,NA,Larus thayeri,LC,BOTW_marine
ITS-554143,22729e3,22729e3,NA,Brachyramphus perdix,NT,BOTW_marine
NA,22729148.0,22729148.0,NA,Garrodia nereis,LC,BOTW_marine
NA,22729421.0,22729421.0,NA,Calonectris edwardsii,NT,BOTW_marine
ITS-554451,22729604.0,22729604.0,NA,Thalassarche cauta,NT,BOTW_marine
NA,22729609.0,22729609.0,NA,Thalassarche steadi,NT,BOTW_marine
ITS-174734,22729686.0,22729686.0,NA,Phalacrocorax atriceps,LC,BOTW_marine
NA,22729692.0,22729692.0,NA,Egretta gularis,LC,BOTW_marine
NA,22729706.0,22729706.0,NA,Phoenicopterus ruber,LC,BOTW_marine
NA,22729867.0,22729867.0,NA,Gallinago delicata,LC,BOTW_marine
NA,22688175.0,22688175.0,NA,Doricha eliza,NT,BOTW_marine
NA,22731577.0,22731577.0,NA,Rallus obsoletus,NT,BOTW_marine
NA,22731855.0,22731855.0,NA,Threskiornis bernieri,EN,BOTW_marine
NA,22731986.0,22731986.0,NA,Progne modesta,EN,BOTW_marine
NA,22732244.0,22732244.0,NA,Calonectris borealis,LC,BOTW_marine
NA,22732425.0,22732425.0,NA,Melanitta americana,NT,BOTW_marine
NA,22689032.0,22689032.0,NA,Scotopelia peli,LC,BOTW_marine
NA,22733311.0,22733311.0,NA,Tachycineta stolzmanni,LC,BOTW_marine
NA,22733462.0,22733462.0,NA,Haematopus ostralegus,NT,BOTW_marine
NA,22733705.0,22733705.0,NA,Procelsterna albivitta,LC,BOTW_marine
NA,22689535.0,22689535.0,NA,Asio capensis,LC,BOTW_marine
NA,22733979.0,22733979.0,NA,Puffinus subalaris,LC,BOTW_marine
ITS-174685,22733989.0,22733989.0,NA,Pelecanus occidentalis,LC,BOTW_marine
NA,22734070.0,22734070.0,NA,Puffinus bailloni,LC,BOTW_marine
NA,22734194.0,22734194.0,NA,Melanitta deglandi,LC,BOTW_marine
NA,22689714.0,22689714.0,NA,Chordeiles minor,LC,BOTW_marine
NA,22734408.0,22734408.0,NA,Eudyptes moseleyi,EN,BOTW_marine
NA,22689906.0,22689906.0,NA,Caprimulgus mahrattensis,LC,BOTW_marine
NA,22689972.0,22689972.0,NA,Caprimulgus natalensis,LC,BOTW_marine
NA,22689985.0,22689985.0,NA,Caprimulgus affinis,LC,BOTW_marine
NA,22734972.0,22734972.0,NA,Milvus migrans,LC,BOTW_marine
NA,22735250.0,22735250.0,NA,Eudyptes chrysocome,VU,BOTW_marine
Fis-31207,21132707.0,NA,NA,Uranoscopus albesca,LC,NA
NA,21132575.0,21132575.0,NA,Pseudogramma guineensis,LC,MARINEFISH_PART_2
Fis-31157,21128493.0,NA,NA,Chaetodipterus lippei,LC,NA
Fis-52357,21112990.0,NA,NA,Draculo shango,LC,NA
NA,22735514.0,22735514.0,NA,Buteogallus anthracinus,LC,BOTW_marine
NA,21110723.0,NA,NA,Opeatogenys cadenati,DD,NA
Fis-124812,21103888.0,NA,NA,Holtbyrnia cyanocephala,LC,NA
NA,22735615.0,22735615.0,NA,Charadrius dealbatus,DD,BOTW_marine
NA,22735624.0,22735624.0,NA,Hydrobates monteiroi,VU,BOTW_marine
Fis-23425,20429854.0,NA,NA,Carangoides oblongus,LC,NA
Fis-23420,20429787.0,NA,NA,Carangoides hedlandensis,LC,NA
NA,22735692.0,22735692.0,NA,Rostratula australis,EN,BOTW_marine
Fis-23415,20429448.0,NA,NA,Carangoides equula,LC,NA
Fis-25116,20257324.0,NA,NA,Carangoides chrysophrys,LC,NA
Fis-8344,20253300.0,NA,NA,Alectis indica,LC,NA
Fis-23042,20249232.0,NA,NA,Caesio cuning,LC,NA
NA,22735803.0,22735803.0,NA,Hydrobates castro,LC,BOTW_marine
NA,22735810.0,22735810.0,NA,Rostratula benghalensis,LC,BOTW_marine
ITS-554270,22735929.0,22735929.0,NA,Larus cachinnans,LC,BOTW_marine
NA,22736042.0,22736042.0,NA,Anas zonorhyncha,LC,BOTW_marine
Fis-28178,18257501.0,NA,NA,Rhadinesthes decimus,LC,NA
Fis-30244,16759188.0,16759188.0,NA,Liopropoma rubre,LC,MARINEFISH_PART_2
Fis-24740,16759176.0,16759176.0,NA,Liopropoma eukrines,LC,MARINEFISH_PART_3
Fis-24690,16759144.0,16759144.0,NA,Hypoplectrus unicolor,LC,MARINEFISH_PART_2
Fis-49800,16759111.0,16759111.0,NA,Hypoplectrus nigricans,LC,MARINEFISH_PART_1
Fis-49798,16751128.0,16751128.0,NA,Hypoplectrus gummigutta,LC,MARINEFISH_PART_1
Fis-168283,16750054.0,16750054.0,NA,Baldwinella aureorubens,LC,MARINEFISH_PART_2
NA,22736135.0,22736135.0,NA,Pterodroma deserta,VU,BOTW_marine
Fis-23589,16720022.0,NA,NA,Lethrinus harak,LC,NA
NA,22736148.0,22736148.0,NA,Remiz pendulinus,LC,BOTW_marine
ITS-174699,22736173.0,22736173.0,NA,Sula dactylatra,LC,BOTW_marine
NA,22736215.0,22736215.0,NA,Cinclodes fuscus,LC,BOTW_marine
NA,22736541.0,22736541.0,NA,Anas poecilorhyncha,LC,BOTW_marine
Fis-22922,202413.0,NA,NA,Osmerus mordax,LC,NA
Fis-25024,202406.0,NA,NA,Syngnathus scovelli,LC,NA
Fis-22909,202405.0,NA,NA,Microgadus tomcod,LC,NA
NA,202398.0,NA,NA,Lucania goodei,LC,NA
NA,202394.0,NA,NA,Gambusia holbrooki,LC,NA
NA,202381.0,NA,NA,Fundulus diaphanus,LC,NA
NA,42483559.0,NA,NA,Cryptoblepharus richardsi,DD,NA
Fis-27126,196016.0,NA,NA,Eptatretus burgeri,NT,NA
NA,196015.0,NA,NA,Eptatretus bischoffii,DD,NA
NA,42485751.0,42485751.0,NA,Varanus prasinus,LC,REPTILES_marine
Fis-23333,201947.0,NA,NA,Alosa mediocris,LC,NA
Fis-23327,201946.0,NA,NA,Alosa aestivalis,VU,NA
NA,201500.0,NA,NA,Oncorhynchus nerka,LC,NA
NA,201454.0,NA,NA,Oncorhynchus nerka,EN,NA
NA,201451.0,NA,NA,Oncorhynchus nerka,LC,NA
NA,201450.0,NA,NA,Oncorhynchus nerka,EN,NA
NA,201448.0,NA,NA,Oncorhynchus nerka,DD,NA
NA,201444.0,NA,NA,Oncorhynchus nerka,LC,NA
NA,199279.0,NA,NA,Ariosoma mellissii,DD,NA
Fis-27296,199322.0,NA,NA,Mystriophis rostellatus,LC,NA
NA,201441.0,NA,NA,Oncorhynchus nerka,LC,NA
Fis-28563,42566169.0,42566169.0,NA,Aetobatus ocellatus,VU,CHONDRICHTHYES
Fis-33164,199337.0,NA,NA,Bascanichthys ceciliae,LC,NA
NA,201439.0,NA,NA,Oncorhynchus nerka,DD,NA
NA,201438.0,NA,NA,Oncorhynchus nerka,LC,NA
Fis-23927,199361.0,NA,NA,Bascanichthys bascanium,LC,NA
Fis-27285,199373.0,NA,NA,Venefica proboscidea,LC,NA
NA,201435.0,NA,NA,Oncorhynchus nerka,LC,NA
NA,201434.0,NA,NA,Oncorhynchus nerka,LC,NA
NA,201432.0,NA,NA,Oncorhynchus nerka,EN,NA
NA,201430.0,NA,NA,Oncorhynchus nerka,LC,NA
NA,200714.0,200714.0,NA,Holothuria inornata,DD,SEACUCUMBERS
Fis-22961,42830204.0,NA,NA,Synagrops japonicus,LC,NA
Fis-149048,42830213.0,NA,NA,Himantolophus crinitus,LC,NA
Fis-25893,199932.0,199932.0,NA,Hemiscyllium freycineti,NT,CHONDRICHTHYES
Fis-149060,42830236.0,NA,NA,Himantolophus paucifilosus,LC,NA
Fis-50380,42830239.0,NA,NA,Melanocetus murrayi,LC,NA
NA,42830242.0,NA,NA,Liza bandialensis,DD,NA
Fis-50427,42830251.0,NA,NA,Chaenophryne ramifera,LC,NA
Fis-139531,42830260.0,NA,NA,Dolopichthys allector,LC,NA
Fis-50469,42830277.0,NA,NA,Microlophichthys microlophus,LC,NA
Fis-50636,42830286.0,NA,NA,Photocorynus spiniceps,LC,NA
NA,42830291.0,NA,NA,Hoplostethus vniro,DD,NA
NA,42830689.0,42830689.0,NA,Conus longilineus,LC,CONESNAILS
NA,22693663.0,22693663.0,NA,Haematopus fuliginosus,LC,BOTW_marine
NA,42874318.0,NA,NA,Sphyraena intermedia,DD,NA
SLB-130717,22696734.0,22696734.0,NA,Microcarbo pygmaeus,LC,BOTW_marine
NA,43270317.0,43270317.0,NA,Trygonorrhina dumerilii,LC,CHONDRICHTHYES
NA,199698.0,199698.0,NA,Tarentola chazaliae,VU,REPTILES_marine
NA,199659.0,199659.0,NA,Albula koreana,DD,BONEFISH_TARPONS
NA,199651.0,199651.0,NA,Cirripectes heemstraorum,LC,COMBTOOTHBLENNIES
NA,22693669.0,22693669.0,NA,Haematopus leucopodus,LC,BOTW_marine
ITS-174746,22696743.0,22696743.0,NA,Microcarbo melanoleucos,LC,BOTW_marine
NA,199594.0,NA,NA,Stenodactylus pulcher,LC,NA
NA,22696750.0,22696750.0,NA,Phalacrocorax perspicillatus,EX,BOTW_marine
ITS-174724,22696753.0,22696753.0,NA,Phalacrocorax penicillatus,LC,BOTW_marine
ITS-561969,22696756.0,22696756.0,NA,Phalacrocorax harrisi,VU,BOTW_marine
NA,22693690.0,22693690.0,NA,Himantopus novaezelandiae,CR,BOTW_marine
ITS-174747,22696766.0,22696766.0,NA,Phalacrocorax neglectus,EN,BOTW_marine
ITS-174742,22696770.0,22696770.0,NA,Phalacrocorax fuscescens,LC,BOTW_marine
NA,22693709.0,22693709.0,NA,Cladorhynchus leucocephalus,LC,BOTW_marine
ITS-554375,22696773.0,22696773.0,NA,Phalacrocorax brasilianus,LC,BOTW_marine
Fis-27299,199401.0,NA,NA,Nessorhamphus ingolfianus,LC,NA
Fis-49781,199398.0,NA,NA,Quassiremus ascensionis,LC,NA
Fis-22867,199391.0,NA,NA,Conger oceanicus,LC,NA
ITS-174717,22696776.0,22696776.0,NA,Phalacrocorax auritus,LC,BOTW_marine
Fis-29750,199390.0,NA,NA,Callechelys muraena,LC,NA
Fis-25428,199363.0,NA,NA,Dalophis cephalopeltis,LC,NA
NA,199360.0,NA,NA,Paraconger macrops,DD,NA
NA,199342.0,NA,NA,Ophichthus rex,LC,NA
Fis-130917,199328.0,NA,NA,Pseudomyrophis nimius,LC,NA
Fis-29926,199278.0,NA,NA,Dysomma anguillare,LC,NA
Fis-24007,199272.0,NA,NA,Echiophis punctifer,LC,NA
NA,22693712.0,22693712.0,NA,Recurvirostra avosetta,LC,BOTW_marine
Fis-30076,199267.0,NA,NA,Gordiichthys irretitus,LC,NA
ITS-174743,22696779.0,22696779.0,NA,Phalacrocorax fuscicollis,LC,BOTW_marine
Fis-130806,199259.0,NA,NA,Gordiichthys ergodes,DD,NA
NA,199241.0,NA,NA,Apterichtus gracilis,DD,NA
Fis-27288,199240.0,NA,NA,Apterichtus monodi,LC,NA
Fis-33171,199231.0,NA,NA,Mystriophis crosnieri,LC,NA
Fis-143395,199223.0,NA,NA,Rhynchoconger flavus,LC,NA
NA,199198.0,NA,NA,Heteroconger luteolus,LC,NA
NA,199189.0,NA,NA,Dalophis multidentatus,DD,NA
NA,22696782.0,22696782.0,NA,Phalacrocorax varius,LC,BOTW_marine
Fis-31227,199180.0,NA,NA,Paraconger notialis,LC,NA
Fis-33163,199169.0,NA,NA,Hoplunnis punctata,LC,NA
Fis-144886,199156.0,NA,NA,Phaenomonas longissima,LC,NA
Fis-27298,199146.0,NA,NA,Pisodonophis semicinctus,LC,NA
NA,199125.0,NA,NA,Dalophis obtusirostris,DD,NA
Fis-33157,199078.0,NA,NA,Heteroconger longissimus,LC,NA
NA,22693717.0,22693717.0,NA,Recurvirostra americana,LC,BOTW_marine
NA,199070.0,NA,NA,Xyrias guineensis,DD,NA
ITS-174751,22696788.0,22696788.0,NA,Phalacrocorax sulcirostris,LC,BOTW_marine
Fis-33178,199068.0,NA,NA,Ilyophis brunneus,LC,NA
Fis-115015,199040.0,NA,NA,Rhynchoconger gracilior,LC,NA
Fis-22773,199019.0,NA,NA,Conger esculentus,LC,NA
NA,198995.0,NA,NA,Promyllantor atlanticus,DD,NA
ITS-174715,22696792.0,22696792.0,NA,Phalacrocorax carbo,LC,BOTW_marine
Fis-33159,198975.0,NA,NA,Coloconger cadenati,LC,NA
NA,198972.0,NA,NA,Anguilla interioris,DD,NA
ITS-Mam-180478,198920.0,198920.0,NA,Neophocaena phocaenoides,VU,MARINE_MAMMALS
NA,198893.0,NA,NA,Potamopyrgus kaitunuparaoa,VU,NA
NA,22693720.0,22693720.0,NA,Recurvirostra novaehollandiae,LC,BOTW_marine
NA,198892.0,NA,NA,Potamopyrgus estuarinus,LC,NA
SLB-40321,22696799.0,22696799.0,NA,Phalacrocorax capillatus,LC,BOTW_marine
ITS-174749,22696802.0,22696802.0,NA,Phalacrocorax nigrogularis,VU,BOTW_marine
NA,43398244.0,18175.0,Pristis pectinata Eastern Atlantic,Pristis pectinata,CR,CHONDRICHTHYES
NA,43398250.0,18175.0,Pristis pectinata Western Atlantic,Pristis pectinata,CR,CHONDRICHTHYES
NA,198845.0,NA,NA,Halopyrgus pupoides,LC,NA
NA,43508842.0,18584848.0,Pristis pristis Eastern Atlantic subpopulation,Pristis pristis,CR,CHONDRICHTHYES
NA,198843.0,NA,NA,Halopyrgus pagodulus,LC,NA
NA,43508845.0,18584848.0,Pristis pristis Western Atlantic subpopulation,Pristis pristis,CR,CHONDRICHTHYES
Fis-30521,43508905.0,18584848.0,Pristis pristis Indo-west Pacific subpopulation,Pristis pristis,CR,CHONDRICHTHYES
NA,43508949.0,18584848.0,Pristis pristis Eastern Pacific subpopulation,Pristis pristis,CR,CHONDRICHTHYES
ITS-174737,22696806.0,22696806.0,NA,Phalacrocorax capensis,EN,BOTW_marine
Fis-131607,196017.0,NA,NA,Eptatretus caribbeaus,LC,NA
NA,198563.0,NA,NA,Stomias boa,LC,NA
Fis-23868,198608.0,NA,NA,Trachipterus trachypterus,LC,NA
Fis-161966,198775.0,NA,NA,Coelorinchus caelorhincus,LC,NA
Fis-50553,198774.0,198774.0,NA,Parablennius pilicornis,LC,COMBTOOTHBLENNIES
ITS-174735,22696810.0,22696810.0,NA,Phalacrocorax bougainvilliorum,NT,BOTW_marine
Fis-30696,198766.0,NA,NA,Syngnathus phlegon,DD,NA
Fis-30688,198765.0,NA,NA,Syngnathus acus,LC,NA
Fis-49096,198763.0,NA,NA,Nerophis maculatus,DD,NA
Fis-25455,198762.0,NA,NA,Borostomias antarcticus,LC,NA
Fis-23888,198758.0,NA,NA,Vinciguerria attenuata,LC,NA
Fis-29880,198757.0,NA,NA,Cyclothone braueri,LC,NA
Fis-33808,198755.0,NA,NA,Lepidotrigla dieuzeidei,LC,NA
NA,22693727.0,22693727.0,NA,Pluvialis apricaria,LC,BOTW_marine
Fis-27328,198753.0,NA,NA,Chelidonichthys obscurus,LC,NA
NA,22696813.0,22696813.0,NA,Phalacrocorax verrucosus,LC,BOTW_marine
Fis-30627,198748.0,NA,NA,Scorpaena scrofa,LC,NA
Fis-30626,198747.0,NA,NA,Scorpaena porcus,LC,NA
Fis-33807,198745.0,NA,NA,Scorpaena maderensis,LC,NA
Fis-51155,198744.0,NA,NA,Scorpaena loppei,LC,NA
Fis-23853,198741.0,NA,NA,Taurulus bubalis,LC,NA
Fis-150742,198740.0,NA,NA,Synapturichthys kleinii,DD,NA
