code,iso,country,ACSAT.1990,ACSAT.1991,ACSAT.1992,ACSAT.1993,ACSAT.1994,ACSAT.1995,ACSAT.1996,ACSAT.1997,ACSAT.1998,ACSAT.1999,ACSAT.2000,ACSAT.2001,ACSAT.2002,ACSAT.2003,ACSAT.2004,ACSAT.2005,ACSAT.2006,ACSAT.2007,ACSAT.2008,ACSAT.2009,ACSAT.2010,ACSAT.2011
533,ABW,Aruba,98.6081388,98.5644009,98.5223911,98.4787731,98.4354238,98.3927393,98.3495648,98.3055624,98.2632131,98.2191719,98.1766016,98.1334517,98.0897712,98.0469677,98.0039578,97.9603153,97.9174577,97.8738307,97.8308663,97.7882415,97.7448645,97.7011494
36,AUS,Australia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
40,AUT,Austria,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
31,AZE,Azerbaijan,-8888,-8888,-8888,-8888,57.4860279,57.4024978,57.3188058,57.2352955,57.1516321,59.5955972,62.1115035,64.6198042,67.1206867,69.6140846,72.1000634,74.578471,77.0494543,79.5129742,81.9690617,81.9858902,82.0036781,82.0223849
44,BHS,Bahamas,-8888,-8888,-8888,-8888,87.9633731,87.9634991,87.9634232,87.9634562,87.9633549,87.9634543,87.9634202,87.9634357,87.9634141,87.9632883,87.9633601,87.9633515,87.963563,87.9633036,-8888,-8888,-8888,-8888
48,BHR,Bahrain,99.0131692,99.0129962,99.0130769,99.0130776,99.0315938,99.0500278,99.0683824,99.086825,99.1054206,99.1237545,99.1422657,99.1607913,99.1792172,99.1975759,99.1976301,99.1975795,99.1975697,99.1976088,99.1976122,99.1976593,99.1975972,99.1976034
50,BGD,Bangladesh,37.6869568,37.7798902,37.8534261,38.8089214,39.7578364,40.6999264,41.6351345,42.5630608,43.4838172,44.3971745,45.3030568,46.2011188,47.091795,47.97477,48.8497934,49.7166101,50.5749585,51.4245742,52.2651901,53.0965334,53.9183274,54.7302943
52,BRB,Barbados,82.3499717,83.1200956,83.8900037,84.6600607,85.4300803,86.2001549,86.9700307,87.7399203,88.5098574,89.2801715,90.0501288,90.8200095,91.5900645,91.589857,91.5898306,91.5901118,91.5901159,-8888,-8888,-8888,-8888,-8888
112,BLR,Belarus,92.8429096,92.8240224,92.8052191,92.7865764,92.7680189,92.749579,92.7312254,92.7130423,92.7402648,92.7649696,92.7855666,92.8058674,92.8257601,92.8453194,92.864494,92.8834225,92.9019887,92.9202626,92.93821,92.9559478,92.9733776,92.99095
56,BEL,Belgium,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
84,BLZ,Belize,76.3021641,76.9682738,77.6353601,78.302286,78.9697086,79.6374216,80.305473,80.9736455,81.6423925,82.3111944,82.9788593,83.6371998,84.2934209,84.948281,85.6018628,86.253635,86.9036877,87.5520258,88.1989861,88.8443932,89.5798503,89.8546212
204,BEN,Benin,4.9667336,5.4104141,5.8330356,6.2201142,6.6093853,7.0007986,7.3944196,7.7900761,8.1879433,8.5879937,8.9902897,9.3946338,9.8215116,10.2864546,10.7562127,11.2303287,11.7092392,12.1928025,12.6811697,13.1737987,13.6712064,14.1731764
60,BMU,Bermuda,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
64,BTN,Bhutan,-8888,-8888,-8888,-8888,-8888,-8888,-8888,37.6008572,37.95344,38.3164949,38.6903032,39.0735482,39.6822568,40.319587,40.9866127,41.6666035,42.211208,42.77231,43.3504476,43.9444277,44.5557484,45.183924
68,BOL,Bolivia,28.3037434,29.2746052,30.2401233,31.1053172,31.9726515,32.8417833,33.675809,34.5109057,35.3476631,36.1858293,37.0255709,37.8662285,38.7083844,39.5506942,40.3931262,41.2356102,42.0781247,42.9206138,43.7630595,44.6054056,45.4476095,46.2896511
70,BIH,Bosnia and Herzegovina,-8888,-8888,-8888,-8888,95.2633598,95.2818014,95.3007134,95.320084,95.3399219,95.3394172,95.3411459,95.3452034,95.3516303,95.3604512,95.371795,95.3856664,95.6313062,95.6530955,95.6776653,95.7158285,95.7546895,95.7942321
72,BWA,Botswana,38.5659855,40.7887213,42.1473059,43.3840603,44.6193581,45.8525501,47.0839513,48.3119929,49.5377707,50.7607719,51.981171,53.1975417,54.4110042,55.6153753,56.8106345,57.996783,59.1738672,60.3418347,61.5007914,62.6507891,63.7919325,64.0352916
76,BRA,Brazil,66.7614557,67.5985346,68.4220572,69.2307128,70.026099,70.8079014,71.5767272,72.3630329,73.1374517,73.8967597,74.641657,75.2366506,75.8140426,76.3865721,76.9544892,77.5173205,78.0756787,78.6294529,79.1788749,79.7235268,80.2639678,80.8001051
92,VGB,British Virgin Islands,97.5016676,97.5014732,97.5015831,97.5005642,97.4986165,97.5,97.5005307,97.4987026,97.497716,97.4996272,97.5023172,97.5004798,97.4995273,97.5006994,97.5001151,97.4988631,97.5014605,97.4990005,97.5002197,97.5007606,97.5005378,97.499787
96,BRN,Brunei Darussalam,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
100,BGR,Bulgaria,99.457677,99.4616057,99.4655244,99.4686857,99.5164244,99.5637233,99.610565,99.6569654,99.7029255,99.7484456,99.7935214,99.8382312,99.8825619,99.9263659,99.9696502,100,100,100,100,100,100,100
854,BFA,Burkina Faso,7.6981264,7.8058483,8.15508,8.5060493,8.8592519,9.2145275,9.5720863,10.0119381,10.5240278,11.045683,11.5774492,12.1182445,12.669396,13.2305916,13.8023745,14.3834371,14.9751932,15.5772141,16.1836755,16.7930528,17.405342,18.0200137
108,BDI,Burundi,41.6250544,42.0218622,42.419501,42.8174203,43.2155412,43.6139083,44.0125317,44.4114876,44.810738,45.2112319,45.6120447,46.0132872,46.4148895,46.8169102,47.219333,47.6222601,48.0256445,48.4295286,48.8339165,49.2388861,49.6443751,50.0504246
116,KHM,Cambodia,8.5013126,8.6122268,8.7252633,8.8399646,8.9568111,10.4029525,11.8607369,13.3298872,14.7776413,16.1630733,17.5517149,18.943416,20.3383873,21.736585,23.1380933,24.5427276,25.9507258,27.3620346,28.7767594,30.2012255,31.6362804,33.0824779
120,CMR,Cameroon,47.3370961,47.3692775,47.3996597,47.4275706,47.4535749,47.477396,47.4991977,47.5183141,47.5352893,47.5498744,47.5622213,47.5716715,47.5787881,47.5833096,47.5853886,47.5844057,47.5808895,47.5737359,47.5629329,47.5484729,47.6771056,47.8047975
124,CAN,Canada,99.7658159,99.7661998,99.7688733,99.7715168,99.7741428,99.7767497,99.7795128,99.7833987,99.7872383,99.7910302,99.7947753,99.7980995,99.7988826,99.799665,99.8004452,99.801223,99.8019982,99.8028161,99.8036813,99.8045906,99.805542,99.8065361
132,CPV,Cape Verde,-8888,-8888,35.464882,35.8195934,36.1757046,36.5325893,36.8900402,38.7536238,40.6058361,42.4454549,44.2724557,46.0612991,47.8391571,49.6049179,51.3590869,53.1006613,54.8302517,56.5478248,58.2533635,59.9459746,61.6267372,63.2901505
136,CYM,Cayman Islands,96.2492322,96.2504111,96.2486938,96.2492518,96.2496421,96.2490851,96.2488268,96.250106,96.2510898,96.2490858,96.2507775,96.2495,96.2497506,96.2501307,96.2504724,96.2500957,96.2503724,96.2508458,96.2492088,96.2502017,96.2493331,96.2505949
140,CAF,Central African Republic,10.5912306,10.6041305,10.6170327,12.0583638,13.4996132,14.9408452,16.3820351,17.823111,19.2641934,20.7051921,22.1461652,23.5870709,25.0279037,26.4686928,27.9094528,29.3529921,30.799279,32.2483621,33.7001685,33.726953,33.7566413,33.789215
148,TCD,Chad,7.8029533,8.0143071,8.2275962,8.4346854,8.6158947,8.7972492,8.9787606,9.1603976,9.3421758,9.5241061,9.7061939,9.8884073,10.0707616,10.2532769,10.4359336,10.6187248,10.801672,10.984754,11.1679893,11.351366,11.5391734,11.7316426
152,CHL,Chile,84.831209,85.5106012,86.1968891,86.9207912,87.6361369,88.3429488,89.0414919,89.7315896,90.4253774,91.1315435,91.8256893,92.50778,93.178525,93.8362672,94.4818159,95.1159159,95.7393056,96.352656,96.9566183,97.5518139,98.1388173,98.7181871
156,CHN,China,23.7108789,25.8371313,27.9566735,30.0678559,32.1713415,34.2662462,36.3524471,38.4283189,40.4944941,42.5501069,44.595031,46.675463,48.7665403,50.8423874,52.9026281,54.9452101,56.9609269,58.9541593,60.9298044,62.8862607,64.8241581,65.0698184
170,COL,Colombia,66.8574749,67.5336118,68.1975083,68.8485049,69.4436904,70.0106632,70.5705399,71.1229559,71.6683864,72.2067528,72.7382337,73.2625244,73.7800518,74.2907502,74.7947846,75.2919188,75.7822999,76.2659308,76.7429061,77.2133242,77.6772816,78.1348762
174,COM,Comoros,17.7308188,18.6715295,19.5118767,20.3284016,21.1458931,22.331067,23.5160592,24.7010964,25.885895,27.0705869,28.2552461,29.4397726,30.6241044,31.8083414,32.9924777,34.1796091,35.3700426,35.3706591,35.3744581,35.381559,35.3917659,-8888
178,COG,Congo,-8888,-8888,-8888,-8888,-8888,-8888,-8888,19.8048596,19.8194011,19.8339223,19.8484074,19.8627903,19.6483469,19.4352085,19.2234235,19.0128884,18.80368,18.5957693,18.3890944,18.1835434,17.9791531,17.7758888
184,COK,Cook Islands,99.5231066,99.5205866,99.5253783,99.5249931,99.5233399,99.5247719,99.5231832,99.5247306,99.5256432,99.5226864,99.5232754,98.905981,98.290645,97.6782753,97.0589777,96.4436656,95.8288824,95.2117215,94.6001299,94.5971423,94.5977918,94.5968453
188,CRI,Costa Rica,88.4688493,88.7966802,89.1178161,89.4318057,89.73901,90.0392284,90.3325607,90.5844233,90.8325398,91.0768722,91.317444,91.5538456,91.78624,92.0146869,92.2392669,92.459994,92.6769927,92.8903241,93.1000344,93.3062501,93.5089862,93.7083618
384,CIV,Cote d'Ivoire,19.8167639,19.9887841,20.159016,20.3269714,20.4930955,20.6572098,20.8194455,20.9793271,21.1372886,21.339098,21.5676206,21.7922076,22.0135281,22.2312554,22.4455443,22.6556086,22.862091,23.0903137,23.3142591,23.5330433,23.7447639,23.9261815
191,HRV,Croatia,98.1634641,98.1665214,98.1679418,98.169376,98.1708075,98.1722428,98.1736661,98.1750944,98.1765284,98.1779464,98.1793719,98.1807918,98.1823609,98.1840363,98.1858501,98.1877926,98.1898786,98.1920675,98.194409,98.1968612,98.1994309,98.2021403
192,CUB,Cuba,81.4897135,82.0422539,82.5646065,83.0851625,83.6040385,84.1211948,84.6366851,85.1622819,85.6965494,86.2270655,86.7538946,87.2547613,87.7542921,88.2407513,88.7107754,89.1872416,89.6689198,90.1473171,90.6275858,91.1098546,91.5938909,92.0794781
196,CYP,Cyprus,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
203,CZE,Czech Republic,100,100,100,100,100,100,100,100,99.999533,99.9989474,99.9983696,99.9977899,99.9971987,99.9966174,99.9960301,99.9954504,99.9948629,99.9942794,99.994276,99.9942815,99.9942819,99.9942758
180,COD,Dem. Rep. Congo,17.0427388,17.0495294,17.0616872,17.0792308,17.8663655,18.6554409,19.4454872,20.2355263,21.0245709,21.8116242,22.5956753,23.3756945,24.1506364,24.9194313,25.6809856,26.4341798,27.1778656,27.9108671,28.6319749,29.3398866,30.0344383,30.7154652
208,DNK,Denmark,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
262,DJI,Djibouti,61.8890608,62.0284677,62.0424031,62.0564873,62.0704838,62.0166088,61.963987,61.9125654,61.8622812,61.8130536,61.7650595,61.7181872,61.6724793,61.6278026,61.5843011,61.5419729,61.5007976,61.4606178,61.4216793,61.3838021,61.3515454,61.3253177
212,DMA,Dominica,-8888,-8888,-8888,-8888,-8888,81.0814977,81.087042,81.0899698,81.0945909,81.0993815,81.1028821,81.1078952,81.1113837,81.1141618,81.1151157,81.1171563,81.1164483,81.1161119,-8888,-8888,-8888,-8888
214,DOM,Dominican Republic,72.6793711,73.1161747,73.5505107,73.9821619,74.4959056,75.027516,75.550829,76.0651941,76.5712196,77.0686995,77.5578165,78.0380612,78.5099924,78.9734818,79.4263395,79.8685854,80.300757,80.7232074,81.1362979,81.5403866,81.9358296,82.3229713
218,ECU,Ecuador,69.3499699,70.635302,71.8696788,73.089893,74.2966911,75.4898544,76.6696328,77.8354264,78.9879014,80.1268963,81.2526311,82.3646618,83.4943722,84.6262763,85.7385594,86.8284519,87.8972849,88.9455896,89.9741263,90.9836269,91.9748362,92.948465
818,EGY,Egypt,71.7403915,73.0910631,74.4466359,75.8072731,77.172802,78.5432734,79.9186391,81.3229689,82.741931,84.1591895,85.5747538,86.9885919,88.4007343,89.8111697,91.219905,92.6269205,93.9810095,94.9372272,94.9394713,94.9423808,94.9459584,94.9502046
222,SLV,El Salvador,49.7585528,50.7606033,51.7565462,52.9645614,54.2272883,55.4728511,56.7013554,57.9104359,59.1015085,60.0377527,60.9667012,61.8876348,62.8012971,63.7074203,64.6062594,65.4971405,66.380766,67.2569215,68.1242483,68.9824708,69.8319859,69.9663637
226,GNQ,Equatorial Guinea,-8888,-8888,-8888,-8888,88.9036343,88.9037279,88.9034179,88.9031633,88.902936,88.9026014,88.9023406,88.9019816,88.9015546,88.9022533,88.9035833,88.9059284,88.9091481,-8888,-8888,-8888,-8888,-8888
232,ERI,Eritrea,9.1752987,9.2490952,9.329624,9.4170457,9.6007204,9.8780919,10.1593127,10.444126,10.7323707,11.0239174,11.3185112,11.6160036,11.9161856,12.2188638,12.5238546,12.6765571,12.8372562,13.00617,13.1835317,-8888,-8888,-8888
233,EST,Estonia,95.5530989,95.5484195,95.5437074,95.5389605,95.5342,95.5319946,95.529704,95.4936901,95.4576119,95.4213957,95.3857344,95.3519276,95.318079,95.2909675,95.2581076,95.2252728,95.1924722,95.1925461,95.1926208,95.1927843,95.1931193,97.9107626
231,ETH,Ethiopia,2.3353545,2.380765,2.4269902,2.5355961,2.6474115,2.7501641,3.4733724,4.6405114,5.8052306,6.9674404,8.1271392,9.2841539,10.4385677,11.5902953,12.7393252,13.8855062,15.028898,16.1694183,17.3078198,18.4438414,19.5773091,20.7080059
234,FRO,Faeroe Islands,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,FLK,Falkland Islands,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,FJI,Fiji,57.2170129,59.088053,60.9306068,62.7429035,64.5259068,66.2790353,68.0021868,69.5787131,71.1187296,72.6431263,74.1522302,75.6454503,77.1233904,78.5857521,80.0326455,81.4636868,82.879212,84.2791586,85.663503,87.0322636,87.0733178,87.1145524
246,FIN,Finland,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
250,FRA,France,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
254,GUF,French Guiana,-8888,-8888,75.8680432,75.8843947,75.900598,75.917101,75.9336071,76.9621176,77.9895188,79.0159764,80.0446107,81.0738325,82.1049581,83.1367125,84.1688817,85.2019624,86.2356141,87.2689699,88.3022402,89.3351549,90.3677683,90.3981778
258,PYF,French Polynesia,98.6032562,98.6032567,98.6033094,98.6033331,98.603385,98.5046201,98.406246,98.3072725,98.2087611,98.1103232,98.0116816,97.9130082,97.8142857,97.7157882,97.6170605,97.5183427,97.4197947,97.3211655,97.2223587,97.1238583,97.1236944,97.1235714
266,GAB,Gabon,-8888,-8888,-8888,-8888,36.0942004,36.1980343,36.2957034,36.387337,36.4732889,36.1252571,35.7604871,35.3804927,34.9864242,34.579623,34.1611298,33.7321236,33.2934915,32.8462241,32.8595266,32.8717697,32.88304,32.8934693
270,GMB,Gambia,-8888,-8888,60.3413017,60.4285304,60.5144049,60.5984995,60.6807516,61.2903442,61.8932055,62.4894567,63.079338,63.6628399,64.2401538,64.811492,65.3770336,65.9369892,66.4914536,67.0407709,67.5850663,67.6189576,67.6513573,67.6821108
268,GEO,Georgia,96.4559884,96.4541247,96.452247,96.4503757,96.4484954,96.2720463,96.0945137,95.9158862,95.7361627,95.5553636,95.3734751,95.1904785,95.0099372,94.8335186,94.6573895,94.4815129,94.3057402,94.1300593,93.9545992,93.7793549,93.605115,93.4319637
276,DEU,Germany,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
288,GHA,Ghana,6.457684,6.7843978,7.1136681,7.4452259,7.7793312,8.1158854,8.4549792,8.7963036,9.1401437,9.4863792,9.8350942,10.1849888,10.5363128,10.8888808,11.2426231,11.59747,11.9533448,12.310177,12.6678933,13.026434,13.3857195,13.4608418
292,GIB,Gibraltar,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
300,GRC,Greece,96.6448406,96.7995826,96.9541201,97.1079275,97.2610145,97.4133907,97.5650512,97.7159961,97.8662154,98.0157277,98.1645295,98.3126148,98.4602921,98.6073891,98.609811,98.6124795,98.615386,98.6185331,98.6219212,98.6255535,98.6294193,98.6335331
304,GRL,Greenland,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
308,GRD,Grenada,-8888,-8888,-8888,-8888,99.4904997,91.595699,91.5964134,91.5963143,91.5964394,91.595793,91.5959102,91.5964652,91.5962101,91.5964578,91.5963106,91.5957716,91.5962227,91.5960452,-8888,-8888,-8888,-8888
312,GLP,Guadeloupe,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,94.5080901,94.8076419,95.1072866,95.4068289,95.7065528,96.0062178,96.3059614,96.6056626,96.9055672,96.9060766
316,GUM,Guam,97.135475,97.1571514,97.1787511,97.1996546,97.2214479,97.2430423,97.2640544,97.2856195,97.3071195,97.3285312,97.3502549,97.3717607,97.392883,97.393346,97.3932907,97.3932904,97.3933483,97.3934716,97.393157,97.3934623,97.3929381,97.393348
320,GTM,Guatemala,61.986583,62.9152846,63.8382666,64.7549901,65.6659226,66.5708402,67.4698863,68.3625506,69.2492619,70.1298323,71.004372,71.872439,72.7344127,73.5901399,74.4406988,75.2857125,76.1251867,76.9589984,77.7870118,78.609109,79.4251678,80.2350644
324,GIN,Guinea,9.8981243,10.3038975,10.712626,11.1241391,11.5386483,11.9561124,12.3766051,12.7999769,13.2279218,13.6605537,14.0980403,14.5405773,14.9883393,15.4415154,15.900292,16.3648566,16.8354046,17.3121289,17.7952341,18.2849126,18.3804484,18.4786879
624,GNB,Guinea-Bissau,-8888,-8888,-8888,-8888,10.4104885,10.5648521,10.7210682,10.8785181,11.0378398,11.6341332,12.234747,12.838863,13.4473442,14.0598344,14.6764577,15.2966122,15.9208365,16.5454634,17.1702699,17.7951918,18.4198508,19.044304
328,GUY,Guyana,-8888,-8888,-8888,-8888,78.2105066,78.2006074,78.1906473,78.1808116,78.1709558,78.6019336,79.0335847,79.4661423,79.8996221,80.333772,80.7702392,81.2087345,81.6490517,82.0909571,82.5340816,82.9783815,83.4235705,83.869372
332,HTI,Haiti,20.8864378,21.1449049,21.4095848,21.595754,21.7793335,21.9600615,22.1380164,22.3084828,22.4760445,22.6404585,22.7995884,23.1617491,23.5187323,23.8690883,24.212272,24.5370249,24.8440575,25.1324745,25.4019686,25.6524045,25.8837893,26.0962424
336,VAT,Holy See,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
340,HND,Honduras,48.8110492,50.4342984,52.0467226,53.6474805,55.2372116,56.815583,58.3827162,59.9379122,61.481722,63.0138696,64.5344412,66.0428921,67.5964199,69.1364051,70.621661,72.0829748,73.5314314,74.9750762,76.4039863,77.8179855,79.2173671,80.6022474
344,HKG,Hong Kong,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
348,HUN,Hungary,99.9985255,99.9985908,99.9986574,99.9987341,99.9988011,99.9988675,99.9989335,99.9990089,99.9990745,99.9991404,99.9992067,99.9992734,99.9993405,99.9993981,99.9994659,99.9994547,99.9994535,99.9994523,99.9994412,99.9994401,99.9994391,99.9994281
352,ISL,Iceland,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
356,IND,India,17.7340795,17.8344973,18.6876578,19.5394627,20.390265,21.2399287,22.0885607,22.9357859,23.7819519,24.6269245,25.4708083,26.3276501,27.2118738,28.0945116,28.9757062,29.8548965,30.7325767,31.6085373,32.4829183,33.3551662,34.2257675,35.0945156
360,IDN,Indonesia,35.3165615,36.4878449,37.6612454,38.8332202,40.004854,41.175278,42.4204549,43.7011604,44.9286713,46.1532771,47.3744602,48.4227459,49.4678255,50.5091865,51.547026,52.5801459,53.6094476,54.6344391,55.6553189,56.6709358,57.6821756,58.6849952
364,IRN,Iran,80.5617684,80.6086224,80.6775871,80.7534216,81.888756,83.0172555,84.1390361,85.2483023,86.3498081,87.4454985,88.5354804,89.6196227,90.6981656,91.7711056,92.8385527,93.9004437,94.9569824,95.9951186,97.0252537,98.0544059,99.0825947,99.5850871
368,IRQ,Iraq,-8888,71.7722951,71.7074574,71.6425826,71.5773997,71.5120041,72.2319763,72.9586835,73.6913008,74.4303843,75.1761692,75.9288938,76.6883827,77.454748,78.2450476,79.0391375,79.8369383,80.6384927,81.4437921,82.2528901,83.0672068,83.8857819
372,IRL,Ireland,98.888769,98.8911208,98.8947968,98.8984428,98.902106,98.9057474,98.9094828,98.9136915,98.9179016,98.922085,98.9262523,98.930421,98.9346714,98.9393109,98.9439446,98.9485436,98.9531586,98.9578347,98.9625915,98.9674268,98.9723484,98.9773304
833,IMN,Isle of Man,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,ISR,Israel,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
380,ITA,Italy,-8888,-8888,-8888,-8888,-8888,75,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
388,JAM,Jamaica,79.454516,79.487256,79.5189324,79.5505525,79.582075,79.6134577,79.6447579,79.6759653,79.7070514,79.7380613,79.7689305,79.7997251,79.8379112,79.8779338,79.917948,79.9579588,79.9979899,80.0379987,80.0780581,80.1173587,80.1558672,80.1936413
392,JPN,Japan,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
400,JOR,Jordan,97.0764737,97.119626,97.1613578,97.2015165,97.2401991,97.2618699,97.3206474,97.3782197,97.4346745,97.4900142,97.5442378,97.5973594,97.6493946,97.7003761,97.7503321,97.7992333,97.847125,97.8940238,97.9399386,97.9848785,98.0288908,98.0719472
398,KAZ,Kazakhstan,96.4198125,96.4200944,96.4203732,96.4206569,96.476899,96.5327634,96.588611,96.6444331,96.7002243,96.7564916,96.8138547,96.8714428,96.9292634,96.9873064,97.0455892,97.1040888,97.1628295,97.2217923,97.2809925,97.2833382,97.2853735,97.2870933
404,KEN,Kenya,24.6035333,24.829646,25.0558634,25.2821511,25.5085419,25.7350254,25.9616154,26.1882799,26.4150448,26.6419079,26.8690834,27.096373,27.3237766,27.5512796,27.7788949,28.006592,28.2344016,28.4623102,28.6903344,28.9184345,29.1466484,29.3750466
296,KIR,Kiribati,27.9821814,28.4966445,29.010409,29.5226448,30.0349136,30.5470692,31.2146983,31.9684368,32.723685,33.4775338,34.2304488,34.7808299,35.222096,35.6616653,36.1025686,36.5417228,36.9822738,37.4251655,37.8724154,38.3210748,38.7740341,39.2302138
414,KWT,Kuwait,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
417,KGZ,Kyrgyzstan,-8888,93.1022325,93.0992346,93.0962465,93.0932759,93.0903164,93.1050063,93.1199851,93.1352006,93.151332,93.169319,93.1873132,93.2052969,93.2232944,93.2412861,93.2592956,93.2772904,93.2952769,93.3132774,93.3132785,93.3133654,93.3135531
418,LAO,Laos,-8888,-8888,-8888,-8888,20.1149171,20.3748734,20.7991711,21.2383108,21.694193,24.7907648,27.8888897,30.9858249,34.0827042,37.1779575,40.2713579,43.3598321,46.4328609,49.4884921,52.5255476,55.542974,58.539817,61.5152233
