"ASD","yr","ScientificName","ct"
"481",2006,"Euphausia superba",88833.554
"481",2006,"Gerlachea australis",8.3e-05
"481",2006,"Gymnodraco acuticeps",0.009863
"481",2006,"Gymnoscopelus braueri",0.000107
"481",2006,"Gymnoscopelus nicholsi",0.009523
"481",2006,"Gymnoscopelus opisthopterus",3.8e-05
"481",2006,"Krefftichthys anderssoni",3e-06
"481",2006,"Magnisudis prionosa",0.00121
"481",2006,"Neopagetopsis ionah",0.007054
"481",2006,"Notolepis spp",0.97
"481",2006,"Notothenia coriiceps",0.125576
"481",2006,"Notothenia gibberifrons",0.718803
"481",2006,"Notothenia rossii",1.104966
"481",2006,"Notothenia squamifrons",0.043295
"481",2006,"Nototheniops larseni",0.009391
"481",2006,"Nototheniops nudifrons",0.008663
"481",2006,"Nototheniops nybelini",7.61
"481",2006,"Ophthalmolycus amberensis",0.001951
"481",2006,"Pachycara brachycephalum",0.003813
"481",2006,"Pagetopsis macropterus",0.005944
"481",2006,"Pagothenia hansoni",0.005587
"481",2006,"Parachaenichthys charcoti",0.010103
"481",2006,"Platax spp",0.002239
"481",2006,"Pleuragramma antarcticum",14.200298
"481",2006,"Pogonophryne marmorata",0.000587
"481",2006,"Pseudochaenichthys georgianus",3.4
"481",2006,"Racovitzia glacialis",0.000198
"481",2006,"Trematomus eulepidotus",0.156647
"481",2006,"Trematomus newnesi",0.159544
"481",2006,"Trematomus pennellii",0.004413
"481",2006,"Trematomus scotti",0.000493
"481",2006,"Trematomus tokarevi",0.004211
"481",2007,"Aethotaxis mitopteryx",0.00143
"481",2007,"Akarotaxis nudiceps",2e-06
"481",2007,"Anotopterus pharao",0.000607
"481",2007,"Artedidraco skottsbergi",0.000299
"481",2007,"Bathyraja maccaini",0.095843
"481",2007,"Bathyraja spp",0.021254
"481",2007,"Chaenocephalus aceratus",0.242163
"481",2007,"Chaenodraco wilsoni",0.046812
"481",2007,"Champsocephalus gunnari",0.758015
"481",2007,"Chionodraco myersi",0.00019
"481",2007,"Chionodraco rastrospinosus",0.281653
"481",2007,"Cryodraco antarcticus",0.051579
"481",2007,"Dissostichus mawsoni",0.033934
"481",2007,"Electrona antarctica",0.001795
"481",2007,"Euphausia superba",18418.647
"481",2007,"Gerlachea australis",0.000243
"481",2007,"Gymnodraco acuticeps",0.00768
"481",2007,"Gymnoscopelus braueri",9.6e-05
"481",2007,"Gymnoscopelus nicholsi",0.01076
"481",2007,"Harpagifer antarcticus",3.2e-05
"481",2007,"Krefftichthys anderssoni",3e-06
"481",2007,"Lycodichthys antarcticus",5e-05
"481",2007,"Macrourus holotrachys",6.2e-05
"481",2007,"Muraenolepis microps",0.005874
"481",2007,"Neopagetopsis ionah",0.005852
"481",2007,"Notolepis coatsi",9.6e-05
"481",2007,"Notothenia gibberifrons",3.226235
"481",2007,"Notothenia squamifrons",0.03255
"481",2007,"Nototheniops larseni",0.07836
"481",2007,"Nototheniops nudifrons",0.015665
"481",2007,"Ophthalmolycus amberensis",0.008664
"481",2007,"Pachycara brachycephalum",0.001059
"481",2007,"Pagetopsis macropterus",0.004641
"481",2007,"Pagothenia hansoni",0.01785
"481",2007,"Paradiplospinus gracilis",0.000166
"481",2007,"Paraliparis spp",2e-06
"481",2007,"Pleuragramma antarcticum",0.004049
"481",2007,"Pogonophryne phyllopogon",1.1e-05
"481",2007,"Pogonophryne spp",5.3e-05
"481",2007,"Prionodraco evansii",2.2e-05
"481",2007,"Protomyctophum spp",1.3e-05
"481",2007,"Racovitzia glacialis",0.00022
"481",2007,"Trematomus bernacchii",0.004358
"481",2007,"Trematomus eulepidotus",0.06657
"481",2007,"Trematomus loennbergii",9e-06
"481",2007,"Trematomus newnesi",0.01773
"481",2007,"Trematomus nicolai",0.002928
"481",2008,"Euphausia superba",2884.209
"481",2009,"Euphausia superba",33969.955
"481",2010,"Dissostichus mawsoni",7.9e-06
"481",2010,"Protomyctophum spp",2e-06
"481",2011,"Anotopterus pharao",0.000704
"481",2011,"Champsocephalus gunnari",0.019
"481",2011,"Electrona carlsbergi",0.0329332
"481",2011,"Euphausia superba",9214.742
"481",2011,"Notothenia gibberifrons",0.225
"481",2011,"Notothenia rossii",0.1
"481",2011,"Pleuragramma antarcticum",0.028
"481",2012,"Aethotaxis mitopteryx",3e-04
"481",2012,"Anotopterus pharao",0.047
"481",2012,"Artedidraco skottsbergi",1e-04
"481",2012,"Bathyraja eatonii",0.0088
"481",2012,"Bathyraja maccaini",0.0545
"481",2012,"Bathyraja spp",0.0097
"481",2012,"Chaenocephalus aceratus",0.53823
"481",2012,"Chaenodraco wilsoni",0.026
"481",2012,"Champsocephalus gunnari",8.0813
"481",2012,"Chionodraco rastrospinosus",0.377
"481",2012,"Cryodraco antarcticus",0.2074
"481",2012,"Dolloidraco longedorsalis",2e-04
"481",2012,"Electrona spp",1e-04
"481",2012,"Euphausia superba",75630.039
"481",2012,"Gerlachea australis",2e-04
"481",2012,"Gymnodraco acuticeps",0.0015
"481",2012,"Gymnoscopelus braueri",1e-04
"481",2012,"Harpagifer antarcticus",1e-04
"481",2012,"Lycodichthys antarcticus",3e-04
"481",2012,"Notothenia gibberifrons",1.6555
"481",2012,"Notothenia squamifrons",0.106
"481",2012,"Nototheniidae",3e-04
"481",2012,"Nototheniops larseni",0.2198
"481",2012,"Ophthalmolycus amberensis",0.005
"481",2012,"Osteichthyes",5e-06
"481",2012,"Pachycara brachycephalum",0.0011
"481",2012,"Paradiplospinus gracilis",3e-04
"481",2012,"Paraliparis spp",2e-04
"481",2012,"Pleuragramma antarcticum",0.0325
"481",2012,"Pogonophryne marmorata",2e-04
"481",2012,"Pogonophryne scotti",5e-04
"481",2012,"Pogonophryne spp",7e-04
"481",2012,"Pseudochaenichthys georgianus",0.0417
"481",2012,"Racovitzia glacialis",6e-04
"481",2012,"Trematomus bernacchii",0.0068
"481",2012,"Trematomus eulepidotus",0.0524
"481",2012,"Trematomus newnesi",0.0017
"481",2012,"Trematomus scotti",3e-04
"482",1977,"Dissostichus eleginoides",5
"482",1977,"Pseudochaenichthys georgianus",10
"482",1978,"Chaenocephalus aceratus",211
"482",1978,"Champsocephalus gunnari",138895
"482",1978,"Dissostichus eleginoides",90
"482",1978,"Notothenia gibberifrons",75
"482",1978,"Notothenia rossii",85
"482",1978,"Nototheniidae",50
"482",1978,"Osteichthyes",217
"482",1978,"Pseudochaenichthys georgianus",649
"482",1978,"Rajiformes",4
"482",1979,"Chaenocephalus aceratus",2161
"482",1979,"Champsocephalus gunnari",21439
"482",1979,"Dissostichus eleginoides",37
"482",1979,"Euphausia superba",1018
"482",1979,"Notothenia gibberifrons",2598
"482",1979,"Notothenia rossii",237
"482",1979,"Nototheniidae",77
"482",1979,"Pseudochaenichthys georgianus",599
"482",1980,"Champsocephalus gunnari",5234
"482",1980,"Channichthyidae",1668
"482",1980,"Dissostichus eleginoides",4
"482",1980,"Euphausia superba",173765
"482",1980,"Micromesistius australis",36
"482",1980,"Notothenia gibberifrons",1416
"482",1980,"Notothenia rossii",1722
"482",1980,"Nototheniidae",1367
"482",1980,"Rajiformes",6
"482",1981,"Champsocephalus gunnari",1858
"482",1981,"Euphausia superba",60540
"482",1981,"Notothenia gibberifrons",178
"482",1981,"Notothenia rossii",72
"482",1981,"Osteichthyes",2770
"482",1982,"Champsocephalus gunnari",557
"482",1982,"Euphausia superba",258596
"482",1982,"Osteichthyes",2181
"482",1983,"Champsocephalus gunnari",5948
"482",1983,"Euphausia superba",124704
"482",1983,"Notothenia gibberifrons",7001
"482",1983,"Osteichthyes",13233
"482",1983,"Pleuragramma antarcticum",110
"482",1984,"Champsocephalus gunnari",4499
"482",1984,"Euphausia superba",64112
"482",1984,"Notothenia gibberifrons",2499
"482",1984,"Notothenia rossii",725
"482",1985,"Champsocephalus gunnari",2361
"482",1985,"Dissostichus eleginoides",9
"482",1985,"Euphausia superba",140208
"482",1985,"Notothenia gibberifrons",5383
"482",1985,"Notothenia rossii",47
"482",1985,"Notothenia squamifrons",194
"482",1985,"Osteichthyes",622
"482",1986,"Champsocephalus gunnari",2711
"482",1986,"Euphausia superba",227095
"482",1986,"Notothenia gibberifrons",341
"482",1987,"Euphausia superba",18427
"482",1987,"Notothenia gibberifrons",3
"482",1987,"Nototheniidae",1
"482",1987,"Osteichthyes",1
"482",1988,"Champsocephalus gunnari",1336
"482",1988,"Euphausia superba",98281
"482",1989,"Champsocephalus gunnari",659
"482",1989,"Euphausia superba",88101
"482",1990,"Champsocephalus gunnari",2401
"482",1990,"Euphausia superba",223533
"482",1991,"Chaenocephalus aceratus",4.505
"482",1991,"Champsocephalus gunnari",13.871
"482",1991,"Channichthyidae",0.013
"482",1991,"Chionodraco rastrospinosus",2.896
"482",1991,"Euphausia superba",159984
"482",1991,"Notothenia gibberifrons",9.103
"482",1991,"Notothenia neglecta",0.309
"482",1991,"Nototheniidae",4.937
"482",1991,"Osteichthyes",0.055
"482",1991,"Pleuragramma antarcticum",0.003
"482",1991,"Pseudochaenichthys georgianus",5.392
"482",1991,"Rajiformes",0.05
"482",1992,"Euphausia superba",117802
"482",1993,"Euphausia superba",12670
"482",1994,"Chaenocephalus aceratus",0.031
"482",1994,"Champsocephalus gunnari",0.001
"482",1994,"Notothenia gibberifrons",0.037
"482",1994,"Pseudochaenichthys georgianus",0.001
"482",1995,"Euphausia superba",48833.4
"482",1997,"Euphausia superba",98.5
"482",1998,"Dissostichus eleginoides",0.032
"482",1998,"Macrourus spp",0.075
"482",1998,"Osteichthyes",0.004
"482",1998,"Rajiformes",0.077
"482",1999,"Chaenodraco wilsoni",0.001
"482",1999,"Champsocephalus gunnari",0.502
"482",1999,"Chionodraco rastrospinosus",0.924
"482",1999,"Euphausia superba",62076.767
"482",1999,"Myctophidae",0.042
"482",1999,"Notothenia gibberifrons",5.062
"482",1999,"Notothenia rossii",0.273
"482",1999,"Notothenia squamifrons",5.023
"482",1999,"Pseudochaenichthys georgianus",2.583
"482",1999,"Trematomus spp",0.09
"482",2000,"Dissostichus eleginoides",36
"482",2000,"Euphausia superba",16891
"482",2002,"Euphausia superba",72059.557
"482",2004,"Euphausia superba",46455.659
"482",2005,"Champsocephalus gunnari",0.51
"482",2005,"Euphausia superba",73494.0495
"482",2008,"Champsocephalus gunnari",0.0021
"482",2008,"Euphausia superba",93384.109
"482",2009,"Euphausia superba",91855.116
"482",2009,"Pseudochaenichthys georgianus",0.6
"482",2010,"Chaenocephalus aceratus",0.000101
"482",2010,"Dissostichus mawsoni",0.019
"482",2010,"Euphausia superba",49999.22733
"482",2010,"Pseudochaenichthys georgianus",0.00014
"482",2011,"Chaenocephalus aceratus",2.48e-05
"482",2011,"Channichthyidae",0.00018
"482",2011,"Electrona carlsbergi",0.0003818
"482",2011,"Euphausia superba",115994.834
"482",2011,"Notolepis coatsi",0.309
"482",2012,"Channichthyidae",0.008
"482",2012,"Electrona carlsbergi",1e-04
"482",2012,"Gymnoscopelus nicholsi",2e-05
"483",1971,"Champsocephalus gunnari",10697.34147
"483",1971,"Notothenia rossii",101456.6944
"483",1971,"Osteichthyes",1454
"483",1972,"Notothenia rossii",2735.26881
"483",1972,"Notothenia squamifrons",35
"483",1972,"Osteichthyes",27
"483",1973,"Champsocephalus gunnari",1829.37435
"483",1975,"Champsocephalus gunnari",745.26921
"483",1975,"Notothenia squamifrons",1900
"483",1975,"Osteichthyes",1407
"483",1976,"Champsocephalus gunnari",12277.96049
"483",1976,"Notothenia rossii",10742.27373
"483",1976,"Notothenia squamifrons",500
"483",1976,"Osteichthyes",190
"483",1977,"Chaenocephalus aceratus",492.645
"483",1977,"Champsocephalus gunnari",93503.25283
"483",1977,"Notothenia gibberifrons",4386
"483",1977,"Notothenia rossii",8568.88313
"483",1977,"Notothenia squamifrons",2937
"483",1977,"Nototheniidae",0.99901
"483",1978,"Chaenocephalus aceratus",2305.56572
"483",1978,"Champsocephalus gunnari",7462.00075
"483",1978,"Dissostichus eleginoides",648.40657
"483",1978,"Euphausia superba",87.52565
"483",1978,"Osteichthyes",302
"483",1978,"Pseudochaenichthys georgianus",12733.99451
"483",1978,"Rajiformes",3.99552
"483",1979,"Champsocephalus gunnari",807.59935
"483",1979,"Dissostichus eleginoides",218.77117
"483",1979,"Notothenia rossii",970.45149
"483",1979,"Nototheniidae",2386.16694
"483",1979,"Osteichthyes",481
"483",1979,"Patagonotothen brevicauda",15011
"483",1980,"Chaenocephalus aceratus",1245.742
"483",1980,"Champsocephalus gunnari",8788.46935
"483",1980,"Channichthyidae",915.80664
"483",1980,"Dissostichus eleginoides",99.92278
"483",1980,"Euphausia superba",133642.0956
"483",1980,"Myctophidae",504.58674
"483",1980,"Notothenia gibberifrons",6855
"483",1980,"Notothenia squamifrons",272
"483",1980,"Nototheniidae",560.71239
"483",1980,"Patagonotothen brevicauda",7381
"483",1981,"Champsocephalus gunnari",27889.96998
"483",1981,"Channichthyidae",3633.60109
"483",1981,"Dissostichus eleginoides",174.88736
"483",1981,"Euphausia superba",135133.5293
"483",1981,"Notothenia gibberifrons",3395
"483",1981,"Notothenia squamifrons",544
"483",1981,"Nototheniidae",134.89501
"483",1981,"Patagonotothen brevicauda",36758
"483",1981,"Pseudochaenichthys georgianus",487.448
"483",1982,"Champsocephalus gunnari",54014.25935
"483",1982,"Dissostichus eleginoides",323.80073
"483",1982,"Euphausia superba",46796.21882
"483",1982,"Notothenia gibberifrons",2605
"483",1982,"Notothenia rossii",1099.5611
"483",1982,"Notothenia squamifrons",812
"483",1982,"Nototheniidae",50.96201
"483",1982,"Osteichthyes",5336
"483",1982,"Patagonotothen brevicauda",31351
"483",1982,"Pseudochaenichthys georgianus",955.255
"483",1983,"Chaenocephalus aceratus",2.867
"483",1983,"Champsocephalus gunnari",178757.9727
"483",1983,"Dissostichus eleginoides",217.86421
"483",1983,"Euphausia superba",16898.24229
"483",1983,"Myctophidae",1764.75668
"483",1983,"Notothenia rossii",1218.41953
"483",1983,"Nototheniidae",2.96101
"483",1983,"Osteichthyes",14519.9
"483",1983,"Pseudochaenichthys georgianus",15.182
"483",1984,"Chaenocephalus aceratus",1194.93
"483",1984,"Channichthyidae",53.94674
"483",1984,"Euphausia superba",3045.9246
"483",1984,"Myctophidae",1158
"483",1984,"Notothenia gibberifrons",4652
"483",1984,"Notothenia squamifrons",1264
"483",1984,"Nototheniidae",397.63401
"483",1984,"Osteichthyes",3820.9
"483",1984,"Pseudochaenichthys georgianus",1965.833
"483",1984,"Rajiformes",46.96137
"483",1985,"Champsocephalus gunnari",626.16436
"483",1985,"Dissostichus eleginoides",520.66673
"483",1985,"Euphausia superba",105887.2472
"483",1985,"Myctophidae",1019.65743
"483",1985,"Notothenia gibberifrons",1115
"483",1985,"Notothenia squamifrons",66
"483",1985,"Osteichthyes",1020
"483",1985,"Patagonotothen brevicauda",6836
"483",1985,"Pseudochaenichthys georgianus",22.906
"483",1985,"Rajiformes",12.98595
"483",1986,"Dissostichus eleginoides",732.4349
"483",1986,"Euphausia superba",110481.192
"483",1986,"Myctophidae",1788.05422
"483",1986,"Notothenia gibberifrons",2848.159
"483",1986,"Notothenia rossii",264.30469
"483",1986,"Notothenia squamifrons",153.012
"483",1986,"Nototheniidae",56.55102
"483",1986,"Nototheniops nudifrons",0.001
"483",1986,"Patagonotothen brevicauda",14868.05
"483",1986,"Rajiformes",7.81309
"483",1987,"Champsocephalus gunnari",80559.43795
"483",1987,"Euphausia superba",311876.9255
"483",1987,"Myctophidae",8987.07236
"483",1987,"Notothenia gibberifrons",5058.284
"483",1987,"Notothenia squamifrons",1362.808
"483",1987,"Nototheniidae",0.38689
"483",1987,"Nototheniops nudifrons",0.114
"483",1987,"Osteichthyes",1642.535
"483",1987,"Pseudochaenichthys georgianus",304.84295
"483",1987,"Rajiformes",0.22385
"483",1988,"Chaenocephalus aceratus",154.90885
"483",1988,"Champsocephalus gunnari",36042.53932
"483",1988,"Euphausia superba",211459.9779
"483",1988,"Myctophidae",28993.28357
"483",1988,"Notothenia gibberifrons",1875.146
"483",1988,"Notothenia squamifrons",718.05
"483",1988,"Nototheniops nudifrons",0.13
"483",1988,"Patagonotothen brevicauda",15952.048
"483",1988,"Pseudochaenichthys georgianus",214.59804
"483",1989,"Champsocephalus gunnari",2.59807
"483",1989,"Dissostichus eleginoides",7055.0948
"483",1989,"Electrona carlsbergi",23438
"483",1989,"Euphausia superba",158472.4427
"483",1989,"Martialia hyadesi",8.22198
"483",1989,"Osteichthyes",44.59
"483",1989,"Patagonotothen brevicauda",10420
"483",1989,"Pseudochaenichthys georgianus",1.24875
"483",1990,"Chaenocephalus aceratus",1.50849
"483",1990,"Champsocephalus gunnari",8131.4542
"483",1990,"Dissostichus eleginoides",6780.8497
"483",1990,"Euphausia superba",107699.7219
"483",1990,"Notothenia gibberifrons",11.49
"483",1990,"Notothenia rossii",2.13917
"483",1990,"Notothenia squamifrons",24.14
"483",1990,"Pseudochaenichthys georgianus",0.67932
"483",1990,"Rajiformes",0.12989
"483",1991,"Chaenocephalus aceratus",1.51848
"483",1991,"Dissostichus eleginoides",1755.54569
"483",1991,"Electrona carlsbergi",58568
"483",1991,"Euphausia superba",101561.9459
"483",1991,"Notothenia rossii",0.51949
"483",1991,"Notothenia squamifrons",0.2
"483",1991,"Nototheniidae",0.14986
"483",1991,"Osteichthyes",0.25
"483",1991,"Pseudochaenichthys georgianus",1.5984
"483",1991,"Rajiformes",0.15944
"483",1992,"Chaenocephalus aceratus",1.52847
"483",1992,"Champsocephalus gunnari",5.26484
"483",1992,"Dissostichus eleginoides",3806.65483
"483",1992,"Euphausia superba",64176.39635
"483",1992,"Notothenia gibberifrons",3.57
"483",1992,"Notothenia rossii",0.63937
"483",1992,"Notothenia squamifrons",0.13
"483",1992,"Osteichthyes",0.53
"483",1992,"Paralomis spinosissima",299.04366
"483",1992,"Pseudochaenichthys georgianus",1.6983
"483",1992,"Rajiformes",1.57104
"483",1993,"Dissostichus eleginoides",3019.03377
"483",1994,"Chaenocephalus aceratus",1.94706
"483",1994,"Champsocephalus gunnari",12.90226
"483",1994,"Euphausia superba",20282.86251
"483",1994,"Macrourus spp",0.393
"483",1994,"Muraenolepis microps",0.013994619
"483",1994,"Myctophidae",0.005995563
"483",1994,"Notothenia gibberifrons",3.99
"483",1994,"Notothenia squamifrons",0.196
"483",1994,"Nototheniidae",0.005994
"483",1994,"Nototheniops larseni",0.016
"483",1994,"Nototheniops nudifrons",0.004
"483",1994,"Osteichthyes",0.013
"483",1994,"Pagothenia hansoni",0.003
"483",1994,"Paralithodes spp",0.079
"483",1994,"Patagonotothen brevicauda",1.018
"483",1994,"Pseudochaenichthys georgianus",0.94806
"483",1994,"Raja georgiana",0.053
"483",1994,"Rajiformes",11.96604
"483",1994,"Scorpaenidae",0.002
"483",1995,"Antimora rostrata",0.82552
"483",1995,"Chaenocephalus aceratus",0.3017
"483",1995,"Champsocephalus gunnari",9.87
"483",1995,"Euphausia superba",47382.06712
"483",1995,"Macrourus spp",10.554
"483",1995,"Notothenia gibberifrons",0.501
"483",1995,"Nototheniidae",2.27773
"483",1995,"Osteichthyes",9.566
"483",1995,"Paralomis spinosissima",282.59751
"483",1995,"Patagonotothen brevicauda",0.59
"483",1995,"Rajiformes",90.28157
"483",1996,"Dissostichus eleginoides",3599.82784
"483",1996,"Macrourus spp",24.834
"483",1996,"Martialia hyadesi",52
"483",1996,"Paralomis spinosissima",213.53488
"483",1996,"Rajiformes",44.90455
"483",1997,"Antimora rostrata",1.72391
"483",1997,"Dissostichus eleginoides",3809.88302
"483",1997,"Euphausia superba",26690.70124
"483",1997,"Lithodidae",0.54046
"483",1997,"Rajiformes",31.86273
"483",1998,"Antimora rostrata",0.60465
"483",1998,"Champsocephalus gunnari",6.17
"483",1998,"Dissostichus eleginoides",3199.41919
"483",1998,"Lithodidae",0.12897
"483",1998,"Nototheniidae",0.549
"483",1998,"Rajiformes",8.93943
"483",1999,"Chaenocephalus aceratus",0.04096
"483",1999,"Champsocephalus gunnari",263.01354
"483",1999,"Dissostichus eleginoides",3624.60628
"483",1999,"Elasmobranchii",0.13296
"483",1999,"Lithodes murrayi",0.042
"483",1999,"Lithodes spp",0.011
"483",1999,"Lithodidae",0.07985
"483",1999,"Macrourus spp",13.256
"483",1999,"Notothenia gibberifrons",0.033
"483",1999,"Paralomis aculeata",0.011995975
"483",1999,"Paralomis formosa",1.963
"483",1999,"Paralomis spinosissima",0.19385
"483",1999,"Patagonotothen brevicauda",3.137
"483",1999,"Rajiformes",17.41619
"483",2000,"Bothidae",0.001
"483",2000,"Chaenocephalus aceratus",0.4066
"483",2000,"Champsocephalus gunnari",4111.84545
"483",2000,"Dissostichus eleginoides",4901.31285
"483",2000,"Euphausia superba",25535.5782
"483",2000,"Gymnoscopelus nicholsi",0.189
"483",2000,"Lithodidae",0.005994
"483",2000,"Macrourus spp",1.888
"483",2000,"Mancopsetta maculata",0.002
"483",2000,"Muraenolepis microps",0.006993155
"483",2000,"Muraenolepis spp",0.013
"483",2000,"Myctophidae",67.42058
"483",2000,"Notothenia gibberifrons",0.668
