Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4646.847619,4744.778624,4370.194784,4117.320211,3713.968139,3416.156175,3585.953326,4089.067665,4516.247207,4754.326557,5154.323706,5563.070598,5976.563369,6577.605661,7588.721183,8640.331932,9871.065016,11086.35796,12534.75475,12693.57759,13878.67943,14980.35696,15579.27746
Belgium,BEL,,,,,,,,,,,,,,,,,,,,,10223.25242,11150.47819,11903.47305,12413.89301,13197.99247,13821.59712,14383.08376,15133.40283,16343.79605,17487.57978,18677.85232,19621.31218,20312.17956,20478.23786,21514.84629,22437.93884,22814.42215,23831.2106,24370.87617,25355.05766,27650.12436,28519.18459,30046.38245,30294.73742,31177.13984,32189.35133,34192.73401,35635.77428,37024.82616,36568.69805,37828.08208,38644.06368,38884.46328
Belize,BLZ,,,,,,,,,,,,,,,,,,,,,1616.117636,1748.965236,1802.249649,1783.209009,1833.205603,1856.389494,1930.502015,2150.283436,2367.456771,2710.561404,3042.949356,3407.308183,3827.291879,4082.823977,4091.533382,4119.742375,4144.203901,4251.54997,4341.433877,4651.814392,5220.683876,5452.597942,5671.74435,6169.788381,6468.729216,6711.595384,7066.867793,7183.537072,7408.545427,7288.142874,7413.171811,7529.488344,
Benin,BEN,,,,,,,,,,,,,,,,,,,,,513.8760789,601.1405341,633.9186919,612.5787913,666.4450919,717.2775874,727.650374,716.3657854,743.7754155,726.3583609,794.4674354,826.2357138,836.9853634,872.1417247,875.814463,918.7918898,945.3827992,989.2393977,1013.36957,1051.976704,1093.115268,1150.4109,1181.292526,1211.988703,1243.238835,1279.393917,1327.81574,1386.209988,1443.892278,1452.135005,1466.436258,1507.706325,1582.839635
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,434.9731522,527.4182959,564.6615694,638.0969914,674.5263349,704.5164163,779.5975197,998.08864,1050.579202,1144.140508,1301.409623,1342.234658,1451.473992,1539.712374,1672.921909,1841.87887,1965.343433,2076.241552,2177.319644,2321.002395,2464.850876,2649.87325,2894.267216,3089.189856,3270.408105,3527.672535,3802.320179,4520.208804,4746.511026,5020.559189,5583.592074,6081.666754,6699.384921
Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,1798.844563,1926.847547,1917.940798,1868.617095,1889.828977,1870.31603,1819.638541,1874.60147,1950.047012,2051.344429,2175.908617,2312.956859,2344.430051,2440.068938,2546.238746,2666.075137,2769.382732,2898.908629,3022.437449,3016.123527,3094.386653,3153.313788,3219.446232,3311.447264,3480.68667,3688.146367,3921.554398,4150.069998,4430.47388,4545.811003,4719.650433,4987.035925,5281.269456
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.4093903,1281.36754,2489.156536,3361.032617,3826.502023,4129.241999,4355.013241,4595.787461,4894.952345,5200.387323,5685.952422,6179.380486,6990.175941,7716.099705,8491.818719,8352.563904,8507.700577,8946.110674,9235.139657
Botswana,BWA,,,,,,,,,,,,,,,,,,,,,1636.719672,1882.945761,2163.451725,2459.28492,2678.491515,2860.991417,3062.972021,3416.939281,4094.275718,4659.317649,5012.554944,5410.737536,5528.45776,5604.029357,5773.8314,6018.023406,6314.936603,6935.688783,7616.829424,7965.717291,8467.564088,8825.78499,9638.656741,10324.42447,11114.95639,11541.40375,12392.53254,13745.1548,14429.24885,13285.63198,14426.89163,15775.01127,16985.78654
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,3611.866649,3689.831659,3847.370097,3776.404383,4034.734307,4394.14666,4753.545441,4970.823629,5043.130517,5308.090676,5181.963281,5349.52841,5350.740109,5635.181206,5964.636158,6276.219654,6425.394552,6667.558038,6661.981959,6677.105118,7013.423511,7165.585174,7374.279146,7517.105618,8069.815754,8502.32443,9027.159394,9758.45004,10393.09732,10356.84372,11186.67391,11634.05087,11908.92104
Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,37729.65199,32074.15799,34352.5991,34891.34064,35418.12759,34963.27451,33808.53035,34510.09572,35096.00472,35018.37427,35714.79732,37023.49074,38494.99479,38369.90451,39298.0146,40926.18864,41786.24046,40964.07214,40355.64614,41249.57653,42389.31788,43579.37149,45033.39726,46348.34935,46942.90196,47760.00715,50523.52464,51148.16621,50396.63136,49133.78991,50298.37286,51735.3274,53347.91393
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,2765.547474,3162.404894,3423.268463,3671.576624,3929.651351,4158.392721,4431.429097,4830.318379,5539.372943,5624.220454,5401.856981,5164.621213,4942.696006,5016.145358,5229.053248,5528.313108,4639.381039,4855.215311,5466.6888,5664.677703,6225.067243,6760.190184,7579.55027,8212.503481,8869.834798,9809.4085,11063.45796,12343.89105,13915.46033,13616.98043,13892.24649,15091.11724,15932.62832
Burkina Faso,BFA,,,,,,,,,,,,,,,,,,,,,309.5133716,344.7260409,391.0116206,397.7358714,395.0894289,430.5899325,463.0874514,463.2971163,494.0917995,510.0719746,512.4163268,562.6208021,560.5089792,576.7821744,580.2224013,610.6597616,671.1237906,707.3316659,748.4313372,792.9248483,801.8731063,849.3155338,881.649437,942.6568076,983.4171999,1072.179903,1147.447937,1187.817149,1247.299269,1258.211822,1336.839587,1382.286634,1512.972009
Burundi,BDI,,,,,,,,,,,,,,,,,,,,,288.7690703,344.7862317,352.0107918,368.7406967,371.7580959,414.8610904,423.5943064,444.590022,467.2853515,476.2234736,497.2986481,526.3802892,530.6305752,498.1777024,480.1550092,445.3112991,411.3397134,407.7388234,427.860503,423.3411569,420.5066098,428.2869089,441.7826171,431.6689168,449.9917826,453.4387598,476.5765212,496.2324749,514.5252735,518.8566595,527.6135852,543.3229248,560.2724583
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0492467,648.6077586,684.2248792,712.7563282,746.7642904,775.494464,860.3226892,935.4688031,1012.887062,1077.719016,1173.247881,1309.20012,1508.138238,1699.204055,1900.082763,2043.336468,2033.369478,2149.896723,2312.080176,2494.393483
Cameroon,CMR,,,,,,,,,,,,,,,,,,,,,977.1663948,1214.734673,1344.762336,1449.620728,1568.29673,1694.300165,1794.115617,1752.974496,1622.2627,1603.823287,1517.250803,1465.360513,1408.320334,1353.744944,1309.225567,1345.87984,1399.284015,1459.001871,1513.064898,1560.789714,1618.338922,1685.019657,1735.227633,1795.980176,1865.893411,1921.785765,1995.530335,2068.866741,2113.654011,2119.303346,2162.54786,2241.301702,2341.963368
Canada,CAN,,,,,,,,,,,,,,,,,,,,,11030.90088,12333.43787,12558.47398,13276.23843,14436.27987,15444.08332,16009.94417,16956.38547,18178.75326,19019.14255,19499.25818,19500.82594,19892.98946,20578.64701,21807.80097,22696.71135,23253.08559,24406.24759,25472.0433,27050.51623,28407.36482,29272.59585,29903.3646,31231.0522,32780.76375,35033.42293,36862.94821,38352.39042,38987.00109,37800.58585,39074.77799,41391.90461,42693.34368
Cape Verde,CPV,,,,,,,,,,,,,,,,,,,,,471.6717522,554.2571743,593.6025255,660.1542078,694.7579623,763.3944506,791.9840969,841.6189774,914.5945676,991.3583269,1019.149079,1045.755082,1072.754663,1144.680439,1215.562556,1303.645687,1383.289382,1485.785895,1601.315646,1783.021872,1917.505023,2042.616927,2145.799867,2255.301285,2384.056597,2595.997606,2931.374683,3265.235797,3537.424004,3692.900534,3922.024265,4182.232446,4430.121194
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,474.4466557,496.4983186,550.6667305,510.4151257,563.5706148,588.1607971,608.620413,583.2366319,601.9074579,624.3117197,620.7461829,623.9932908,582.2917918,582.846818,609.140686,652.8790465,623.6583298,654.823828,680.6429962,701.177464,685.2341519,692.4637791,687.751727,641.7522304,655.4459837,681.6718955,717.5031344,751.6780747,769.021559,773.9630662,794.6141639,820.4014856,857.0331269
Chad,TCD,,,,,,,,,,,,,,,,,,,,,313.3913483,338.9652591,370.404687,434.9267558,448.9079846,548.2571591,522.160109,508.6751296,588.8074291,620.5463557,597.7826421,649.9947926,694.5845793,579.6935169,630.9036887,632.5154173,636.4551531,662.7137451,694.4572272,675.46717,659.4360549,725.0764935,769.1682782,867.0000187,1147.537172,1342.591675,1342.763966,1340.758298,1323.316563,1279.411239,1421.393233,1430.998311,1492.871766
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,,,,,,,,,,,,,,,,,,,,,2326.45213,2624.969925,2458.458591,2419.443714,2666.151954,2894.566749,3073.016739,3348.633056,3691.433725,4204.528037,4493.416002,4982.454201,5679.026141,6158.29453,6596.280675,7400.845467,7987.966359,8539.962537,8792.74939,8737.268468,9712.966257,10144.38759,10412.51243,10930.81983,11790.45155,12773.41837,15491.09346,16748.48314,16434.75452,16189.72751,18606.96713,21000.62125,22655.33207
China,CHN,,,,,,,,,,,,,,,,,,,,,250.160846,284.1708573,324.1114523,368.2969989,434.4745768,501.3154831,549.3941723,621.0485567,703.8735058,748.7473167,794.9256691,885.3951599,1019.843367,1174.530044,1340.206176,1504.431502,1666.617596,1837.823724,1989.821217,2153.712772,2366.419545,2601.965226,2865.578139,3198.55011,3599.171035,4114.572834,4760.063018,5564.449856,6201.641125,6797.817038,7568.541479,8408.031232,9233.011172
Colombia,COL,,,,,,,,,,,,,,,,,,,,,2523.390853,2759.291677,2889.793768,2984.971379,3131.967029,3256.658115,3450.258583,3665.226904,3867.125254,4067.453833,4389.473456,4553.096048,4791.133117,4919.282337,5215.485447,5513.385409,5624.525659,5825.535765,5838.336601,5578.560203,5852.149644,5986.119532,6136.155091,6408.941736,6833.534911,7280.288206,7898.250628,8559.780133,8928.032358,9025.416742,9377.922323,10076.34711,10586.86264
Comoros,COM,,,,,,,,,,,,,,,,,,,,,603.6650619,663.7483554,726.7123373,769.5073401,808.5538666,829.4245879,841.0396377,857.1597164,887.8065717,869.7732772,925.5492308,883.5785004,955.8399635,982.276532,926.7435131,958.8554744,939.7251762,971.8630501,973.306932,981.3686975,991.2511572,1021.064434,1053.389933,1074.253072,1073.764388,1126.79685,1147.429734,1156.095485,1162.758512,1164.080739,1173.917928,1195.603761,1229.741261
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,381.116492,415.5512609,427.6717693,439.4273804,468.8036868,472.5137936,492.2340418,505.9683557,510.9483745,507.1932056,475.1886935,433.2996593,380.4606192,323.3537501,305.741737,305.2908601,299.6015365,281.9741337,275.7699044,262.4471979,243.9598238,238.0759278,243.5091901,255.5277862,272.0692892,294.3864466,311.8238688,331.4212625,349.6283685,352.7007548,372.5597664,395.5921047,422.1866262
"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,1410.961398,1762.560813,2243.966407,2397.60553,2584.851604,2558.036231,2368.372859,2375.78309,2434.639677,2523.047957,2575.23527,2655.516245,2710.495791,2671.933175,2509.048921,2598.286828,2681.904649,2640.30469,2699.597604,2595.624891,2778.079364,2876.020085,2983.955393,2998.806295,3111.260626,3371.940526,3592.53522,3529.593831,3693.11313,3884.901044,4160.031389,4275.688159,4426.074943
Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,3038.470424,3158.767789,3021.335739,3141.754797,3367.176385,3411.22973,3590.521411,3845.366864,4023.602273,4274.240829,4493.75513,4649.045153,5057.085517,5419.133794,5652.30999,5864.351381,5871.857163,6160.99898,6605.072224,7080.882845,7199.722109,7286.62601,7470.298477,7965.753041,8387.347808,9019.107796,9960.610255,10887.38141,11256.86757,11072.60605,11604.48724,12199.30597,12943.43682
Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,,,,,,1286.532472,1394.835251,1421.12859,1362.001529,1320.766181,1368.248779,1391.610581,1377.088967,1391.869965,1436.723445,1425.607753,1425.902826,1405.173073,1387.743356,1383.67411,1472.101477,1568.19613,1643.809901,1701.517799,1713.259662,1651.178129,1658.555981,1635.985096,1621.62964,1673.912555,1726.059532,1766.665419,1819.524615,1870.68186,1921.966687,1954.876181,1861.509699,2039.172182
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7972.865773,8998.339152,9585.938949,10083.63019,9968.559263,10921.82735,11664.16456,12572.55549,13421.743,14440.40314,15331.91676,16794.76219,18686.76714,20215.2921,19157.88354,18546.37635,19816.71208,20532.01602
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,5060.977472,5581.188353,6203.948298,6753.436849,7522.638883,8032.643792,8419.315696,9177.919712,10209.91772,11274.36014,12303.42589,12488.13273,13583.54968,13645.00564,14442.44947,15398.21233,15792.69176,16258.54481,17172.00951,17984.08451,19439.20266,20931.55144,21375.38376,21804.70548,23207.63045,24408.10565,26291.9753,28485.26225,31815.67064,31502.72593,30796.88303,30888.72815,30596.72218
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12314.27498,11296.82365,11494.76586,11742.14979,12332.08095,13379.30876,14272.63824,14376.8161,14412.64654,14780.23712,15546.37384,16818.92752,17571.13134,18764.89237,20063.21585,21264.41393,23231.31751,25415.14044,25885.36394,25645.14216,25299.92115,26209.13656,26426.05341
Denmark,DNK,,,,,,,,,,,,,,,,,,,,,9945.784121,10784.52446,11875.26391,12681.06967,13712.59136,14694.11936,15745.11434,16233.19498,16762.04794,17486.01789,18424.13744,19275.13514,20056.27626,20410.05689,21914.19524,22934.74646,24037.24403,25233.18044,26123.7505,26921.74072,28817.78866,29433.10154,30756.72714,30438.12835,32280.23435,33193.23729,35999.26513,37692.61217,39829.58367,38267.95689,40587.87467,40932.96883,41387.96836
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883.184646,1794.927554,1783.539115,1668.751537,1658.620692,1610.360797,1543.77941,1534.544848,1530.888128,1561.021554,1576.546308,1620.985388,1666.142238,1730.912948,1821.876178,1914.981847,2042.812822,2178.410641,2322.544215,2424.876825,2506.206429,2634.86852,2783.849266
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,1964.370025,2406.095214,2665.587961,2861.526478,3152.670636,3316.380958,3661.082527,4088.463837,4632.970021,4829.408897,5299.330397,5518.878082,5740.043932,5945.475752,6138.960534,6406.276644,6712.73833,6982.42399,7481.736553,7686.284845,7436.07328,7601.723686,7544.691152,8243.335443,8698.702432,8886.545521,10024.7923,10913.62668,12011.92284,11961.51835,12237.56744,12582.62378,12642.96494
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,1788.239692,1992.903281,2101.488557,2234.439151,2295.457514,2264.918836,2345.791738,2602.831458,2694.515699,2859.325374,2749.308372,2812.414954,3111.253259,3343.578085,3425.117264,3630.787845,3890.030819,4210.854801,4495.297505,4790.260445,5089.841045,5217.574785,5523.858068,5541.545608,5686.786792,6326.3569,7123.697667,7839.17108,8316.705712,8561.859032,9225.223539,9716.965901,10203.61241
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,2961.670721,3335.141567,3471.881593,3508.722345,3644.635885,3808.21919,3929.633495,3935.740877,4208.192751,4305.262964,4524.645811,4767.547229,4859.478257,4952.711186,5154.986584,5279.172622,5351.551669,5574.006961,5719.086274,5417.901931,5485.692163,5722.207814,5937.604921,6110.627265,6673.010761,7128.620192,7547.653282,7800.340568,8337.103117,8318.15386,8528.238104,9205.857538,9737.682093
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,1148.166942,1274.198785,1452.697707,1585.474035,1705.540597,1830.640585,1876.438638,1933.8615,2059.124365,2194.288931,2359.107405,2420.440225,2537.485644,2626.178134,2743.369867,2892.540249,3043.095037,3221.751241,3346.353545,3546.645752,3757.921146,3915.769962,4008.158146,4154.579831,4373.183872,4642.368223,5035.001934,5455.596455,5875.373721,6101.062433,6392.576581,6533.456293,6723.275206
El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646.317826,2791.729143,3017.848453,3260.312621,3477.995101,3740.219094,3832.233865,4038.251198,4219.843885,4404.144992,4573.177309,4735.729659,4906.39561,5107.074208,5329.320802,5681.505879,6070.073592,6458.068972,6653.667136,6468.510492,6607.41229,6839.005381,7069.294962
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,1377.935302,1311.015373,1356.855528,1396.996988,1389.967,1443.921108,1428.016161,1560.703,1638.899916,1699.772846,1922.949123,2446.677404,4134.198208,4950.608564,6884.032117,7664.423985,12412.84561,14610.20926,16486.93127,22695.59153,24981.78983,20998.36379,25594.7025,29689.30284,29357.87936,28433.93827,29631.46777,30233.01688
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.993068,378.8372488,465.6157285,484.0442475,528.0626865,566.6253628,567.5548208,556.676902,530.7217213,566.9227004,568.4998424,540.9349867,540.8779592,550.9527351,542.971053,547.6698244,488.8484049,496.0652418,497.3320124,534.1634767,566.2541912
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314.848221,6934.967963,7981.699049,8456.424772,8774.827122,9881.85796,10717.7186,11989.18712,13400.35805,14772.72297,16547.96064,19137.65214,21582.70189,22065.17268,19470.23328,20092.47549,21996.47362,23024.4135
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,314.8112664,327.8273162,357.7789239,349.3727869,309.8479149,336.4582673,381.8308838,384.3923634,384.4249708,396.1691539,367.3870686,330.7447216,369.2866516,375.8507,395.1080976,438.2988233,447.2949615,425.4652766,441.2183098,464.6310314,499.9748162,501.1051063,486.4083425,552.0335855,620.1736842,690.2972669,770.5224557,849.5007076,908.0373824,985.4079292,1052.07229,1138.72668
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,1639.858435,1861.059145,1808.475908,1760.243356,1937.321162,1874.223338,2045.002367,1957.231335,2041.598059,2270.857685,2480.046294,2471.775507,2644.944293,2721.806429,2877.914715,2979.870556,3141.505061,3098.250998,3152.734148,3453.549934,3447.826242,3583.03403,3750.661382,3863.293157,4173.374159,4323.66348,4515.212349,4566.160268,4668.06798,4602.123579,4611.515367,4764.042774,4942.793825
Finland,FIN,,,,,,,,,,,,,,,,,,,,,8952.540426,9875.365412,10736.191,11430.02359,12162.68233,12894.16038,13486.84207,14326.09223,15549.73589,16896.9913,17560.98033,16999.29937,16702.39821,16848.93589,17753.18891,18767.84324,19250.656,20926.52711,22557.10597,23613.37827,25670.20889,26540.24278,27531.35323,27626.52361,29862.45492,30707.94588,33096.81099,36147.90674,38080.4701,35540.6921,36029.72485,37479.3628,38230.31329
France,FRA,,,,,,,,,,,,,,,,,,,,,9465.610369,10401.26389,11238.6946,11756.98624,12306.34385,12810.36751,13314.9404,13952.71086,15024.72533,16160.14754,17137.64499,17884.20921,18487.28593,18685.78403,19432.8198,20169.07894,20743.39233,21632.21796,22689.62925,23541.50877,25167.97765,26537.04453,27586.71334,27203.55216,28089.62212,29452.52232,31274.00358,33006.71781,34040.70275,33666.12732,34275.76091,35365.70213,35844.63816
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,7630.165637,8556.497676,8577.598039,9177.940242,9973.032723,9774.062802,9648.000158,8006.223999,9096.137888,9968.38331,10591.7725,11312.42148,10899.20133,11275.89951,11624.2042,12166.09079,12503.76907,13135.95097,13439.75399,12113.46064,11849.17883,12082.59864,11959.99345,12224.10464,12440.95588,12931.84623,13187.01303,13981.65902,14088.63729,13470.43449,14218.30016,15168.69815,16085.52469
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,814.8162451,889.8080218,903.8687894,1003.149705,1034.787855,1012.946277,1029.44132,1034.934504,1067.257279,1122.035395,1159.119633,1193.231407,1220.718957,1248.635622,1241.140707,1246.152153,1260.711708,1310.835155,1337.459655,1402.931906,1468.164813,1541.094182,1468.864391,1553.063793,1656.018397,1642.236236,1661.332738,1717.032027,1798.51888,1871.627276,1957.562235,1853.430322,1948.12044
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,3274.694879,3739.467916,4012.595126,4312.690943,4677.388765,5014.281168,4665.676989,4823.956394,5217.359422,5011.051341,4433.148931,3591.267979,2004.880169,1437.436125,1327.546313,1431.317254,1661.179748,1906.206237,2012.678422,2117.205284,2219.830135,2396.550053,2586.114324,2951.625397,3220.240763,3610.485984,4042.744615,4683.675881,4903.166975,4730.259127,5045.351021,5473.372064,5901.532266
